title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Fair Play,"Stars,Judit Bárdos,Anna Geislerová,Roman Luknár,,","Andrea Sedlácková,","Irena Hejdová,Andrea Sedlácková,","Drama,Sport,",,"March 6, 2014 (Czech Republic)","Czech Republic,Slovakia,Germany,","Czech,","Negativ Film,Departures Film,Arina Film,","$321,431","€1,400,000 (estimated)",1h 40min,Color,,2.35 : 1,6.8/10,967,4,26,
The Exhibitionists,"Stars,Richard Short,Pepper Binkley,Ella Rae Peck,,","Michael Melamedoff,","Michael Edison Hayden,","Drama,Thriller,",,"September 22, 2012 (United States)","United States,","English,","Blithe Stargazer,Farraj Factory,Kinetic Arts,",,,1h 28min,Color,,,3.8/10,125,1,14,
Mass Leader,"Stars,Shivarajkumar,Vijay Raghavendra,Pranitha,,","Narashimha,","Narashimha,","Action,",,"August 11, 2017 (India)","India,","Kannada,","Tarun Talkies,",,"₹80,000,000 (estimated)",,Color,,2.35 : 1,5.3/10,72,,,
Having You,"Stars,Anna Friel,Romola Garai,Andrew Buchan,,","Sam Hoare,","Sam Hoare,","Comedy,Drama,",Not Rated,"June 12, 2013 (Hungary)","United Kingdom,","English,","Wigwam Films,Holland Park Pictures,Finite Films,",,,1h 32min,Color,,,6.4/10,885,7,4,
Cock Tail,"Stars,Yogi Babu,Kpy Bala,Mime Gopi,,","Ra Vijaya Murugan,",,"Comedy,",,"July 10, 2020 (India)","India,","Tamil,","PG Media Works,Trident Arts,",,,2h 12min,Color,,,4.1/10,61,6,1,
Astraea,"Stars,Scotty Crowe,Jessica Cummings,Nerea Duhart,,","Kristjan Thor,","Ashlin Halfnight,","Adventure,Drama,Sci-Fi,",Not Rated,"February 27, 2015 (United States)","United States,","English,","Portage Creative,Round One Production,",,,1h 35min,Color,,,6.5/10,191,6,12,
The Trap,"Stars,Alexander Kirk,Felicity Wren,James Wren,,","Fergus March,","Alan Freestone,Fergus March,James Wren,","Comedy,Horror,",,"December 18, 2015 (United Kingdom)","United Kingdom,","English,","FMW Films,",,,1h 30min,Color,,,4.7/10,91,7,,
Indie Director,"Stars,Angelina Leigh,Stephanie Anders,Cloe St. Claire,,","Rogerio Alberto de Oliveira,Bill Zebub,",,"Comedy,",,"May 25, 2013 (United States)","United States,","English,",,,"$5,000 (estimated)",2h 15min,Color,,,3.9/10,55,5,,
Thiruttu VCD,"Stars,Sakshi Agarwal,Devadarshini,Prabha,,","Sukumar,",,"Drama,",,"September 25, 2015 (India)","India,","Tamil,","VPA Medias,",,,,Color,,,,,,,
Oyaji ga aishita otoko-tachi,"Stars,Shin'ya Orikasa,Kiryû Aoi,Ayumu Kuroki,,","Yoshikazu Katô,","Kiichi Fude,",,,"August 8, 2018 (Japan)","Japan,","Japanese,","Kato Eizo Kobo,",,,,Color,"Mono,",,6.7/10,18,,,
