title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
O Matador,"Stars,Maria de Medeiros,Diogo Morgado,Kyle McCarley,,","Marcelo Galvão,","Marcelo Galvão,","Action,Western,",,"November 10, 2017 (Brazil)","Brazil,","Portuguese,","Gatacine,Swen Studios,",,"$1,500,000 (estimated)",1h 39min,,,,6.1/10,2.5K,34,8,
Cruel Summer,"Stars,Danny Miller,Reece Douglas,Natalie Martins,,","Phillip Escott,Craig Newman,","Phillip Escott,Craig Newman,","Drama,Horror,Thriller,",,"February 27, 2018 (United States)","United Kingdom,","English,","441 Films,Bang Post Production,Dogs Of Annwn,",,,1h 20min,Color,,2.35 : 1,5.4/10,902,27,43,
Exploitation,"Stars,Jessica Albano,Blade Braxton,Kayla Browne,,","Bill Zebub,",,"Comedy,",,"April 24, 2018 (United States)","United States,","English,","Bill Zebub Productions,",,"$4,000 (estimated)",1h 51min,Color,,16:9 HD,4.7/10,28,,,
New Kids Turbo,"Stars,Huub Smit,Tim Haars,Wesley van Gaalen,,","Steffen Haars,Flip Van der Kuil,","Steffen Haars,Flip Van der Kuil,","Action,Comedy,",,"December 9, 2010 (Netherlands)","Netherlands,","Dutch,","Eyeworks Film & TV Drama,Comedy Central,Benelux Film Distributors,","$18,261,046","€1,500,000 (estimated)",1h 24min,Color,"Dolby Digital,",2.35 : 1,6.4/10,16K,27,31,
Tu hijo,"Stars,Jose Coronado,Ana Wagener,Asia Ortega,,","Miguel Ángel Vivas,","Alberto Marini,Miguel Ángel Vivas,","Drama,",TV-MA,"March 1, 2019 (Hong Kong)","Spain,France,","Spanish,","Apache Films,Canal Sur Televisión,Claqueta, La,","$401,899",,1h 43min,Color,"Dolby Atmos,",2.35 : 1,6.1/10,4.4K,55,18,
A Beauty & The Beast Christmas,"Stars,Leah Pipes,Ryan Kelley,Rob Raco,,","Dylan Vox,","Scotty Mullen,","Comedy,Drama,Romance,",TV-G,"December 15, 2019 (United States)","United States,","English,","The Asylum,",,,1h 30min,Color,"Dolby Digital,",1.78 : 1,4.7/10,221,14,1,
The Silent Forest,"Stars,Tzu-Chuan Liu,Buffy Chen,Kuan-Ting Liu,,","Chen-Nien Ko,","Chen-Nien Ko,Pin Chun Lin,","Drama,",TV-MA,"October 15, 2020 (Taiwan)","Taiwan,","Mandarin,","Redbit Pictures,","$190,404",,1h 48min,Color,"Dolby Digital,",,7.2/10,782,4,10,
"Ni tuyo, Ni mía","Stars,Tony Dalton,Carolina Torres,Prakriti Maduro,,","Sandra Solares,","Sandra Solares,","Drama,",,"August 19, 2021 (Mexico)","Mexico,","Spanish,","Jaibol Films,","$306,120",,1h 32min,,,,6.4/10,25,,,
Plush,"Stars,Emily Browning,Xavier Samuel,Cam Gigandet,,","Catherine Hardwicke,","Catherine Hardwicke,Arty Nelson,","Drama,Thriller,","Rated R for sexual material, violence, language and some drug use.","October 15, 2013 (United States)","United States,","English,","Blumhouse Productions,IM Global Octane,Reliance,","$28,864",,1h 39min,Color,"Dolby Digital,",1.78 : 1,5.3/10,3.9K,28,19,
Le Week-End,"Stars,Lindsay Duncan,Jim Broadbent,Jeff Goldblum,,","Roger Michell,","Hanif Kureishi,","Comedy,Drama,Romance,",Rated R for language and some sexual content,"October 11, 2013 (United Kingdom)","United Kingdom,France,","English,French,","Film4,Free Range Films,Le Bureau,","$8,652,213","$10,000,000 (estimated)",1h 33min,Color,"Dolby Digital,",2.35 : 1,6.4/10,8.1K,62,146,73
Always Watching: A Marble Hornets Story,"Stars,Alexandra Breckenridge,Chris Marquette,Jake McDorman,,","James Moran,","Writers,Ian Shorr,Joseph DeLage,Troy Wagner,,","Horror,",Rated R for some violence.,"April 7, 2015 (United States)","United States,","English,","Bellevue Productions,Mosaic,","$714,058",,1h 32min,Color,,1.78 : 1 / (high definition),4.8/10,2.9K,42,25,
The Last Survivors,"Stars,Haley Lu Richardson,Booboo Stewart,Max Charles,,","Tom Hammock,","Jacob Forman,Tom Hammock,","Action,Drama,Sci-Fi,Thriller,",Not Rated,"December 3, 2015 (Kuwait)","United States,","English,","Federighi Films,",,,1h 35min,Color,"Dolby,",2.35 : 1,5.4/10,3.6K,30,33,
Renoir,"Stars,Michel Bouquet,Christa Théret,Vincent Rottiers,,","Gilles Bourdos,","Writers,Jacques Renoir,Gilles Bourdos,Jérôme Tonnerre,,","Biography,Drama,History,Romance,",IIB,"June 5, 2014 (Hong Kong)","France,","French,Italian,","Fidélité Films,Wild Bunch,Mars Films,","$7,816,573",,1h 51min,Color,"Dolby,Dolby Digital,",1.85 : 1,6.6/10,5.5K,38,104,64
