title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Down Dog,"Stars,Jason Durr,Nick Moran,Orla O'Rourke,,","Andres Dussan,","Andres Dussan,Simon Nye,Lawrence Tallis,","Comedy,",,"September 28, 2014 (United Kingdom)","United Kingdom,","English,","Apropos.ito,",,,1h 37min,Color,,,5.0/10,135,1,4,
Starship: Apocalypse,"Stars,Darren Jacobs,Emii,Brooke Lewis Bellas,,","Neil Johnson,","Neil Johnson,","Action,Sci-Fi,",TV-14,"December 20, 2014 (Japan)","United States,","English,","Morphius Film,",,,1h 26min,Color,"Dolby Digital,",1.85 : 1,2.7/10,379,5,3,
Encontrados,"Stars,Matías Desiderio,Nacho Gadano,Rocío Igarzábal,,","Diego Musiak,","Diego Musiak,","Drama,",,"December 17, 2020 (Argentina)","Argentina,","Spanish,","Big Bang Cine,",,,1h 30min,Color,,1.85 : 1,5.2/10,14,1,,
Manglish,"Stars,Mammootty,Caroline Bech,Tini Tom,,","Salam Bappu,","Riyas,","Comedy,",Unrated,"July 27, 2014 (India)","India,","Malayalam,","Red Rose Creations,",,,2h 23min,Color,"Dolby Atmos,",,4.3/10,496,2,,
Evil Everywhere,"Stars,Dylan Mars Greenberg,Corrinne Mica,Mykee Morettini,,","Mykee Morettini,","Mykee Morettini,","Comedy,Fantasy,Horror,Thriller,",Unrated,"May 25, 2021 (United States)","United States,","English,","Mordacious Films,",,"$1,500 (estimated)",1h 4min,,"Stereo,",2.35 : 1,3.5/10,47,3,6,
Roll'em,"Stars,Khaled Yeslam,Sarah Taibah,Shaher Al Qurashi,,","Abdulelah Alqurashi,","Abdulelah Alqurashi,Yaser Hammad,","Drama,",,"March 14, 2019 (Saudi Arabia)","Saudi Arabia,","Arabic,","Cinepoetics Pictures,Cinepoetics Pictures,",,,1h 30min,Color,,2.37:1,6.6/10,94,4,,
Anathema,"Stars,Angie Everhart,David Andrews,Patricia McKenzie,,","Derek Vitatoe,","Jupiter J. Makins,Derek Vitatoe,","Drama,",,"December 11, 2019 (United States)","United States,","English,","Harmony and diversity productions,",,"$300,000 (estimated)",1h 30min,Color,,16:9 HD,6.3/10,10,,,
Nedunchalai,"Stars,Aari Arujunan,Shivada Nair,Thambi Ramaiah,,","Krishna,",,"Drama,",,"March 28, 2014 (India)","India,","Tamil,","Fine Focus,",,"₹40,000,000 (estimated)",2h 19min,Color,,,6.6/10,290,3,3,
Bécassine!,"Stars,Emeline Bayart,Karin Viard,Maya Compagnie,,","Bruno Podalydès,","Bruno Podalydès,J.P. Pinchon,Caumery,","Adventure,Comedy,Family,",,"June 20, 2018 (France)","France,","French,","Why Not Productions,Chabraque Productions,France 3 Cinéma,","$1,698,442","€4,357,442 (estimated)",1h 42min,Color,,2.35 : 1,5.6/10,286,4,3,
Concrete Paradise,"Stars,Madison Rotolo,Elijahwan Butler,Kayla Fuentes,,","Jonathan Christian,","Jonathan Christian,","Drama,Thriller,",,"November 20, 2020 (United States)","United States,","English,",,,"$1,700 (estimated)",1h 44min,Color,,1.78 : 1 / (high definition),,,,,
Salala Mobiles,"Stars,Dulquer Salmaan,Santhanam,Nazriya Nazim,,","Sharath Haridaasan,","Sharath Haridaasan,","Comedy,",,"January 23, 2014 (India)","India,","Malayalam,",,"$3,196",,2h 9min,Color,,,4.0/10,724,6,1,
Slice 2,"Stars,Pierre Edwards,Doris Morgado,Gregory Alan Williams,,","Pierre Edwards,",,"Comedy,Horror,",,"July 10, 2015 (United States)","United States,","English,","Lott Lizard Production,Lucid Lounge Studios,",,,,Color,,,5.5/10,10,,,
Au bonheur des ogres,"Stars,Raphaël Personnaz,Bérénice Bejo,Guillaume de Tonquédec,,","Nicolas Bary,","Writers,Daniel Pennac,Jérôme Fansten,Serge Frydman,,","Comedy,Drama,",G,"October 16, 2013 (France)","France,","French,","Chapter 2,Pathé,France 2 Cinéma,","$1,507,325","€12,500,000 (estimated)",1h 32min,Color,"Dolby Digital,",2.35 : 1,6.4/10,1.2K,2,9,
The Couple,"Stars,Sushar Manaying,Pichaya Nitipaisalkul,Tao Sattaphong Phiangphor,,",,"Writers,Kongdej Jaturanrasamee,Sivaroj Kongsakul,Laddawan Rattanadilokchai,,","Horror,",,"October 30, 2014 (Thailand)","Thailand,","Thai,","Talent 1 Movie Studio,",,,,Color,,,5.9/10,41,,,
J'irai mourir dans les Carpates,"Stars,Alice Pol,Max Boublil,Antoine de Maximy,,","Antoine de Maximy,","Antoine de Maximy,Thomas Pujol,","Comedy,Mystery,",,"September 16, 2020 (France)","France,","French,Romanian,","Rouge International,Bonne Pioche,France 2 Cinéma,","$715,963",,1h 36min,Color,,1.85 : 1,6.1/10,292,1,2,
