title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Fou-Rire,"Stars,Leo Attali,Kevin Bourges,Henri Cohen,,","Leo Attali,",,"Drama,",,,"France,","French,",,,,,Color,,,,,,,
Szaman,"Stars,Alfonso Hinojosa,Carmen Quiroz,Cristina Arancibia,,","Antonio de Santos,","Antonio de Santos,","Thriller,",PG-13,,"Chile,","Polish,",,,"$20,000 (estimated)",1h 31min,,,16:9 HD,7.9/10,9,,,
Yusei Megadolce,"Stars,Juken Kawashima,Kyoko Takahashi,Miki Takeuchi,,","Nobutaka Yamaoka,",,"Comedy,Sci-Fi,Thriller,",,,"Japan,","Japanese,",,,,1h 39min,Color,,,5.2/10,10,,,
The Strange Story: Extortion 17,,,,,,"January 1, 2018 (United States)","United States,","English,",,,,,,,,,,,,
The Great Physician,"April Gorman,Betty Gorman,Josh Sanderson,","Sean Hynes,","Josh Sanderson,","Drama,",,"February 8, 2018 (United States)","United States,","English,","Imagination Film Productions,",,"$3,088 (estimated)",,Color,"Stereo,",,,,,,
The Business of Food Service,"Goria Cunningham,",,"Goria Cunningham,","Animation,",,,"United States,","English,",,,,,Black and White,,,,,,,
Found Footage Festival Volume 5: Live in Milwaukee,"Stars,Bob Odenkirk,Joe Pickett,Nick Prueher,,","Andrew Swant,",,"Comedy,",,"December 12, 2010 (United States)","United States,","English,","Special Entertainment,",,,1h 11min,Color,"Mono,",1.33 : 1,8.2/10,32,,,
Do Not Use,,,,,,"May 4, 2014 (Italy)",,,,"$1,691,069",,,,,,,,,,
Lai Jhakaas,"Sachin Gawali,Sunil Tawde,","Babu Bhatt,",,"Romance,",,"October 11, 2018 (India)","India,","Marathi,",,,"₹5,000,000 (estimated)",,Color,,,,,,,
Alias Janiki,"Stars,Anisha Ambrose,Tanikella Bharani,Nagendra Babu,,","Dayanand Reddy,",,"Drama,",,"July 26, 2013 (India)","India,","Telugu,","Sanghamitra Arts,",,,,Color,"DTS,",,4.5/10,20,,,
Himmatwali,"Stars,Teja Ayyar,Puskar Bhatta,Abhay Chand,,","Rekha Thapa,",,"Drama,",,"October 1, 2014 (Nepal)","Nepal,","Nepali,",,,,,Color,,,,,,,
Dolus d'Oleron d'Hier et d'Aujourd'hui,,"Thierry Richard,",,"History,",,"June 2, 2015 (France)","France,","French,","Oleron Production,",,,,Color,,,,,,,
Libre de sospecha,"Stars,Maria Ines Alonso,Mimí Ardú,Carolina Costas,,","Emilio Blanco,","Emilio Blanco,","Thriller,",,"January 22, 2015 (Argentina)","Argentina,","Spanish,",,,,1h 25min,Color,,,,,,,
Sata da Minay Leo Niyam,"Arbaz Khan,Sher Khan,Nazo,",,,,,2012 (Pakistan),"Pakistan,","Pashtu,",,,,,,,,,,,,
Hold It!,"Stars,Shruti Jolly,Swetha Hanuraj Kolalapudi,Yatiraj Bhumkar,,","Preetam Sarmah,","Sabyasachi Dhar,Preetam Sarmah,","Comedy,",,"December 19, 2013 (India)","India,","English,","Occasional Thinkers,Occasional Thinkers,",,"₹190,000 (estimated)",1h 20min,Color,,16:9 HD,,,,,
Lawless World,"Alex Castro,Raphael Iguazo,Virginia Romero,","David Impelluso,","David Impelluso,","Action,",,2015 (United States),"United States,","Spanish,","One Movie One Film,",,,,Color,,,,,,,
Elementos visuales de construcción y destrucción,,"José Mujica,","Horacio González,José Mujica,",,,November 2015 (Argentina),"Argentina,","Spanish,",,,,1h 24min,Color,,,,,,,
Costigan Bloch,"Stars,Luke Banham,Karl Brevik,Saul Grosshuesch,,","Leon Welling,","Leon Welling,","Comedy,",,"September 28, 2018 (United States)",,"English,",,,"$5,500 (estimated)",1h 34min,Color,,,,,,,
Music Magic,"Rahul,Thagubothu Ramesh,Trinath,","Manthrakshar D.S.,",,"Drama,",,"September 20, 2013 (India)","India,","Telugu,",,,,,Color,,,,,,,
Supplementary,"Stars,Shradda Bhatt,Mandya Chandru,Anjana Girish,,","Devaraj,",,"Romance,",,"January 25, 2019 (India)","India,","Kannada,","Hebbulivahana Mahadeshwara Productions House,",,,2h 23min,Color,,2.35 : 1,,,,,
Passionnaimants,"Stars,Alexandre Laugier,Roxane Martinez,Véronique Smolen,,","Alexandre Laugier,Roxane Martinez,","Alexandre Laugier,Roxane Martinez,","Biography,Drama,Romance,",,"September 12, 2014 (France)","France,","French,","Touscoprod,",,"€1,500 (estimated)",1h 10min,Color,,2.35 : 1,,,2,,
