title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Our Beautiful Secret,"Stars,Scott Goudie,Carrie Foster,Sophie Bolen,,","Angela McCulley,","Angela McCulley,Stephanie Brooks,","Biography,Drama,Family,",,"August 9, 2013 (United Kingdom)","United States,","English,","Big Shoes Productions,",,,,Color,"Stereo,",1.78 : 1,8.2/10,28,,,
Pupus,"Stars,Donita,Marcel Chandrawinata,Ichsan Akbar,,","Rizal Mantovani,","Alim Sudio,","Drama,Romance,",,"May 26, 2011 (Indonesia)","Indonesia,","Indonesian,","Maxima Pictures,",,,1h 39min,Color,,,6.8/10,36,,,
"Puppe, Icke & der Dicke","Stars,Stephanie Capetanides,Tobi B.,Matthias Scheuring,,","Felix Stienz,","Felix Stienz,Georg Struck,","Comedy,",,"November 22, 2012 (Germany)","Germany,","German,French,English,","Strangenough Pictures,ONE TWO Films,","$40,536","€500,000 (estimated)",1h 27min,Color,,1.85 : 1,6.4/10,275,1,6,
Smoke Between Trees,"Stars,Tiriel Mora,Elly Chatfield,Joanne Samuel,,","Michael Joy,","Michael Joy,Mieke van Opstal,","Drama,",,"August 10, 2019 (Australia)","Australia,","English,",,,,1h 45min,Color,"Dolby Digital,",2.35 : 1,7.5/10,8,,,
Rain River Falls,"Charlotte,Kody Evans,Whitney Wildd,","Joe Haugh,","Joe Haugh,","Fantasy,",,"February 28, 2017 (United States)","United States,","English,","MFTD Entertainment,",,,,Color,,,,,1,,
Solus,"Charles Davis,Donna Moschek,","Charles Davis,","Charles Davis,","Horror,Thriller,",,,"United States,","English,","Chunkle Freaky's Movies,",,,1h 1min,Color,,,2.8/10,30,2,1,
22nd Catch,"Stars,Hailu Qin,Van Fan,Yi-Fei Chen,,","Kuang-Hui Liu,","Kuang-Hui Liu,","Romance,",,"May 15, 2016 (China)","Taiwan,China,","Mandarin,","Like Fish in Water Movie Company,","$29,614",,1h 31min,,,,,,,,
Vazhga Vivasayi,"Stars,Appukutty,Hello Kandasamy,Vasundhara Kashyap,,","Ponnimohan,",,"Family,",,"December 9, 2019 (India)","India,","Tamil,",,,"₹40,000,000 (estimated)",,,,2.35 : 1,,,,,
Revenge of the Exorcist,"Stars,Matthew Ewald,Matthew Keys,Olum Kwanko,,","Yoshi,","Yoshi,","Horror,",,"February 1, 2018 (United States)","United States,","English,","Dope B Films,",,"$85,000 (estimated)",,Color,,,,,,,
Hills Green,"Stars,Jennifer Krukowski,Adam Christie,Christopher Spaleta,,","Krista Dzialoszynski,Ryan Glover,","Ryan Glover,Krista Dzialoszynski,","Drama,",,"November 19, 2013 (United States)","Canada,","English,",,,,1h 10min,Color,,2.66 : 1,7.3/10,11,,,
How the Fire Fell,"Stars,David Poland,Joe Haege,Maren McGuire,,","Edward Pack Davee,","Edward Pack Davee,","Drama,",Not Rated,,"United States,","English,",,,"$40,000 (estimated)",1h 31min,,,1.66 : 1,7.8/10,27,1,12,
The Irish Goodbye,"Stars,Michelle Barker,O. Ray Barker,Tatum Berry,,","Lucas Garvey,","Lucas Garvey,","Drama,",,"August 23, 2019 (United States)","United States,","English,","Trash Hat,",,,,Color,,,8.6/10,7,,,
Entro mezzanotte,"Stars,Guia Jelo,Antonino Macaluso,Maurizio Marchetti,,","Tony Gangitano,Peppino Orecchia,",,"Drama,",,"October 24, 2019 (Italy)","Italy,","Italian,",,,,1h 30min,Color,,,,,,,
Bless Your Heart,"Stars,Rusty Martin Sr.,Nicole Burgess,Estes Tarver,,","Tye Banks,","Tye Banks,","Comedy,Family,",,"March 10, 2018 (United States)","United States,","English,","Cackalack,",,,1h 16min,Color,,,,,,,
Itai: Asu e no tôka kan,"Stars,Ryô Katsuji,Jun Kunimura,Toshiyuki Nishida,,","Ryôichi Kimizuka,","Kôta Ishii,Ryôichi Kimizuka,","Drama,",,"February 23, 2013 (Japan)","Japan,","Japanese,","Fuji Television Network,","$2,542,557",,1h 45min,Color,,,6.8/10,54,3,,
Cartero,"Stars,Edda Bustamante,Germán Da Silva,Iván Masliah,,","Emiliano Serra,","Santiago Hadida,","Drama,",,"November 7, 2019 (Argentina)","Argentina,","Spanish,",,$666,,1h 20min,Color,,,6.7/10,22,1,,
Judith,"Conor Lovett,John Lundgren,Nina Stemme,","Grant Gee,",,"Thriller,",,"February 2, 2020 (Germany)","United Kingdom,","English,","Feel Films,",,"€115,000 (estimated)",45min,Color,"Silent,",1.85 : 1,,,1,,
L'orage africain: un continent sous influence,"Stars,Sylvestre Amoussou,Sandrine Bulteau,Philippe Caroit,,","Sylvestre Amoussou,",,"Drama,",,"November 1, 2017 (France)","Benin,","French,","Koffi Productions,",,,1h 29min,Color,,,6.4/10,15,,,
Forced to Kill,"Stars,Sonalii Castillo,Tarek Bishara,Adam Gregor,,","Paul Makkos,","Paul Makkos,","Thriller,",,2016 (United States),,,,,,1h 31min,Color,,,3.0/10,46,1,,
Monooki no piano,"Stars,Hatsunori Hasegawa,Mitsuru Hirata,Yûto Imai,,","Chiaki Nitanai,","Misaho Hara,Yûto Kitsunai,","Drama,",,"February 9, 2014 (Japan)","Japan,","Japanese,",,,,,Color,,,5.6/10,7,,,
Margarita 2,"Stars,Francisca Aronsson,Giovanni Ciccia,Melania Urbina,,","Frank Pérez-Garland,","Alberto Rojas Apel,Vanessa Saba,","Comedy,Family,",,"August 2, 2018 (Peru)","Peru,","Spanish,","Elefantemiope eirl,La Soga Producciones,","$4,795","$450,000 (estimated)",1h 38min,Color,"DTS,",CinemaScope,5.6/10,14,1,,
Terror Strike,"Stars,Rajat Bedi,Gayatri,Raj Hussain,,","Kamal Nathani,","Kamal Nathani,","Action,",,"January 19, 2018 (India)","India,","Hindi,","Dreamcity Entertainment,","$4,328","₹10,000,000 (estimated)",1h 44min,Color,,,6.9/10,12,,,
The Killer Contract,"Stars,Frank Brander,Wayne Chang,Tiffany Clementi,,","Subbu Vedula,","Subbu Vedula,","Comedy,Crime,Drama,",,February 2017 (United States),"United States,",,,,,1h 11min,Color,,,,,,,
Virginia Casta,"Stars,Juliana Betancourth,Jose Angel Bichir,Marcela Carvajal,,","Claudio Cataño,","Patricia Castañeda,Claudio Cataño,","Drama,",,"June 22, 2017 (Colombia)","Colombia,","Spanish,","El Circo Film,Rolling Productions Col,","$11,240","$1,000,000 (estimated)",1h 40min,Color,,,6.1/10,16,,,
Missing 48 Hours,"Stars,Nick Alford,Henrique Bersani,Maddie Bright,,","Christian Claudio,","Christian Claudio,","Action,",,"May 29, 2011 (United States)","United States,","English,","B2B Pros,Kidz Club Studios,",,"$10,000 (estimated)",1h 30min,Color,,1.78 : 1 / (high definition),8.3/10,8,,,
Phantom of the Opera at the London Coliseum,,,,"Horror,",,"October 18, 2017 (United Kingdom)","United Kingdom,","English,","Chizu Media,",,"£250,000 (estimated)",,Black and White,,,8.6/10,12,9,,
"Gordo, calvo y bajito","Stars,Álvaro Bayona,Fernando Arévalo,Jairo Camargo,,","Carlos Osuna,","Carlos Osuna,Juan Mauricio Ruiz,Carlos Andrés Reyes,","Animation,Comedy,Drama,",,"May 18, 2012 (Colombia)","Colombia,","Spanish,English,French,","Malta Cine,Ciné-Sud Promotion,Perfect Circle Productions,",,,1h 31min,Color,"Dolby SR,",,7.2/10,139,1,11,
Ori Devudoy,"Stars,Rajeev Salur,Madirakshi Mundle,Monika Singh,,","Sriram Vegaraju,","Sriram Vegaraju,","Comedy,",,"April 17, 2015 (India)","India,","Telugu,","Chasing Dreams Productions,",,"$400,000 (estimated)",,,,,6.7/10,13,,,
