title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Milk Mustache,"Stars,Keri Jenzer,Samuel O'Connell,Elijah O'Connell,,","Samuel Krebs,Sam O'Connell,Samuel O'Connell,","Samuel Krebs,Sam O'Connell,Samuel O'Connell,","Crime,Drama,Thriller,",,,"United States,","English,",,,,1h 3min,Color,,2.35 : 1,,,,,
Cute with Bad Qualities,"Stars,Chrishawnta Austin,Tiffany Dickerson,Jaimi Johnson,,","Chrishawnta Austin,Vincent Perry,","Chrishawnta Austin,Vincent Perry,","Comedy,Drama,Romance,",,,"United States,","English,","Perry Productions II,Perry Productions,",,,1h 38min,Color,,,6.4/10,15,2,,
Maita Nasosi,"Stars,Soso Jachvliani,George Kacharava,Guram Pirtskhalava,,","Soso Jachvliani,","Soso Jachvliani,George Kacharava,","Action,Comedy,Romance,",,2010 (Georgia),"Georgia,","Georgian,","Kinoproject Studio,Rustavi 2 Broadcasting Company,Sarke Studio,",,,1h 30min,Color,"Dolby Digital,",,5.4/10,111,,,
Engines of Destiny,"Stars,Arthur Hinds,Brian Pace,David Woods,,","Hunter Cressall,","Hunter Cressall,Brian Pace,","Action,Adventure,Comedy,",,"August 4, 2018 (United States)","United States,","English,","Obvious Notion,",,"$8,000 (estimated)",46min,Color,,1.78 : 1,4.4/10,6,,,
"Faust, a return from the future remastered","Stars,Maria Alexea,Panagiotis Tsimpris,Koundourelis Makis,,","Maria Alexea,","Maria Alexea,","Drama,Music,Musical,",,2018 (Spain),"Greece,","Greek,",,,,1h 20min,Color,,,,,1,,
Zora's Dream,"Stars,Liane Angus Whinfield,Cary Barnes,David Heron,,","Andrew Millington,","Andrew Millington,","Drama,",,,"Barbados,United States,","English,","Shango Films,",,,1h 20min,Color,,,,,,,
Bai mi zha dan ke,"Stars,Jag Huang,Nikki Hsieh,Michael Chang,,","Li Cho,","Li Cho,","Biography,Drama,",,"April 4, 2014 (Taiwan)","Taiwan,",,,,,1h 58min,,,,6.4/10,69,1,3,
A Wedge to Remember,,,,,Unrated,December 2014 (United States),,,,,,51min,,,,,,,,
Cally,"Drake Carr,Arielle Shannon,","Arielle Shannon,","Arielle Shannon,","Comedy,",,2019 (United States),,"English,",,,"$10,000 (estimated)",,Color,,,,,,,
The Best Years of Our Lives,,"Mihalis Georgiou,","Mihalis Georgiou,","Comedy,",,"November 15, 2013 (Cyprus)","Cyprus,","Greek,","RedCube Productions,",,"€250,000 (estimated)",,Color,,,,,,,
"Hermanos Siempre, Tras el tesoro perdido","Stars,Sergio Allan,Nuria Gomez Andres,Hernán Castillo,,","Sergio Allan,","Sergio Allan,Hernán Pablo Lozano,","Comedy,",,"September 15, 2019 (Spain)","Spain,","Spanish,","Barcelona Filmtracks,",,"$200,000 (estimated)",1h 23min,,"Stereo,",,3.6/10,7,,,
Loyalty,"Stars,Tana Smith,Whitney Duff,Ozzie Devrish,,","Jake Reedy,","Rachael McMeeking,Jake Reedy,","Action,Crime,Thriller,",,2011 (Australia),"Australia,","English,","Fenris Pictures,Chairman Meow,Mega-Naut Productions,",,"A$1,500,000 (estimated)",,Color,,2.35 : 1,7.3/10,8,,,
Tankentai no eikô,"Stars,Tatsuya Fujiwara,Yôsuke Kawamura,Akiyoshi Okayasu,,","Toru Yamamoto,","Writers,Gen Araki,Kôji Tokuo,Tatsuya Kanazawa,,","Adventure,",,"October 16, 2015 (Japan)","Japan,","Japanese,","Dentsu,Dub,Hikari TV,",,,,Color,,,5.8/10,23,,,
An Expat's Tale,"Stars,Margent Caushi,Alert Celoaliaj,Ardian Cerga,,","Pluton Vasi,","Ylljet Alicka,","Comedy,Drama,",,"July 10, 2018 (Albania)","Albania,","Albanian,","ArtFilm,",,"€700,000 (estimated)",1h 41min,Color,,,,,,,
Mimi & Líza: Christmas Lights Mystery,,,,,,"November 22, 2018 (Slovakia)","Slovakia,Czech Republic,","English,",,"$28,049",,,Color,,,,,,,
Il diario,"Stars,Cristina Amoroso,Giulia Carrara,Sandra D'Orazio,,","Paolo Sideri,","Orazio Ciancone,Paolo Sideri,","Drama,",,"January 1, 2016 (Italy)","Italy,","Italian,",,,"€10,000 (estimated)",1h 20min,Color,,1.85 : 1,5.8/10,6,,,
2 Graves,"Stars,John Burns,Seamus Casey,Jesse James Mogilner,,","Yvonne Mc Devitt,","Paul Sellar,","Drama,",,2010 (United Kingdom),"United Kingdom,Ireland,","English,","Zanzibar Films,",,,1h 45min,Color,"Stereo,",,6.8/10,6,,,
Dhyaas,"Stars,Sandesh Jadhav,Mandar Kulkarni,Suhas Palshikar,,","Mandaar Shinde,","Ajit Dalvi,","Drama,",,"November 14, 2014 (India)","India,","Marathi,",,,,,Color,,,,,,,
The Sunless Remembered,"Stars,Lindsey Nakatani,Kaitlyn Acosta,Jenni Wales,,","Scout Tafoya,","Scout Tafoya,","Drama,Horror,Romance,",,"October 30, 2018 (United States)","United States,","English,","Honors Zombie Films,",,$200 (estimated),2h,Color,,,,,,,
Unfinished Business,"Stars,Judith Audu,Ray Emodi,Lanre Hassan,,","Remi Ibinola,","Remi Ibinola,","Romance,",,"June 19, 2017 (Nigeria)","Nigeria,","English,","Applause Entertainment,",,,,Color,,,,,,,
MULT v kino. Vypusk # 93,,"Directors,Nikolay Kozlov,Vera Myakisheva,Asya Strelbitskaya,,","Writers,Iordan Kefalidi,Aleksey Mikhalchenko,Stanislav Mikhaylov,,","Animation,",,"March 16, 2019 (Russia)","Russia,","Russian,",,,,45min,Color,,,2.8/10,8,,,
Putting All the Eggs in One Basket,"Stars,Wayne Abbruscato,Paul Coster,Valentina Izumi,,","System,","Jacopo Iadicicco,System,","Thriller,",,2016 (Italy),"Italy,","English,","Proper Ginko,",,,1h 15min,Color,,1.78 : 1,,,,,
Invited,"Stars,Deidra Abrams,Victor Amaro,Christian Arellano,,","Charlie Ivon Maisonet,Christian Claudio,","Charlie Ivon Maisonet,","Horror,Thriller,",,,"United States,","English,",,,,1h 26min,Color,,,5.9/10,11,,,
Evar Karavathu,"Vijayendraa,","P.T. Giju,",,"Drama,",,"March 6, 2020 (India)","India,","Tamil,",,,,1h 47min,Color,,,,,,,
The Shed,,"George Foster,",,"Drama,Horror,Mystery,Thriller,",,,"United States,",,,,,1h 5min,Color,,,,,,,
Tayna tyomnoy komnaty,"Stars,Ivan Agapov,Egor Gubarev,Oleg Karpenko,,","Olga Belyaeva,","Olga Belyaeva,Valeri Popov,","Adventure,Family,",,"October 30, 2014 (Russia)","Russia,","Russian,",,,,1h 15min,Color,,,6.1/10,14,,,
Before 'I Do' The Movie,,"Kimberly Conner,",,"Drama,",,June 2016 (United States),"United States,",,,,,1h 2min,Color,,,,,,,
Collapse of China Explained by Chinese American Lawyer,"Patrick Bet-David,Gordon Chang,",,,"News,Talk-Show,",,"April 11, 2020 (United States)","United States,","English,",,,,1h 27min,Color,,,,,,,
Wigilia,"Stars,Rony Bridges,Iwona Glowinska,Elek Kish,,","Graham Drysdale,","Graham Drysdale,Iwona Glowinska,Duglas T. Stewart,","Drama,",,"December 24, 2014 (United Kingdom)","United Kingdom,","English,","On-Set Digital,Tartan Features,",,"€4,000 (estimated)",1h 12min,Color,,2.35 : 1,6.8/10,31,2,,
Operacion Piroberta,"Stars,Kenny Astudillo,Vincitore Balanta,Viandka Carrillo,,","René Castellanos,","Cristhiam Gerardo Osorio,","Comedy,",,"March 16, 2017 (Colombia)","Colombia,","Spanish,","Ocho y Medio Comunicaciones,","$204,668","$200,000 (estimated)",,Color,,,2.6/10,14,1,,
Salhaye Hadese,"Stars,Majid Hajizadeh,Mir Taher Mazloomi,Alireza Mozafari,,","Saeed Chari,",,"History,",,2012 (Iran),"Iran,","Persian,",,,,,Color,,,,,,,
Jamaica Through the Eyes of Carl Bradshaw,"Carl Bradshaw,","George Tait,",,"Biography,",,"October 20, 2015 (Jamaica)","Jamaica,","English,","Guerilla Films International,",,"CA$50,000 (estimated)",,,,,,,,,
Handicapped,"Stars,Valerie Dish,Chimezie Imo,Amanda Oruh,,","Seun Arowojolu,","Seun Arowojolu,Denice Chikaodi,Roy Osuji,","Drama,",,"February 28, 2020 (Nigeria)","Nigeria,","English,",,,,1h 30min,Color,,,,,,,
A Cowards Dream,"Stars,Herbert Aiken,Demarco Boone,Cashier in Boutique,,","Jerome Dysco Jackson,","Jerome Dysco Jackson,","Drama,",,"September 11, 2013 (United States)","United States,","English,","Dysco Dreams Entertainment,",,"$50,000 (estimated)",1h 31min,,,,,,,,
The Final 4,"Stars,Caleb Manci,Chris Blackwood,Arthur Scappaticci,,","Rainer Cvillink,","Rainer Cvillink,Sean Dunne,","Comedy,Crime,Thriller,",Not Rated,,"United States,","English,","Outpost Studios,RCVFilms,",,"$50,000 (estimated)",1h 26min,Color,,2.35 : 1,,,,,
From Bangkok to Mandalay,,,,,,"November 13, 2016 (Thailand)",,,,"$8,476",,,,,,,,,,
We're On Our Way,"Stars,Sam Baldock,Paul Barber,Tony Bloom,,","Tim Dudding,","Tim Dudding,Adam Tighe,","Sport,",,"August 1, 2017 (United Kingdom)","United Kingdom,","English,","Seagulls TV,",,"£2,000 (estimated)",1h 37min,,,,,,,,
Under the Western Sun,"Stars,Mark Meir,Troy Streuer,Pam Eichner,,","Danny Cameron,","Danny Cameron,Miranda Cameron,","Comedy,Family,Western,",Not Rated,"March 20, 2012 (United States)","United States,","English,",,,"$15,000 (estimated)",1h 45min,Color,"Dolby Digital,",,8.2/10,24,3,,
Hello Stranger,"Timothy Bottoms,","Johnee Gange,","Johnee Gange,","Comedy,Musical,Western,",,"January 7, 2012 (United States)","United States,","English,",,,"$5,000 (estimated)",1h 9min,Color,,,,,,,
Zanvoy No1,"Stars,Stany Alvares,Sujata Andrade,Jerry Bondal,,","Harryy W. Fernaandes,",,"Drama,",,2018 (India),"India,","Konkani,",,,,,Color,,,,,,,
Dead Bodies Everywhere,"Stars,Rito Balducci,Bryan Brogan,Heather Chilson,,","Shea VanLaningham,","Shea VanLaningham,","Horror,",,"August 8, 2011 (United States)","United States,","English,","End Of Line Productions,",,"$10,000 (estimated)",1h 11min,Color,,,6.9/10,16,1,,
Royal Opera House Live Cinema Season 2016/17: Norma,,,,,,"September 26, 2016 (Austria)","United Kingdom,","English,",,,,3h,Color,,,,,1,,
The Death of Critical Thinking,"Stars,Martijn Berndsen,Decrepitude,William Good,,","Martijn Berndsen,","Martijn Berndsen,","Drama,",,"October 25, 2014 (United States)","United States,","English,",,,"$50,000 (estimated)",,,,,,,,,
Road Trip: The Cursed Tales,"Stars,Briley Andreas,Holly Andreas,Kelly Balas,,","Holly Andreas,Devon Oman,Corey Shimmel,","Devon Oman,","Horror,",,"June 16, 2018 (Canada)","Canada,","English,","Dead Prairies Productions,",,,1h 8min,Color,,,,,,,
Wasted on the Young,"Stars,Matt Franta,Hannah Glaser,Greg Hernandez,,","Evan Drolet Cook,","Evan Drolet Cook,Basil el-Ghazzawy,","Comedy,",,,"United States,","English,",,,"$6,200 (estimated)",1h 43min,Color,,,8.0/10,83,,,
My Penance,"Stars,Tyler Bryan,Tony Clarno,Shaun Conway,,","Tony Clarno,","Tony Clarno,","Drama,Thriller,",,,"United States,","English,",,,"$5,000 (estimated)",1h 45min,Color,,,,,,,
The Last Gift,"Stars,Brett Bower,Lorrie Chilcoat,Hunter Gotcher,,","Chad Henninger,","Chad Henninger,Jami Harris Shine,","Drama,",PG,"April 6, 2014 (United States)","United States,","English,","CDP Productions,",,,57min,Color,,16:9 HD,8.3/10,11,,,
American Sweethearts,"Stars,Fleet Simons,Lanique Dawson,Michael Thomas Cole Gentry,,","Cristian Perez,","Lucas Bautista,Michael Thomas Cole Gentry,Cristian Perez,","Comedy,Drama,",,,"United States,","English,","Black Dog Productions,",,$300 (estimated),1h 13min,Color,"6-Track Stereo,",16:9 HD,,,,,
Born to Perform,"Stars,Elly Jamieson,Andrea Carter,Mark Buchan,,","John-William Noble,","John-William Noble,","Drama,Family,",,,"United Kingdom,","English,","Noble Brothers Productions,",,,58min,Color,,,4.9/10,12,,,
Kryonik,"Stars,Lee Anthony,Davide Grisolia,Peter Güttinger,,","Davide Grisolia,","Davide Grisolia,","Action,Sci-Fi,Thriller,",,2016 (Germany),"Germany,",,"Davide Grisolia Films,",,,47min,Color,,,,,,,
The Way Up,"Jera Sky,Brandon Weaver,","Jera Sky,Brandon Weaver,","Jera Sky,Brandon Weaver,","Comedy,Drama,",,"October 26, 2015 (United States)","United States,","English,","PuppyDragon,",,$800 (estimated),56min,Color,"Stereo,",1.78 : 1 / (high definition),,,,,
Sazaa,"Niuma Mohamed,Ismail Rasheed,Lufshan Shakeeb,","Hussain Munawwaru,","Mahdi Ahmed,","Drama,",,"March 29, 2011 (Maldives)","Maldives,","Divehi,",,,"MVR 450,000 (estimated)",,Color,,,4.0/10,8,,,
