title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
James McNeill Whistler and the Case for Beauty,"Stars,Daniel Arbon,Evangelos Alexiou,Penny Fuller,,","Norman Stone,",,"Biography,",Not Rated,September 2014 (United States),"United States,","English,","1A Productions,Film Odyssey,",,,56min,,"Stereo,",16:9 HD,7.2/10,34,,,
Kolej na milosc,"Stars,Aleksandra Bialkowska,Olimpia Bogusz,Piotr Czarniecki,,","Miguel Velez,","Michal Mieszczyk,Miguel Velez,","Comedy,Drama,Romance,",,"October 8, 2020 (Taiwan)","Poland,Taiwan,Colombia,","Polish,","Lanterna Pictures Polska,",,,1h 19min,Color,,,6.3/10,43,2,,
Sunset Stories,"Stars,Sung Kang,Jim Parsons,Harold Perrineau,,","Ernesto Foronda,Silas Howard,","Ernesto Foronda,Valerie Stadler,","Comedy,Drama,Mystery,",Not Rated,"March 10, 2012 (United States)","United States,","English,","Cherry Sky Films,Plain View Pictures,Serena Films,",,"$50,000 (estimated)",1h 27min,Color,,,5.9/10,157,2,1,
Jombiseukul,"Stars,Eun-Seol Ha,Min Ji,Kyeong-ryong Kim,,","Kim Seok-Jung,","Seong-Geol Jo,","Horror,Thriller,",,"September 25, 2014 (South Korea)","South Korea,","Korean,","Peter Pan Pictures,",,,1h 27min,Color,,,4.6/10,25,,,
Pallu Padama Paathuka,"Oviya,","Vijay Varadaraj,",,,,2018 (India),"India,","Tamil,",,,,,Color,,,,,,,
Chupacabra,"Stars,Karina Alexandrova,Serafim Cherkinsky,Said Gamzatov,,","Grigoriy Kolomiytsev,","Serafima Golovchenko,","Drama,",,"November 19, 2020 (Russia)","Russia,","Russian,","Stella Studio,",,,1h 15min,Color,,,5.0/10,15,,,
West End,"Stars,Neal Bledsoe,Joe Nieves,Peter Onorati,,","Joe Basile,","Joe Basile,","Crime,Drama,",,2015 (United States),"United States,","English,","Westendthemovie,",,,1h 26min,Color,,,6.0/10,99,3,3,
The Ultimate Winner,"Stars,Nan Xing Li,Constance Song,Rebecca Lim,,","Nan Xing Li,",,"Action,",,"April 14, 2011 (Singapore)","Singapore,","Chinese,","Cornerstone Pictures,","$332,363",,1h 41min,Color,,,6.2/10,6,1,,
Villali Veeran,"Stars,Lalu Alex,Babu Antony,Sajitha Beti,,","Sudheesh Sankar,","Dinesh Pallath,","Comedy,Drama,",Unrated,"September 5, 2014 (India)","India,","Malayalam,",,,,2h 30min,Color,,,2.4/10,182,3,,
Pescador,"Stars,Andrés Crespo,Alejandro Fajardo,Antonio Santos,,","Sebastián Cordero,","Juan Fernando Andrade,Sebastián Cordero,","Drama,",,"March 13, 2011 (Colombia)","Ecuador,Colombia,","Spanish,","Contento Films,Kilotoa Films,",,"$1,000,000 (estimated)",1h 40min,Color,,,6.7/10,341,2,3,
