title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Nic proti nicemu,"Stars,Kamila Davidova,Prokop Holoubek,Zdenek Hudecek,,","Petr Marek,","Petr Marek,Jiri Najvert,","Comedy,",,"September 16, 2011 (Czech Republic)","Czech Republic,","Czech,","Hypermarket Film,Unarfilm,",,,1h 40min,Color,"Stereo,",1.33 : 1,6.3/10,30,3,,
Carte Blanche,"Stars,Alisa Marie Amila,Brittany Baker,Deon Bell,,","Matt Kieley,","Matt Kieley,","Drama,",Not Rated,2011 (United States),"United States,","English,","Hectic Films,",,,1h 25min,Color,"Stereo,",2.35 : 1,6.2/10,7,,,
Love Letters,"Stars,Daniel Allen,Carter Babcock,Patricia Babin,,","Patrick Hogan,Patrick Thomas Hogan,Will Triplett,","Will Triplett,","Horror,",,"July 24, 2015 (United States)","United States,","English,","Acting Out Studio,WET Glass Entertainment,",,"$12,500 (estimated)",2h 14min,Color,,16:9 HD,,,,,
Sans pudeur ni morale,"Stars,Frederic Kossa,Lotfi Labidi,Yves Gale,,","Jean-Pascal Zadi,","Camille Moulonguet,Jean-Pascal Zadi,","Crime,Drama,",,,"France,","French,","Douze Doigts Productions,Full Dawa Production,Neochrome,",,"€60,000 (estimated)",1h 20min,,,,8.9/10,9,,,
Baraga Oni-Ki -Saien,"Stars,Sora Aoi,Ryosuke Kato,Hiroshi Kojima,,","Kitamura Toshihiro,","Kitamura Toshihiro,","Drama,",,"June 1, 2011 (Japan)","Japan,","Japanese,","Z-Dan,",,,3h,Color,,,,,,,
Picture,"Carmen Louise Tibuliac,Eliza B. Kozlowski,Brody Neuenschwander,","Paolo Cherchi Usai,","Paolo Cherchi Usai,","Music,",,"September 7, 2015 (United States)","United States,","English,","Cinema Arts,",,,1h 8min,Color,,,,,1,,
Pizza Man,"Stars,Joanna Alexandra,Yuki Kato,Karina Nadila,,","Ceppy Gober,","Gandhi Fernando,Dhani Jaka,","Action,Comedy,",,May 2015 (Indonesia),"Indonesia,","Indonesian,","Renee Pictures,",,IDR 1 (estimated),1h 30min,Color,"Stereo,",,6.7/10,16,1,,
Snapped,"Stars,Jason Banzer,Deanna Barnes,Scott Alan Berk,,","William Nelson,Mitch Manina,","William Nelson,","Horror,Sci-Fi,Thriller,",Not Rated,,"United States,","English,","Into Deep Productions,",,,1h 30min,Color,,,4.8/10,22,1,,
Cani di strada,"Stars,Massimo Bonetti,Monica Carpanese,Tiziano Mariani,,","Gianni Leacche,","Monica Carpanese,","Drama,",,July 2020 (Italy),"Italy,","Italian,","Halley Pictures,",,"€100,000 (estimated)",,Color,,,,,,,
Shahenshah,"Stars,Ravi Kishan,Rajan Modi,Anand Mohan,,","Anand .D. Ghatraaj,",,"Action,",,"March 30, 2018 (India)","India,","Bhojpuri,",,,,2h 42min,Color,,,,,,,
