title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Beijing Dream,"Stars,Rene,Dwain Worrell,Ethel,,","Wei Zhang,",,"Drama,",,2010 (China),"China,","Chinese,","Shenzhen Huahao Cultural Media,",,"$2,000,000 (estimated)",,Color,,,,,,,
Everton F.C. vs Liverpool Football Club,,,,"Sport,",,"October 17, 2010 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Manchester United vs Liverpool,,,,"Sport,",,"March 16, 2014 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Bremenskie razboyniki,"Dina Garipova,Maksim Matveev,Natalya Podolskaya,","Alexander Lukyanchikov,",,"Animation,",,"November 10, 2016 (Russia)","Russia,","Russian,","Star Media,",,,1h 13min,Color,,,3.4/10,25,,,
Écoute tes os,"Stars,Abdellah Aizzoun,Zoubida Akif,Abdellah Boujida,,","Tijani Chrigui,","Tijani Chrigui,","Drama,",,"February 12, 2014 (France)","France,","Arabic,",,,,1h 30min,Color,,,,,,,
The Wrong Line,"Stars,Tyler Wright,Nathaniel Grant,Trey Berry,,","Mitch Field,","Mitch Field,Tyler Wright,","Action,Thriller,",,"January 12, 2011 (United States)","United States,","English,",,,"$112,000 (estimated)",1h 31min,Color,,,,,,,
The Amber Lantern,"Kurtis Hopp,Johnathon Krautkramer,Sammi Price,","Ron Haese,","Ron Haese,","Horror,",,"October 18, 2014 (United States)","United States,","English,","Haesefilm,",,,1h 50min,Color,,,,,,,
in·flu·ence,"Christopher Gerard,","David M. McLoughlin,","Ryan Fehr,","Drama,",,"June 9, 2015 (Canada)","Canada,","English,","Irish Rose Films,",,,1h 30min,Color,,16:9 HD,,,,,
Neko,"Stars,Alessandro Macri',Flaminia Cacciari,Armando Celia,,","Andrea Umberto Origlia,","Davide Natali,Andrea Umberto Origlia,Roberto Origlia,","Action,Adventure,Thriller,",,,"Italy,","Italian,",,,€60 (estimated),1h,Color,,,,,,,
Grimmwood,"Stars,Anna Broadway,Taylor Upchurch,Jordyn Tracy,,","Matt Kiser,","Blair Hoyle,Matt Kiser,","Comedy,Horror,Mystery,",,"October 31, 2018 (United States)","United States,","English,","Slash Gang Productions,",,,,Color,,1.85 : 1,,,,,
Baabul Ki Dua,"Sunil Saigal,Shlesha Shastry,Deeksha Welekar,","Aditya Singh,","Ameya Deshpande,Aryan Singh,","Comedy,",,"July 27, 2020 (India)","India,","Hindi,","Whistling Woods International,",,"₹10,000 (estimated)",,Color,,16 : 9,,,1,,
The Passion of Miss Augusta,"Stars,Jason Downs,Sharon Raab Downs,Davis Hall,,","Robert Clem,","Robert Clem,Augusta Evans Wilson,","Biography,History,Romance,",,,"United States,","English,",,,,58min,Color,,,,,,,
Daniel Rapido,"Stars,Fernando Caribio Jr.,Iwa Moto,Roi Vinzon,,","Dyzal M. Damun,",,"Action,",,"July 24, 2013 (Philippines)","Philippines,","Filipino,Rajasthani,","RQC Production,",,,1h 20min,Color,,,,,,,
Happy Ending,"Stars,Aishwarya Gorak,Svethlana,Manoj Krishna Tanneru,,","Jayashankarr,","Sandhya Amirichetty,Jayashankarr,","Romance,",,"August 9, 2015 (India)","India,","Telugu,","Aanya & Dhruv Productions,Golden Village Pictures,",,"₹1,000,000 (estimated)",,Color,,,8.1/10,18,,,
Salmon,"Ali Rahimi,","Afshin Akhlaghi,",,"Drama,",,,"Iran,","Persian,",,,,,Color,,,,,,,
Organ,"Jean Claude Chevalier,Cécile Lagarde,","Matthieu Pons,","Matthieu Pons,","Drama,",,"December 26, 2012 (France)","France,","French,","Gonella Productions,",,,,Color,,,,,,,
Butoh,"Stars,Katja Alemann,Marielouise Alemann,Narcisa Hirsch,,","Constanza Sanz Palacios,","Constanza Sanz Palacios,",,,April 2013 (Argentina),"Argentina,","Spanish,",,,,1h 1min,Color,,,,,,,
Bournemouth vs Manchester United,,,,,,"November 2, 2019 (United Kingdom)","United Kingdom,","English,",,,,1h 30min,Color,,,,,,,
Associazione Calcio Milan vs Tottenham Hotspur Football Club,,,,"Sport,",,"February 15, 2011 (Italy)","Italy,",,,,,1h 30min,Color,,,,,,,
Christmas Trees. Final,,,,,,"December 28, 2018 (Lithuania)","Lithuania,","English,",,"$128,760",,,Color,,,,,,,
Crime 2.0,,,,"Crime,",Approved,,"United States,","English,","Lifeforce Indy-Films Entertainment,",,,2h,Color,,,,,,,
Lucid Dreams,"Stars,Anne Marie Aksell,Kelly Balagurchik,Bill Bernhardt,,","Kelly Weaver,","Kelly Weaver,","Horror,",R,"April 26, 2014 (United States)","United States,","English,","Terminal 52 Films,",,"$10,000 (estimated)",1h 8min,Color,,,,,,,
Kristen Shadows,"Becky Fowler,","Jamirul Haque,",,,,2019 (United Kingdom),"United Kingdom,","English,","Calibra Films,",,,,Color,,,,,,,
Off the Nut Tree,"Xhuliano Ujka,Jordana Thigpen,Jc Flores,","Markel Goikoetxea,","Markel Goikoetxea,","Drama,",,"January 7, 2016 (United States)","United States,","English,","New York Film Academy at Universal Studios,",,,1h 30min,Color,,,,,,,
Aattakatha,"Stars,Kalasala Babu,Kalamandalam Geethanandan,Shivaji Guruvayoor,,","Kannan Perumudiyoor,","Kannan Perumudiyoor,Sathrughnan,","Drama,Romance,",,"May 24, 2013 (India)","India,","Malayalam,","Harisri Films International,",,,2h 15min,Color,,,,,,,
Space Race,,"Rajiv Chilaka,",,"Animation,",,,"India,","Hindi,","Green Gold Animation,",,,,Color,,,,,,,
Cops,"Stars,Anupama Bhandari,Ramraj Chhetri,Amit Giri,,","Samrat Sapkota,","Samrat Sapkota,","Drama,",,"March 22, 2019 (Nepal)","Nepal,","Nepali,","Aarya Movies,Sara Shree Movies,",,,,Color,,,,,,,
FA Cup Fifth Round Middlesbrough vs Oxford United,,,,"Sport,",,"February 18, 2017 (United Kingdom)","United Kingdom,","English,",,,,1h 36min,Color,,,,,,,
Savage,"Stars,Jacob Hodgson,John Karyus,Fattie King,,","Emir Skalonja,","Krystal Shenk,Emir Skalonja,","Thriller,",,"November 19, 2017 (United States)","United States,","English,","FoxTrot Productions,",,"$1,350 (estimated)",1h 20min,,,16:9 HD,5.3/10,57,3,4,
Midas Legacy,"Stars,Paul Schermerhorn,Tom Filsinger,Laura Carnes,,","Don Hill,","Don Hill,","Drama,",,,"United States,","English,","Schermerhorn Entertainment,Don Hill Studio,",,"$1,000 (estimated)",,Color,,2.39:1,,,,,
Yong sheng yang,"Stars,Maerjiang Bayituken,Abuduwayiti Aibibao,Nuerlan Alimujiang,,","Feng Gao,","Yeerkevi Huermanbieke,","Drama,",,August 2010 (Canada),"China,",,"Central Newsreel and Documentary Film Studio,",,,1h 36min,Color,,,,,,,
Move Me,"Stars,Colleen Alexander,Adam Cunningham,David Detweiler,,","Mark Williams,","Mark Williams,","Comedy,Family,",,,"United States,","English,",,,,1h 48min,Color,,,,,,,
Alice,"Sarah Louise Madden,Tomisin Adepeju,Joy-Amy Wigman,","Andy Wasyliw,","Writers,Andy Wasyliw,Andrew Black,Tomisin Adepeju,,","Comedy,Drama,Thriller,",,"December 19, 2016 (United Kingdom)","United Kingdom,","English,",,,$80 (estimated),1h 1min,Color,,2.35 : 1,,,,,
Noble,"Stars,Anie Hu,Jack Heath,Ryan Knight,,","Daniel Beaton,","Daniel Beaton,","Drama,",,,"United Kingdom,","English,",,,,1h 57min,Color,,2.35 : 1,,,,,
