title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Barkers: Mind the Cats!,,"Elena Galdobina,","Aleksandr Boyarskiy,Alexandra Shokha,","Animation,Adventure,Family,",,"December 24, 2020 (Russia)","Russia,","Russian,","CTB Film Company,Melnitsa Animation Studio,","$10,609",,1h 17min,Color,"Dolby Digital,",2.39 : 1,5.4/10,37,,,
It Came Upon a Midnight Clear,"Stars,Drew Pipkin,Jaeden Riley Juarez,Katerina Rakosky,,","Stephen Allen Gutierrez,","Stephen Allen Gutierrez,","Comedy,Horror,",,"December 18, 2020 (United States)","United States,","English,","Mutt Productions,",,,,Color,,2.35 : 1,7.0/10,6,,,
Santorini Blue,"Stars,Deirdre Lorenz,Matthew D. Panepinto,Richard Belzer,,","Matthew D. Panepinto,","Deirdre Lorenz,Matthew D. Panepinto,","Comedy,Drama,",Not Rated,"May 1, 2013 (United States)","United States,","English,","Thira Films,",,"$1,000,000 (estimated)",1h 30min,Color,,,3.9/10,158,3,1,
All the Birds Have Flown South,"Stars,Joey Lauren Adams,Paul Sparks,Dallas Roberts,,","Joshua H. Miller,Miles B. Miller,","Joshua H. Miller,Miles B. Miller,","Thriller,",,"June 10, 2016 (United States)","United States,","English,","Argenta Productions,broke down south,",,,1h 38min,Color,,,7.3/10,306,,,
Delirium,"Stars,Nathan Polzin,Jolene Kay,Taylor Pigeon,,","Jared Stanton,","Jared Stanton,Thor Wixom,","Horror,",,"March 26, 2016 (Philippines)","United States,","English,","Mardell Productions,",,,1h 21min,Color,,,2.9/10,269,11,4,
Nor'easter,"Stars,David Call,Richard Bekins,Liam Aiken,,","Andrew Brotzman,","Andrew Brotzman,","Drama,Thriller,",Not Rated,"October 6, 2012 (United States)","United States,","English,","Nor'easter Productions,",,"$20,000 (estimated)",1h 26min,Color,,2.35 : 1,5.4/10,242,3,9,
The Breakup Playlist,"Stars,Piolo Pascual,Sarah Geronimo,Rio Locsin,,","Dan Villegas,","Antoinette Jadaone,Kriz G. Gazmen,","Drama,Music,Romance,",,"July 1, 2015 (Philippines)","Philippines,","Filipino,English,","ABS-CBN Film Productions,Viva Films,","$3,255,057",,1h 57min,Color,,,6.5/10,293,4,1,
Fan gun ba! A Xin,"Stars,Eddie Peng,Yi-Chen Lee,Lawrence Ko,,","Yu-Hsien Lin,","Garance Li-Wen Wang,Kuo-Kuang Wang,","Drama,Sport,",,"August 12, 2011 (Taiwan)","Taiwan,","Mandarin,Min Nan,","One Attitude Film,","$3,658,542",,2h 6min,Color,"Dolby Digital,",2.35 : 1,7.1/10,945,4,9,
For the Love of Christmas,"Stars,Jazsmin Lewis,Trae Ireland,Brad James,,","Christopher Nolen,","Pernitha Tinsley,","Family,",,"December 25, 2016 (United States)","United States,","English,","Ireland Entertainment Productions,Ireland Entertainment Productions,Nferno Productions LLC,",,,,Color,,,8.0/10,69,1,,
The Clear,"Stars,Caitlin Blair Thistle,Timothy J. Anders,Jean Armstrong,,","J. Christian Lehrbach,","J. Christian Lehrbach,","Drama,",,,"United States,","English,","SEEntertainment,",,"$100,000 (estimated)",,Color,,2.35 : 1,8.0/10,17,,,
Stepmother's Purpose,,,,"Drama,",,"March 19, 2020 (South Korea)","South Korea,","Korean,",,,,1h 13min,Color,,,,,,,
¡He matado a mi marido!,"Stars,Maria Conchita Alonso,Fernanda Romero,Gaby Espino,,","Francisco Lupini,","Francisco Lupini,","Comedy,Crime,Romance,",,"March 1, 2019 (United States)","United States,","Spanish,","BoulderLight Pictures,Imperator Pictures,","$68,017",,1h 48min,Color,,,6.7/10,78,2,1,
O.P.160/18 Kakshi: Amminippilla,"Stars,Asif Ali,Ahamed Siddique,Fara Shibla,,","Dinjith Ayyathan,","Sanilesh Sivan,","Comedy,Drama,Family,",,"June 28, 2019 (India)","India,","Malayalam,","Zarah Films,",,,2h 15min,Color,,,6.6/10,435,5,,
Vele Hemels,"Stars,Sara de Roo,Brit Van Hoof,Nell Cattrysse,,","Jan Matthys,","Griet Op de Beeck,","Drama,",,"November 8, 2017 (Belgium)","Belgium,","Dutch,","Caviar Antwerp NV,Submarine,","$592,047",,1h 59min,Color,,,7.0/10,690,1,8,
Mystified,"Stars,Iza Calzado,Sunshine Dizon,Diana Zubiri,,","Mark A. Reyes,","Writers,Mark A. Reyes,Marijoy Valenzuela,Glaiza Ramirez,,","Adventure,Fantasy,",,"March 29, 2019 (Philippines)","Philippines,","Tagalog,Filipino,","Sanggre Productions,",,,1h 26min,Color,,,5.7/10,25,,,
Guilt by Design,"Stars,Nick Cheung,Hans Zhang,Eddie Cheung,,","Siu Kwan Lai,Wing Tai Lau,Pak-Lam Sze,","Siu Kwan Lai,Wing Tai Lau,Pak-Lam Sze,","Action,Crime,",IIA,"November 7, 2019 (Hong Kong)","Hong Kong,China,","Cantonese,Chinese,","Dahe Pictures Yangzhou,Perfect Village Entertainment,Media Asia Films,","$13,626,391",,1h 33min,Color,"Dolby Digital,",2.39 : 1,5.9/10,309,3,5,
Zombieworld 3,,"Rickey Bird,Lee Mathews,","Lee Mathews,","Horror,",,"March 10, 2020 (United States)","United States,","English,",,,,1h 21min,Color,,,2.7/10,30,,,
