title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Và Anh Sẽ Trở Lại,"Stars,Bùi Khánh Linh,Nguyen Thuy Linh,Nicolas Nguyen,,","Tuan Vu Dinh,","Tuan Vu Dinh,Nguyen Thi Nguyet Nga,","Drama,Romance,",,"November 1, 2013 (Vietnam)","Vietnam,","Vietnamese,","Saa Productions,",,,,Color,,,,,,,
Chuquiragua,"Stars,María Alche,Roberto Sempértegui,Stefano Bajak,,","Mateo Herrera,","Mateo Herrera,Antonella Frisone,","Drama,",,"October 12, 2016 (Poland)","Ecuador,","Spanish,","Taladro Films,",,,1h 27min,Black and White,,,6.0/10,9,,,
Finding GrassMan,"Stars,Tori Ahr,Cliff Cash,Jason Durham,,","J.E. Layne,","J.E. Layne,Jason Schierloh,","Horror,",,"March 19, 2018 (United States)","United States,","English,","Inner Demon Studios,",,"$1,000,000 (estimated)",1h,Color,,,,,,,
Liverpool vs Chelsea,"Chelsea F.C.,",,,"Sport,",,"May 11, 2016 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
3rd November,"Stars,Minakshi Bhagat,Pragya Chahar,Kabir Khan,,","Vasant Narkar,","Vasant Narkar,","Horror,",,2016 (India),"India,","Hindi,",,,,,Color,,,,,1,,
History Rediscovered: The Secret Life of Adolf Hitler,,"Walter D. Engels,","Walter D. Engels,","Drama,",,"September 4, 2012 (United States)","United States,","English,","Periscope Film,",,,52min,Black and White,,,,,,,
Liverpool Football Club vs Udinese Calcio,,,,"Sport,",,"October 4, 2012 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Happy Life of Yang Guang,"Stars,Yi Yang,Zhao Han,Yi Wei,,","Yi Yang,","Writers,Zhao Han,Yanliang Li,Qin Wang,,","Comedy,",,"March 3, 2013 (China)",,,,"$270,000",,1h 33min,,,,,,,,
The Woods,"Stars,Joe Edwards,Tom Upjohn,Antonio Campelli,,","Abram Hammer,","Writers,Eli Butters,Antonio Campelli,Marco Campelli,,","Thriller,",,November 2014 (United States),"United States,","English,",,,,45min,Color,"Stereo,",,5.8/10,6,,,
Om Alles,"Stars,Joke Boedels,Ulrica de la Mar,Peter Faber,,","Elske Rollema,Eldar Gross,","Elske Rollema,Patricia van Mierlo,","Drama,",,"November 4, 2018 (Netherlands)","Netherlands,","Dutch,","FeverFilm,",,"€9,000 (estimated)",45min,Black and White,,,,,,,
Square,,"Karolina Bregula,","Karolina Bregula,","Drama,",,"March 6, 2018 (Poland)","Taiwan,Poland,","Mandarin,Polish,Min Nan,","Fotoaura Institute of Photography,",,,1h 18min,Color,,,,,,,
Perfect Thoughts,"Stars,Andrea Finlayson,Jane Finlayson,Rachel Liberto,,","Doron Max Hagay,","Doron Max Hagay,Michael Newton,","Comedy,Drama,Romance,",,,"United States,","English,","I Really Trust Brad,",,,50min,Color,,,7.3/10,11,,,
