title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
The Unbearable Lightness of Not Being,"Nour Milla,","Diego Nava,","Diego Nava,","Drama,",,"January 28, 2016 (United States)","United States,","English,","New York Film Academy,",,"$5,000 (estimated)",,Color,,,,,,,
Nimidangal,"Stars,Bianca Desai,Atul Kulkarni,Shashank,,","Geetha Krishna,",,"Thriller,",,"January 4, 2013 (India)","India,","Tamil,","Blue Fox Cinema,",,"₹25,000,000 (estimated)",,,,,,,,,
Dante's Daemon,"Stars,Jason Hughes,Hywel Simons,Ri Richards,,","Wyndham Price,","David Pierz Hughes,Mark Jenkins,Wyndham Price,","Drama,",,"May 31, 2013 (United Kingdom)","United Kingdom,","English,","Spinning Head Films,",,"£800,000 (estimated)",1h 20min,Color,"Dolby Digital,",2.35 : 1,7.7/10,10,,,
The Teacher + Margherita,,"Giovanni Petrizzo,","Giovanni Petrizzo,","Comedy,",,"January 11, 2020 (United Kingdom)","Italy,",,,,,1h 25min,Color,,,,,,,
Mire,"Stars,Austin Fitzhugh,Sommer Mitchell,Marji Peters,,","Timothy James Kay,","Timothy James Kay,Amanda Morad,Brett Tubbs,","Drama,Family,",PG-13,"December 17, 2017 (United States)","United States,","English,",,,,1h 30min,Color,,,5.9/10,13,2,,
A Way Out,"Stars,Chelsea Rauss,Nicholas Holland,Colin Wilson,,","Nicholas Holland,","Nicholas Holland,","Action,Horror,Sci-Fi,",,"December 2, 2011 (United States)","United States,","English,",,,$800 (estimated),1h 11min,,,,4.8/10,11,,,
Minotauro,"Stars,Elizabeth Tinoco,Teresa Sánchez,Citlali Domínguez,,","Nicolás Pereda,","Nicolás Pereda,","Drama,",Not Rated,"September 12, 2015 (Canada)","Mexico,Canada,","Spanish,","Interior13 Cine,Simon Fraser University,",,,53min,,,,5.3/10,70,2,,
We Bought a Haunted House,"Stars,Brittany Jane Arroyo,Patrick Campion,Benjamin C. Clark,,","Migdalia Etheridge,Ray Etheridge,","Ray Etheridge,","Mystery,",,"January 2, 2018 (United States)","United States,","English,","Golden West Films,",,"$2,500 (estimated)",45min,Color,"Mono,",4:3,3.1/10,14,1,,
Dokhtar Amoo Va Pesar Amoo,"Stars,Majid Salehi,Niousha Zeighami,Maryam Amirjallali,,","Roohangiz Shams,","Ghorban Mohammadpour,","Comedy,Romance,",,"December 27, 2017 (Iran)","Iran,","Persian,",,,,1h 26min,Color,"Dolby Digital,",1.85 : 1,3.3/10,88,5,,
Seeda,,"Ekkachai Srivichai,",,"Drama,",,"December 10, 2020 (Thailand)","Thailand,","Thai,",,,,1h 30min,Color,,,,,,,
Mungla,"Lokesh Gupte,Suhas Palshikar,Ganesh Yadav,","Vijay Devkar,",,"Drama,",,"October 2, 2015 (India)","India,","Marathi,","Sai Mohan Entertainment,",,,2h,Color,,,,,,,
Round Trip,"Ammar Haj Ahmad,Alexandra Kahwagi,","Meyar Roumi,","Meyar Roumi,","Drama,",,"December 11, 2012 (United Arab Emirates)","Syria,United Arab Emirates,Germany,France,Egypt,","Arabic,","Belle Epoque Films,Bizibi,Karavan Film,",,,1h 13min,Color,,,6.8/10,23,1,1,
Magizhvan,"Stars,Kamaal Lenin,Prem Sankar,Ramanujam Tvv,,","Mani Shankar Iyer,",,"Romance,",,"July 26, 2015 (India)","India,","Tamil,",,,,57min,Color,,,8.2/10,5,,,
