title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Nage Bomb,"Anitha Bhat,Ravishankar Gowda,V. Ananda Priya,","Nagendra Urs,","V. Ananda Priya,","Drama,",,"January 10, 2014 (India)","India,","Kannada,","Sai Leela Media Dreams,",,,2h 5min,Color,,,,,,,
To the Last Man,"Ronald Koontz,","Ronald Koontz,","Ronald Koontz,","Western,",,"November 9, 2011 (United States)","United States,","English,",,,"$1,000 (estimated)",,,,,,,,,
Playing New York,"Warren Smith,","Charles Martin,",,"Musical,",,,"United States,","English,",,,,1h 16min,Color,,,,,,,
Banna Bannada Loka,"Stars,Sinchana Gowda,Arpana Prabhu,Ram Prasad,,","Ram Prasad,","Ram Prasad,","Drama,",,"July 22, 2011 (India)","India,","Kannada,",,,,,Color,,,,,,,
Dark Fables,,,"Paul E. Noack,Nicholas Siapkaris,Jack Sojka,","Horror,",,,"United States,",,"Keen Screen Pictures,",,,,Color,,,,,,,
Ossowieccy,"Stars,Maria Tirak,Bozena Ryzka,Mateusz Motyka,,",,"Mateusz Motyka,","Comedy,Horror,Mystery,",,"October 25, 2012 (Poland)","Poland,","Polish,English,",,,PLN 550 (estimated),,Color,,,,,,,
Spam,"Stars,David Katsarava,Irakli Sanaia,Sophia Mayer,,","Ramaz Chachanidze,","Dato Abuladze,Eka Chkadua,","Horror,",,"May 5, 2010 (Georgia)","Georgia,","Georgian,","Tbilifilm,",,,1h 30min,Color,"Dolby,",,5.3/10,9,,,
Mystico Fantástico!,"Stars,Beatriz Yuste,Theresa Sokyrka,Jimi Shlag,,","Anita Doron,","Anita Doron,","Comedy,Fantasy,",,"March 3, 2011 (United States)","Mexico,Canada,","Spanish,English,",,,,1h 27min,Color,,,,,1,,
Maa,"Deepthi M. Bharathi,Deepak,","Fathima Beevi,",,"Drama,",,"May 14, 2010 (India)","India,","Tamil,",,,,,Color,,,,,,,
Harila and 4 Punkers,"Stars,Vratislav Brabenec,Kveta Fialová,Andrej Krob,,","Pavel Göbl,",,"Comedy,",,"September 11, 2011 (Czech Republic)","Czech Republic,","Czech,",,,,1h 3min,Color,"Super Space Sound,",,,,,,
Promachan Sao-Phansayong,,,,,,"November 15, 2015 (Thailand)",,,,"$59,774",,,,,,,,,,
Under the Bridge,"Jacinta John,Ramona Von Pusch,Christy Sullivan,","Martyn Park,","Martyn Park,","Drama,",,"June 7, 2015 (Australia)","Australia,","English,","A Lonedog Production,Interlude Pictures,",,,,Black and White,"Dolby Digital,",16:9 HD,8.2/10,10,,,
Shaken Daddy Syndrome,"Stars,Scotty Bob Cox,Tyler Thornton,Robert Davidson,,","Kevin Park,","Josh Martin,Kevin Park,","Comedy,",Not Rated,"May 22, 2010 (United States)","United States,","English,","Third Hill Productions,Venture Drive Productions,",,"$30,000 (estimated)",1h 20min,Color,"Dolby Digital,Stereo,",,,,1,,
Rekrut,"Stars,Archi Adamos,Acey Aguilar,Rich Asuncion,,","Danny Añonuevo,","Danny Añonuevo,Jerry Gracio,","Drama,",,"July 10, 2010 (Philippines)","Philippines,","Filipino,Tagalog,","Cinemalaya Foundation,EditCube Digital,",,,,Color,,,,,,,
The Globe as a Graph,,"Marcus Cotten,","Marcus Cotten,","Music,",,,"United States,","English,",,,,1h 46min,Color,,,,,,,
The Life and Death of Steriogram,"Stars,Tyson Kennedy,Timothy Youngson,Brad Carter,,","Phil Price,","Phil Price,","Comedy,",,"June 20, 2011 (United States)","Canada,","English,","Philms Pictures,",,"CA$150,000 (estimated)",1h 33min,,"Dolby SR,",1.85 : 1,,,,,
