title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Zk3,"Stars,June Bunday,Judith Holding,Sam Khaleq,,","Michael J. Murphy,","Michael J. Murphy,","Horror,",,"January 20, 2013 (United Kingdom)","United Kingdom,","English,","Murlyn Films International,",,"£2,000 (estimated)",1h 15min,Color,,,4.0/10,11,,,
Rocket Rain,"Stars,Narpati Arwangga,Rain Chudori,Maya Norman,,","Anggun Priambodo,","Tumpal Tampubolon,","Drama,",,December 2013 (Indonesia),"Indonesia,","Indonesian,",,,,1h 39min,Color,,,6.2/10,21,,,
"Naken, Sårbar & Skitsur","Stars,Louise Wibergh,Sofia Ekholm,Jonas Santi Einarsson,,","Magnus G. Bergström,Josephine Bengtsberg,","Magnus G. Bergström,","Drama,Romance,",,"August 25, 2017 (Sweden)","Sweden,","Swedish,","Bergagårdens Film & Teater,MGB Teaterverkstaden,PhineMang Productions,",,"SEK 54,000 (estimated)",1h 10min,Color,,,6.4/10,36,,,
Sonho de Verão,"Stars,Carlos Geria,Hugo Bernardes,Catarina Fajardo,,","Paulo César Fajardo,","Writers,Raquel Caldevilha,João 'Oak' Carvalho,Paulo César Fajardo,,","Drama,Fantasy,",,"April 29, 2011 (United States)","Portugal,","Portuguese,","IRCom - Comunicação e Multimédia,",,,1h 16min,Color,"Stereo,",,7.7/10,31,,,
Larmes de sang,"Stars,Davo Sebastien,Chokkie Lydie,Akambi Akala,,","Laitan Faranpojo,Mark Koumagnon,","Elizabeth Koumagnon,","Horror,",,2011 (Benin),"Benin,","French,","Hack Africa Production,",,,1h 22min,Color,,,,,,,
Warten auf Gott,,,,"Drama,Horror,",,October 2020 (Germany),"Switzerland,","English,",,,"CHF 10,000 (estimated)",,Color,,,,,,,
9.13 Hui jia,"Stars,Jin Jin Tan,Remon Lim,Steve Yap,,","David Thian,","Chaing-Ming Lai,","Horror,",,"September 21, 2017 (Malaysia)","Malaysia,","Mandarin,Cantonese,Hokkien,",,,"MYR 1,400,000 (estimated)",1h 44min,Color,,,4.8/10,5,1,,
Innocent?,"Stars,Duncan King,Matt Kwiatkowski,Kristy Kwiatkowski,,","Matt Kwiatkowski,","Duncan King,Matt Kwiatkowski,Kristy Kwiatkowski,","Crime,Drama,",,"October 17, 2016 (United States)","United States,","English,","Defective Dream Entertainment,",,"$10,000 (estimated)",2h 2min,Color,,,,,,,
A Venetian Dream,"Stars,Anne Leigh Cooper,Giovanni James Bertoia,Francesco Roder,,","Cathy Beasley,","Cathy Beasley,","Drama,",,September 2015 (United States),,"English,",,,"$5,000 (estimated)",,Color,,,,,,,
An Angry Heart,"Bryan Hughes,Qiong Wu,","Qiong Wu,","Wu Qiong,","Action,",,2020 (China),"China,","Chinese,",,,"CN¥500,000 (estimated)",,Color,,,,,,,
Audition for a Vampire,"Stars,Cameron Anderson,Jemma Birkett,Verity Campbell,,","Peter Ferris,","Peter Ferris,Fiona Johnson,","Horror,",,,"United Kingdom,France,","English,","Ferris Entertainment,",,,45min,Color,,,,,,,
Geçmis,"Stars,Yeliz Akkaya,Lila Gürmen,Gözde Kansu,,","Çagdas Çagri,","Çagdas Çagri,","Drama,",,"July 14, 2017 (Turkey)","Turkey,","Turkish,","And Film,",$623,,1h 41min,Color,,,5.0/10,53,,,
The Making of 'Pusher',"Stars,Zlatko Buric,Richard Coyle,Agyness Deyn,,","Luis Prieto,","Matthew Read,","Action,",,"February 11, 2013 (United Kingdom)","United Kingdom,","English,","Vertigo Films,",,,1h 29min,Color,,,6.4/10,14,,,
Veerathevan,"Kaushik,Meenalotchani,","Veeran Selvarasu,",,"Action,Drama,",,"January 19, 2018 (India)","India,","Tamil,","GS Movies,",,,1h 56min,Color,,,,,1,,
Operation Hermes,"Aurélie Miermont,","Saad Salman,","Saad Salman,","Comedy,News,",,,"France,","French,",,,,1h 33min,Color,,,,,,,
Zenkai no uta,"Stars,Kazuyuki Asano,Yûya Endô,Gamon Kaai,,",,"Yûji Nakamae,Kôki Yamamoto,","Drama,",,"October 3, 2015 (Japan)","Japan,","Japanese,","MGC Co.,",,,1h 40min,Color,,,,,,,
OMC: The Movie,"Stars,Alan,Alan,Brian,,","Liam O'Connor,",,"Action,",,"August 19, 2017 (United States)","United States,","English,","GMC,",,"$80,000,000 (estimated)",1h 1min,Color,,1.33 : 1,,,,,
Attractive Illusion,"Stars,Tmc,J. Linus,M. Ohilebo,,","Petros Sevastikoglou,","Writers,Kenny Abdeleke,Kelechwuku Chukwuejim,Sunny Ohilebo,,","Drama,",,"February 26, 2012 (Greece)","Greece,Nigeria,","English,","Fantasia Optikoakoustiki Productions,Edo State,Greek Film Center,",,,1h 20min,Color,,,4.2/10,13,4,,
Settaikkaranga,"Divya,Naren,","M. Muthu Manickam,",,,,"March 22, 2019 (India)","India,","Tamil,",,,,,Color,,,,,,,
Viaje de ida,"Maria Alexandrovna,Enrique Cano,Erika Vega,","Celia Yáñez-Barnuevo,","Marta Hernández,","Drama,",,"September 24, 2020 (Spain)","Spain,","Spanish,","Las Palomitas Producciones,",,,4min,Color,,,,,,,
Le Tour: My Last 49 Days,,,,,,"February 1, 2017 (South Korea)","South Korea,","English,",,"$166,564",,,Color,,,,,,,
El espacio entre las cosas,"Fernando Escribens,Natalia Peña,Ricardo Sandi,","Raul del Busto,","Raul del Busto,","Drama,Fantasy,",,"September 19, 2013 (Peru)","Peru,","Spanish,","Intro Films,","$8,463",,1h 35min,Color,,,7.0/10,15,2,,
Virtual Trek Wildlife Park,"Adrienne Wilkinson,Diane Matson,","Julie Ruffell,",,"Family,",,"December 5, 2011 (Canada)","Canada,","None,",,,,1h 37min,,,,8.8/10,7,,,
Random Unrelated Projects,"Stars,April Evans,Jared Wayne Gladly,Adam Heller,,","Aaron Mark,","Aaron Mark,","Comedy,Drama,",,,"United States,","English,",,,"$9,000 (estimated)",1h 31min,Black and White,,,,,,,
Ragile kasi,"Stars,Bala,Manoj K. Jayan,Shweta Menon,,","Anil K. Nair,",,"Drama,",,2011 (India),"India,","Telugu,",,,,1h 40min,Color,,,,,,,
Playback,"Stars,Tomomitsu Adachi,Akiko An,Junpei Hashino,,","Shô Miyake,","Shô Miyake,","Drama,",,"November 10, 2012 (Japan)","Japan,","Japanese,","Decade,Pigdom,",,,1h 53min,Black and White,,,4.2/10,42,2,,
"Andrea Motis, la trompeta silenciosa","Joan Chamorro,Andrea Motis,","Ramon Tort,","Ramon Tort,","Music,",,"November 3, 2018 (Spain)","Spain,","Catalan,","A Film About Quiet Jazz,Institut Català de les Empreses Culturals (ICEC),Setmàgic Audiovisual,",,,1h 21min,Color,"Stereo,",,7.3/10,31,,,
Good Times Never Come,"Stars,Matt D. Lord,Jo Ellen Parry,Linda Mesi,,","Keith Lukowski,","Rhonda Parker,Larry Saunders,","Drama,Family,Music,",,"May 21, 2017 (United States)","United States,","English,","Macrocosm Productions,LS PRO,",,"$75,000 (estimated)",1h 34min,Color,,,6.2/10,11,1,,
Como Me Apaixonei por Eva Ras,"Stars,Nur Coric,Dragan Kostic,Sena Mujanovic,,","André Gil Mata,","André Gil Mata,","Drama,",,"October 20, 2016 (Brazil)","Portugal,Bosnia and Herzegovina,","Bosnian,","C.R.I.M.,",,,1h 14min,Color,,,5.2/10,13,1,,
Uranga Puli,"Naveen Kumar,Navin,","M.S. Raj,",,"Drama,",,"February 8, 2019 (India)","India,","Tamil,","CJ Pictures,",,,,Color,,,,,,,
He Who Finds a Wife 2: Thou Shall Not Covet,"Stars,Anika C. McFall,Marston Fobbs,Keith Burke,,","Danielle L. Ross,","Anika C. McFall,Danielle L. Ross,","Drama,",,"May 10, 2011 (United States)","United States,","English,","Southern Peach Entertainment,Black Christian Movies.com,ACM Media,",,,,Color,,,5.0/10,16,,,
Staged Fighter,"Stars,Jovan Brown,David Dotterer,Evans Formica,,","Chester Indiviglio Indiviglio,","Chester Indiviglio Indiviglio,","Family,",,"June 3, 2019 (United States)","United States,","English,","Chester Films Inc.,",,"$20,000 (estimated)",1h 47min,Color,,,,,,,
Dil Aur Deewar,"Deepak Bhatiya,Rani Chatterjee,Suraj Singh,","Ajay Singh,",,"Drama,",,"May 8, 2015 (India)","India,","Bhojpuri,",,,,2h 19min,Color,,,,,,,
The Salience Project,"Stars,Tony Tanelli Oliver,Dylan Kussman,Claudia Coloma,,","Stephen McClain,","Steven Marc Roy,Stephen McClain,Tony Tanelli Oliver,","Sci-Fi,",,"September 25, 2014 (United States)",,,"A Twister Productions,Hitchhiker Entertainment,KayShock Productions,",,,,Color,,,,,,,
Grind,"Stars,Daniel Goodwin,Tahlia Jade Holt,Sasha Dulics,,","Aj Silva,","Daniel Goodwin,Aj Silva,","Drama,",,"October 3, 2018 (Australia)","United States,Australia,","English,",,,"A$2,000 (estimated)",,Color,,,,,,,
Olave Vismaya,"Stars,Dharma,Mahalakshmi,Anant Nag,,","T.N. Nagesh,",,"Drama,",,"July 9, 2010 (India)","India,","Kannada,",,,,,Color,,,,,,,
Paranormal Psychic Noroi,,,,"Horror,",,2011 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
Rook,"Stars,David Joseph Martinez,John Gabriel Rodriquez,Scott Yarnell,,","Jeremy Enis,","Duane P. Craig,","Crime,Thriller,",,2012 (United States),"United States,","English,","Castor Creek Productions,",,"$100,000 (estimated)",,Color,,,8.0/10,19,,,
Chikyû bôei Girls P9,"Stars,Aika,Bin Furuya,Satoshi Furuya,,","Minoru Kawasaki,","Minoru Kawasaki,Takao Nakano,","Comedy,Sci-Fi,",,"November 26, 2011 (Japan)","Japan,","Japanese,","Imagica TV,River Top,Sony Digital Entertainment Services,",,,,Color,,,,,,,
Nani,"Stars,Shweta Menon,Nirmala Sreenivasan,Master Thejus,,","Samvid Anand,","Samvid Anand,Prameela Nandakumar,","Drama,",,,"India,","Malayalam,","NiV Arts Movies,",,"₹4,500,000 (estimated)",1h 17min,Color,,,,,,,
Hiwaga: Ang paglalakbay sa liwanag ng buhay,"Stars,John McEarl,Jiane Abalos,Anne Catherine Cubelo,,","Sir Rca,",,"Drama,",,"March 29, 2017 (Philippines)","Philippines,","Filipino,Tagalog,",,,,1h 50min,Color,,,,,,,
Unsaid,"Stars,Krishangi Ghai,Srijan Chakrabarty,Rohan Basu,,","Arnab Chatterjee,","Arnab Chatterjee,","Drama,",,,"India,","English,",,,,1h 11min,Color,,2.35 : 1,,,,,
Simply Us,"Stars,Lila Hart,Brian Larios,Steve Lee,,","Cire Hensman,","Writers,Cire Hensman,Steve Lee,Matt Musgrove,,","Sci-Fi,",,"May 9, 2019 (United States)","United States,","English,","Fifth String Studios,Lennexe Films,",,,,Color,,16:9 HD,,,,,
Donkey Magistrate the Sandal Princess,,,,,,"January 20, 2017 (China)","China,","English,",,"$26,438",,,Color,,,,,,,
Kum 20 Nung In,"Stars,Shobi Biaklun,Liani Daisy,Dalsianmung,,","Khamlalmuan,Nemy Tombing,","Khamlalmuan,Nemy Tombing,","Drama,",,"January 9, 2020 (India)","India,","Mizo,","Piingpei Pictures,",,,50min,Color,,,,,,,
Escisión,"Oscar Ganem,Karen Martí,","Gerardo Mora Vera,","Gerardo Mora Vera,","Horror,",,2013 (United States),"Mexico,",,,,,,,,,,,,,
