title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Crooked & Narrow,"Stars,Brian Anthony Wilson,Nakia Dillard,Christopher J. Domig,,","Neal Dhand,","Neal Dhand,Andrew T. Watts,","Crime,Drama,Thriller,",,June 2016 (United States),"United States,","English,","C47 Film Associates,Discreet Charm Productions,",,,1h 30min,Color,,,3.6/10,97,1,1,
Bring Me the Head of Trapper Flint,"Stars,Jesse Vint,Nick Annunziata,Glen Baggerly,,","Isaac Medeiros,","Isaac Medeiros,","Western,",,2017 (United States),"United States,","English,",,,,1h 30min,Black and White,,,,,,,
Vive la crise,"Stars,Jean-Claude Dreyfus,Jean-Marie Bigard,Lola Marois-Bigard,,","Jean-François Davy,","Jean-François Davy,","Comedy,",,"May 10, 2017 (France)","France,","French,","Les Films Montaigne,","$62,742",,1h 32min,Color,,2.39 : 1,3.7/10,49,,,
Grace's Room,"Stars,Rachel Alig,Amber Herfurth,Sean Walsh,,","Tyler Amm,","Tyler Amm,Virginia Campbell,","Fantasy,Horror,",Not Rated,"May 8, 2018 (United States)","United States,","English,","Hometown Hero Productions,",,,1h 36min,Color,,16:9 HD,6.1/10,67,3,,
Neko atsume no ie,"Stars,Atsushi Itô,Tae Kimura,Shioli Kutsuna,,","Masatoshi Kurakata,",,"Family,",,"April 8, 2017 (Japan)","Japan,","Japanese,","Mediand,",,,1h 32min,Color,,,5.5/10,154,3,6,
Chu lian hong dou bing,"Stars,Ah-Niu,Angelica Lee,Gary Chaw,,","Ah-Niu,","Ah-Niu,","Drama,Romance,",,"April 15, 2010 (Malaysia)","Malaysia,","Mandarin,","Asia Tropical Films,","$1,344,496",,1h 43min,Color,,,6.9/10,192,3,,
Osaka Girl,"Stars,Hana Tsubouchi,Kaizô Hayashi,Rikiya Kaidô,,","Takahiro Ishihara,","Takahiro Ishihara,","Drama,",,"March 21, 2020 (Japan)","Japan,","Japanese,","Ishihara Movie Factory,",,,,Color,,,,,,,
Norberto apenas tarde,"Stars,César Troncoso,Fernando Amaral,Roberto Suárez,,","Daniel Hendler,","Daniel Hendler,","Comedy,",,"January 5, 2012 (Argentina)","Uruguay,Argentina,","Spanish,","Aeroplano Cine,BD Cine,Cordón Films,","$39,179",,1h 25min,Color,,,6.4/10,154,1,2,
Starting Over,"Stars,Mika Akizuki,Nina Endô,Junki Tozuka,,","Takashi Nishihara,","Takashi Nishihara,","Drama,",,"October 26, 2014 (Japan)","Japan,","Japanese,",,,,1h 34min,Color,,,6.0/10,27,1,,
Angel Girl,"Stars,Kirsten Potter,Luna Rival,Eugene Thomas Erlikh,,",,,"Drama,",,,"United States,","English,","Angel Girl Films,",,"$20,000 (estimated)",,,,16:9 HD,,,,,
