title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Avenge Me,"Stars,Tony Devon,Lung Ti,Colleen Chan,,","Miko Sata,","Miko Sata,","Action,Sci-Fi,Thriller,",,2018 (United States),"United States,","English,","Avenge Me Productions,",,"$2,500,000 (estimated)",,Color,,,,,,,
Kaptajn Bimse,"Stars,Nanna Marqvorsen,Jesper Asholt,Peter Frödin,,","Thomas Borch Nielsen,Kirsten Skytte,","Thomas Borch Nielsen,Bjarne Reuter,Kirsten Skytte,","Adventure,Family,",,"June 27, 2019 (Denmark)","Denmark,","Danish,","41 Shadows,Nice Ninja,Det Danske Filminstitut,",,"DKK 13,100,000 (estimated)",1h 15min,Color,,1.85 : 1,4.8/10,22,,,
Para Aqueles Que Não Verão Esse Filme,,"José Fernando Azevedo,",,"Drama,",,2020 (Brazil),"Brazil,","Portuguese,",,,,,Black and White,,,,,,,
Zooverse,"Stars,Jonathon Carley,Simon Hill,Kelsey Painter,,","James Snider,","BC Fourteen,","Animation,",,"September 9, 2019 (United States)","United States,","English,",,,,1h 12min,Color,,,2.8/10,8,1,,
The Tianchi Monster,"Ding Zhuanhui,","Dongxian Zhu,","Dongxian Zhu,","Animation,Adventure,",,"July 19, 2019 (China)","China,","Mandarin,",,"$8,958",,1h 24min,Color,,,,,,,
Birmingemskiy ornament,"Stars,Kovalskiy Arseniy,Cóten Bustillo,Andy Fukutome,,","Yury Leiderman,Andrey Silvestrov,",,"Comedy,",,"September 2, 2011 (Russia)",,"Russian,","Cine Fantom,",,,,Color,,,8.1/10,14,,,
As mortes,"Stars,Xoana Baz,Miguel Borines,Olga Cameselle,,","Cristóbal Arteaga,","Cristóbal Arteaga,","Thriller,",,"May 1, 2020 (Spain)","Spain,Chile,","Galician,",,,,1h 14min,Black and White,,,6.1/10,13,,,
Torna sempre il mattino,"Sharon Alexander,Mauro Racanati,","Aurelio Grimaldi,","Aurelio Grimaldi,Luca Mariani,","Romance,",,,"Italy,","Italian,","Cine 1 Italia,",,,,Color,,,,,,,
El azul,"Stars,Fabián López,Oscar Lopez,Max Hernandez Jr.,,","Óscar González,",,"Action,",,2016 (Mexico),"Mexico,","Spanish,","Frontera Films S.A.,Producciones Gaer,",,,1h 32min,Color,,,,,,,
Sinfonía para Ana,"Stars,Isadora Ardito,Ricky Arraga,Sergio Boris,,","Ernesto Ardito,Virna Molina,","Ernesto Ardito,Gaby Meik,Virna Molina,","Drama,",,"October 19, 2017 (Argentina)","Argentina,","Spanish,",,"$60,179",,1h 59min,Color,,,6.8/10,138,1,8,
