title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Uso wo aisuru onna,"Stars,Masami Nagasawa,Issey Takahashi,Daigo,,","Kazuhito Nakae,","Kazuhito Nakae,Nozomi Kondo,","Drama,Mystery,Romance,",IIA,"May 24, 2018 (Hong Kong)","Japan,","Japanese,","Asahi Shimbun,Culture Entertainment,East Japan Marketing & Communications Inc.,","$5,657,262",,1h 57min,Color,,1.85 : 1,6.7/10,856,5,1,
Isaac,"Stars,Iván Sánchez,Pepe Ocio,Albert Pérez,,","Ángeles Hernández,David Matamoros,","Antonio Hernández Centeno,Ángeles Hernández,David Matamoros,","Comedy,Drama,Romance,",,"August 22, 2020 (Spain)","Spain,","Spanish,","Doce Entertainment,Institut Català de les Empreses Culturals (ICEC),Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),",,,1h 24min,Color,,,5.9/10,42,1,,
Heels,"Stars,Ryan Bottiglieri,Britt George,Stacey Scowley,,","Ryan Bottiglieri,","Ryan Bottiglieri,","Comedy,",,"July 20, 2018 (United States)","United States,","English,","Just In Time Films,Ten West Productions,Ford Austin Company,",,,1h 29min,Color,,,6.4/10,67,6,,
The Old Man and the Pond,"Stars,Tobin Bell,Jason Mac,Rebeca Robles,,","Jason Mac,","Jason Mac,","Drama,",,2021 (United States),"United States,","English,","Pondhouse Productions,Forever Safe Productions,",,,1h 30min,Color,,,6.9/10,801,4,8,
Bad Class,,,,"Drama,",,"September 16, 2015 (South Korea)","South Korea,","Korean,",,,,,Color,,,6.1/10,9,,,
Hallowed Ground,"Stars,Miles Doleac,Lindsay Anne Williams,Sherri Eakin,,","Miles Doleac,","Miles Doleac,","Drama,Horror,Mystery,",,"June 7, 2019 (United States)","United States,",,"Historia Films,",,,1h 57min,,,,4.0/10,1.3K,20,21,
L'amour des hommes,"Stars,Hafsia Herzi,Raouf Ben Amor,Haythem Achour,,","Mehdi Ben Attia,","Mehdi Ben Attia,Martin Drouot,","Drama,Romance,",,"February 28, 2018 (France)","Tunisia,France,","French,Arabic,","4 à 4 Productions,Cinétéléfilms,Centre national du cinéma et de l'image animée (CNC),",,,1h 45min,Color,,1.85 : 1,4.1/10,200,1,1,
I Hate New Year's,"Stars,Dia Frampton,Ashley Argota,Candis Cayne,,","Christin Baker,","Writers,Ashley Arnold,Christin Baker,Danielle Jablonski,,","Comedy,Romance,",Not Rated,"December 4, 2020 (United States)","United States,","English,","Tello Films,",,,1h 18min,Color,,,4.8/10,179,3,16,
Eiga: minna! Esupâ da yo!,"Stars,Mika Akizuki,Tokio Emoto,Motoki Fukami,,","Sion Sono,","Kiminori Wakasugi,Sion Sono,","Comedy,Drama,Mystery,Sci-Fi,",IIB,"November 26, 2015 (Hong Kong)","Japan,","Japanese,English,","TV Tokyo,","$29,117",,1h 54min,Color,,,5.3/10,896,5,20,
Svartur á leik,"Stars,Thor Kristjansson,Jóhannes Haukur Jóhannesson,Damon Younger,,","Óskar Thór Axelsson,","Óskar Thór Axelsson,Stefán Máni,","Crime,Thriller,","Rated R for strong sexuality, some graphic nudity, brutal violence including a sexual assault, disturbing behavior, pervasive drug content and language","March 2, 2012 (Iceland)","Iceland,","Icelandic,","Filmus Productions,Zik Zak Filmworks,Zik Zak Kvikmyndir,","$686,545",,1h 44min,Color,"Dolby Digital,",2.35 : 1,6.7/10,4.2K,11,27,
Lost Heart,"Stars,Melissa Anschutz,Don Most,Victoria Jackson,,","Jesse Low,","DJ Perry,","Comedy,Drama,Mystery,",TV-14,"October 17, 2020 (United States)","United States,",,"Collective Development,",,,1h 38min,,,,4.7/10,345,37,5,
Wo zhi nv ren xin,"Stars,Andy Lau,Gong Li,Li Yuan,,","Daming Chen,","Writers,Josh Goldsmith,Cathy Yuspa,Diane Drake,,","Comedy,Romance,Sci-Fi,",Not Rated,"February 17, 2011 (Hong Kong)","China,","Mandarin,English,","Beijing Poly-bona Film Publishing Company,Bona Entertainment,CJ Entertainment,","$11,838,177","$5,000,000 (estimated)",1h 56min,Color,"Dolby Digital,",2.35 : 1,5.5/10,1.3K,6,18,
Locating Silver Lake,"Stars,Josh Peck,Finn Wittrock,Aubrey Peeples,,","Eric Bilitch,","Eric Bilitch,","Drama,",,"April 28, 2018 (United States)","United States,","English,","Cohesive Entertainment Group (CEG),Coronet Films (II),",,,1h 50min,Color,,1.85 : 1,5.5/10,307,16,4,
To Nowhere,"Stars,Lily Lesser,Josefine Glæsel,Orlando Seale,,","Sian Astor-Lewis,","Sian Astor-Lewis,","Drama,",,"December 7, 2020 (France)","United Kingdom,","English,","Grapevine Films,",,,1h 37min,Color,,,8.4/10,13,5,,
Christmas Harmony,"Stars,Kelley Jakle,Adam Mayfield,Peter Porte,,","Nanea Miyata,","Nanea Miyata,","Comedy,Drama,Music,Romance,",TV-PG,"November 24, 2018 (United States)","United States,","English,","June Street Studios,",,,1h 25min,Color,"Stereo,",16:9 HD,6.3/10,615,22,2,
