title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Là-bas - Educazione criminale,"Stars,Kader Alassane,Moussa Mone,Esther Elisha,,","Guido Lombardi,","Guido Lombardi,","Crime,Drama,",,"March 9, 2012 (Italy)","Italy,","French,English,Italian,Neapolitan,","Eskimo,FiglidelBronx,Minerva Pictures,","$35,251",,1h 38min,Color,,2.35 : 1,6.7/10,161,6,,
Wik,"Stars,JeanPhil Arrieta,Pedro Pablo Corpancho,Piera Del Campo,,","Rodrigo Moreno del Valle,","Illary Alencastre Pinilla,Rodrigo Moreno del Valle,","Drama,Thriller,",,"April 20, 2016 (Peru)","Peru,","Spanish,","Arrebato Cine,",$113,,1h 20min,Color,"Stereo,",2.35 : 1,6.2/10,25,2,,
Lan to fu dau lan to chai,"Stars,Chapman To,Fiona Sit,Kar-Ying Law,,","Jing Wong,","Jing Wong,","Comedy,",,"February 16, 2012 (Hong Kong)","Hong Kong,","Cantonese,Mandarin,","Jing's Production,","$1,633,794",,1h 40min,Color,"Dolby Digital,",2.35 : 1,5.1/10,260,1,1,
"1999, Myeonhee","Stars,Hee-seop Sim,Jae-hong Ahn,Chang-hwan Kim,,","Tae-gon Kim,","Jeon Go-Woon,Tae-gon Kim,","Drama,",,"February 21, 2013 (South Korea)","South Korea,","Korean,","Gwanghwamoon Cinema,",,,1h 23min,Color,,,6.5/10,43,1,1,
Yesterday,"Stars,Cael Adcock,Donice Cully,Mykie Fisher,,","Willie Robbins,","Willie Robbins,","Drama,",PG-13,"October 6, 2018 (United States)","United States,","English,","353 Media Group,Strong Will Entertainment,",,,,Color,,16:9 HD,5.4/10,9,2,,
King George VI: The Man Behind the King's Speech,"Colin Firth,Tom Hooper,Mark Logue,",,,"Biography,History,",,July 2011 (United States),"United Kingdom,","English,","A2B Media,ITN Productions,","$10,194",,1h 4min,Black and White,,,6.9/10,69,1,,
One Woman,"Geoffrey Giuliano,Nataporn Pailuke,Alexander Winters,","John Bour,","John Bour,Geoffrey Giuliano,","Crime,",,"December 12, 2014 (United States)","Thailand,","English,","G2 Media Arts,",,"$15,000,000 (estimated)",,Color,"Mono,",,,,,,
Das Leben ist nichts für Feiglinge,"Stars,Wotan Wilke Möhring,Helen Woigk,Christine Schorn,,","André Erkau,","Gernot Gricksch,","Drama,",,"April 18, 2013 (Germany)","Germany,","German,","Riva Filmproduktion,Westdeutscher Rundfunk (WDR),ARTE,","$2,250,806",,1h 38min,Color,,,6.7/10,752,1,27,
Mi rifaccio vivo,"Stars,Emilio Solfrizzi,Neri Marcorè,Pasquale Petrolo,,","Sergio Rubini,","Carla Cavalluzzi,Umberto Marino,Sergio Rubini,","Comedy,Fantasy,",,"May 9, 2013 (Italy)","Italy,","Italian,","Fandango,MPS Capital Services,Ministero per i Beni e le Attività Culturali (MiBAC),","$1,230,130",,1h 49min,Color,,,5.8/10,401,7,,
Shell and Joint,"Stars,Kanako Higashi,Keisuke Horibe,Aiko Sato,,","Isamu Hirabayashi,",,"Drama,",,"April 22, 2019 (Russia)","Japan,Finland,","Japanese,Finnish,",,,,2h 34min,Color,,,5.7/10,77,7,,
