title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Tu Rehna Mera,"Stars,Sonali Sharmistha Mohanty,Balveer Singh,Visant,,",,"Subham Pitambar Sahu,","Romance,",,"October 26, 2018 (India)","India,","Hindi,","Rinance,",,"₹60,000,000 (estimated)",,Color,,,,,,,
L'estate di San Martino,"Stars,Brando Improta,Omar Cotugno,Roberto Ormanni,,","Brando Improta,","Brando Improta,","Comedy,Romance,",,"December 13, 2015 (Italy)","Italy,","Italian,","Rascata Entertainment,",,,,Color,,,,,,,
Vecchi pazzi,"Stars,Andrea Jonasson,Luigi Diberti,Lucia Mascino,,","Sabine Boss,","Sabine Boss,Uwe Lützen,Bettina Schmid,","Comedy,Drama,",,"January 25, 2015 (Switzerland)","Switzerland,","Italian,German,","RSI-Radiotelevisione Svizzera,Vega Film,",,,1h 29min,Color,,1.85 : 1,5.8/10,14,6,,
Anima o ute!,,"Takahiro Horie,",,"Drama,",,"July 15, 2017 (Japan)","Japan,","Japanese,",,,,1h 18min,Color,,,,,,,
Vicar Ka Achar Open Your Mind Before Your Mouth,"Rhea Khan,Dip Patel,Dipen Patel,","Shubham Bhairat,","Shubham Bhairat,",,,"May 14, 2018 (India)","India,","Hindi,","Ratel Films,",,"₹20,000 (estimated)",1h 30min,Color,,,,,,,
A Mysterious Tribe in China,,,,,,"March 2, 2018 (China)","China,","English,",,"$17,934",,,Color,,,,,,,
Radio Jockey,"Stars,Bharath Chand,Madhupal,Arjun Nandakumar,,","Rajasenan,","Rajasenan,","Family,",,"September 20, 2013 (India)","India,","Malayalam,","Pearl Vision,",,"₹2,000,000 (estimated)",,Color,,,,,,,
Uttarer Sur,"Stars,Meghla,Utpal,Lucy Tripti Gomes,,","Shahneoyaj Cacoly,","Shahneoyaj Cacoly,","Drama,",,"April 14, 2012 (Bangladesh)","Bangladesh,","Bengali,English,","Impress Telefilm,",,,1h 55min,,,,7.2/10,19,,,
3 histoires d'Indiens,"Shayne Brazeau,Erik Papatie,","Robert Morin,","Robert Morin,","Drama,",,"April 11, 2014 (Canada)","Canada,","French,","Coop Vidéo de Montréal,",,,1h 11min,Color,,,6.4/10,39,2,,
Grass Ring,,,,,,"September 7, 2018 (China)","China,","English,",,"$70,589",,,Color,,,,,,,
Usgrächnet Gähwilers,"Stars,David Wurawa,Ruth Schwegler,Philippe Nauer,,","Martin Guggisberg,","Martin Guggisberg,","Comedy,Drama,",,"January 26, 2017 (Switzerland)","Switzerland,","German,English,","Tipi'mages,Tipimages Productions,",,,,Color,,,4.9/10,33,1,,
Learning Curve,"Stars,Markell Andrew,Jenna Devynn Beck,Victoria Ma,,","Holly Harrington,Holly Harrington,Howard P. Stern,","Holly Harrington,Holly Harrington,Chelsea Kadovitz,","Drama,",,"May 15, 2016 (United States)","United States,","English,","Stern Medium Productions,",,"$27,000 (estimated)",1h 29min,,,,,,,,
Chorabali.... the game of hunting,"Subhrajit Mitra,","Subhrajit Mitra,","Subhrajit Mitra,","Crime,Thriller,",,"January 22, 2016 (India)","India,","Bengali,",,,,1h 50min,Color,,,6.0/10,5,1,,
Free Range,"Paul 'Maxx' Rinehart,Toni Thompson,Justin J. Wheeler,","Leon Ding,","Zhe Hou,","Animation,",,2019 (United States),"China,","English,","Fantawild Animation,",,,1h 22min,Color,,,,,,,
Kuchita teoshi guruma,"Stars,Naomi Akiyama,Nekohachi Edoya,Tako Hachirô,,","Hiroshi Shima,","Hiroshi Shima,Susan Lee,","Drama,",,"May 3, 2014 (Japan)","Japan,","Japanese,",,,,2h 14min,Color,,,,,,,
Good Morning,"Stars,Arka Das,James Lugton,Amanda Marsden,,","Tom Judd,","Michael Windeyer,","Comedy,Drama,",,2015 (Australia),"Australia,","English,",,,,1h 29min,,,,,,,,
Nenjukkulla Nee Neranjirukka,,"R.G. Rajendar,",,"Drama,",,"October 21, 2016 (India)","India,","Tamil,","S.S. Studio Production,",,,,Color,,,,,,,
Lockdown,"Stars,Brooke Allen,Sofia Alvarez,Imani Armand,,","Carolena Albert,","Writers,Carolena Albert,Lowri Andrews,Abigail Canalejo,,","Drama,",,"May 25, 2016 (United States)","United States,","English,","Broadway Kids Studio,Procrastination Philms,",,"$10,000 (estimated)",,Color,,,,,,,
Madhumati,"Stars,Riaz,Ishrat Jahan Chaity,Elora Gohor,,","Shahjahan Chowdhury,","Rabeya Khatun,","Drama,Romance,",,"April 14, 2011 (Bangladesh)","Bangladesh,","Bengali,","Impress Telefilm,",,,,Color,,,6.3/10,10,,,
The Masterpiece (Canon Vixia Presents),"Stars,Gee Alexander,Anis Cheurfa,Robbie Corbett,,","Daniel Malakai Cabrera,","Charlie E. Schmidt,","Comedy,",,"November 17, 2014 (United States)","United States,","English,","Substance Over Hype,",,"$25,000 (estimated)",,Color,,,,,,,
Tansuiga no kiseki [Taipei-hatsu metoroshirizu tansuieki],,,,"Drama,",,2018 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
Country Singer,"Stars,Graham Lee Brewer,Mason Giles,Chris Harris,,","Mickey Reece,","Joey Paz,Mickey Reece,","Comedy,",PG-13,"June 26, 2010 (United States)","United States,","English,",,,,1h,Color,,,,,,,
Right to Remain Silent,"Stars,Tyonna Abrams,David Buckler,Anne Farmer,,","Brian Nesbit,","Brian Nesbit,","Drama,",Not Rated,"July 24, 2011 (United States)","United States,","English,","New Wave Productions,",,"$50,000 (estimated)",2h,,,,,,,,
Hamaar Raju Superstar,"Pooja Rai,Raju Rasiya,","Rustam Ali Chisti,",,"Drama,",,"June 1, 2018 (India)","India,","Bhojpuri,",,,,2h 10min,Color,,,,,,,
Patna wale dulhaniya le jayenge,"Kritn Ajitesh,","Sanja,",,"Family,",,"December 17, 2018 (India)","India,","Hindi,",,,₹30 (estimated),,Color,,,,,,,
Journey Premachi,"Stars,Maadhav Deochake,Kashmira Kulkarni,Pradeep Patwardhan,,","Amol Bhave,","Writer Screenplay,","Romance,",,"March 10, 2017 (India)","India,","Marathi,","ARB 9 Films,Parth Productions,",,,,Color,,,,,,,
Chef Special,"Stars,Ryan Mitchel Brown,Taylor Doose,Leticia Marie,,","Dario Jokic,","Dario Jokic,","Animation,",,"March 26, 2018 (United States)","United States,","English,",,,,,Color,,,,,,,
Slon (Elephant),,,,,,"October 4, 2012 (Russia)","Russia,","English,",,"$28,637",,,Color,,,,,,,
Veziyyet Rusca,,,,,,,,,,,,,,,,,,,,
Stenwyken,"Stars,Duncan Callander,Dustin Elkins,Ryan Hesp,,","Adrian Patterson,","Jessica Hill,Meghan Kinsley,Adrian Patterson,","Comedy,Horror,Thriller,",,,"Canada,","English,",,,,1h 18min,Color,,,,,,,
FC Barcelona vs Hércules CF,,,,"Action,",,"September 11, 2010 (Spain)","Spain,","Spanish,",,,,1h 30min,Color,,,,,,,
Dementia: Alone,"Stars,Wardell Richardson,Jassa Deen,Don Cano,,","Carla Saunders,","Carla Saunders,","Horror,",,2010 (United States),"United States,","English,","Promises Entertainment,",,"$12,000 (estimated)",,Color,,,,,,,
Volga i Sultanova zhena,"Aleksey Borzunov,Yuliya Goncharova,Artyom Kretov,","Ayk Khanjyan,","Ayk Khanjyan,","Animation,Adventure,Family,",,2010 (Russia),"Russia,","Russian,","Berg Sound,",,,1h 12min,Color,,,,,,,
Accion en Movimiento,"Stars,Alan Ciangherotti,Luis Couturier,Alexandra De La Mora,,",,,"Action,Comedy,Romance,",,"June 14, 2013 (Mexico)","Mexico,","Spanish,","Asociacion Mexicana de Cineastas Independientes (AMCI),",,"$300,000 (estimated)",,Color,,,,,,,
Macabre: The Making of Dahmer,,"Bradley Pontecore,","Bradley Pontecore,","Music,",,"July 6, 2010 (Australia)","United States,","English,","Madness Maker Films,",,"$1,000 (estimated)",,Color,,,,,,,
Fukushû shitai,"Stars,Yoshinori Okada,Maryjun Takahashi,Ken Kaito,,","Atsushi Muroga,","Yûsuke Yamada,Yoshimasa Akamatsu,Atsushi Muroga,","Mystery,",,"March 5, 2016 (Japan)","Japan,","Japanese,",,,,,Color,,,4.2/10,16,,,
Everton vs Watford,,,,"Sport,",,"August 8, 2015 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Sar taiz Badmash,"Jehangir Jaani,Arbaaz Khan,Asif Khan,",,,,,2016 (Pakistan),"Pakistan,","Pashtu,",,,,,Color,,,,,,,
That's Beautiful Frank,"Stars,Jason Bauer,Steve Dalachinsky,George Demas,,","Jeff Burns,","Jeff Burns,","Comedy,Crime,Thriller,",,"June 8, 2012 (United States)","United States,","English,",,,,1h 23min,Color,,,,,,,
Fragrance,,,,,,"September 6, 2019 (China)",,,,"$68,555",,,,,,,,,,
Mystery Cache,"Stars,Felix Hellmann,Walter Hess,Matthias Kupfer,,","Philipp Dettmer,","Philipp Dettmer,Holger Frick,","Adventure,Mystery,Thriller,",,2013 (Germany),"Germany,","German,","Deutsche Exotik Filmproduktion GmbH,",,,1h 14min,Color,,,,,,,
La Virtud de la Familia,"Stars,Pablo Bastidas,Gloria Benavides,Mercedes Gajardo,,","Gustavo Letelier,","Gustavo Letelier,Mireya Letelier,","Comedy,",,"December 8, 2013 (United States)","Chile,","Spanish,","Amerindia Films,Karen Power Films,",,,1h 25min,Color,,,,,,,
Ura shakai no otoko-tachi dainisho,,,,"Action,",,2016 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
Inside the Clock of the White Rabbit,"Carmen Incarnadine,","Cosmotropia de Xam,",,"Horror,",,"November 11, 2011 (United Kingdom)","United Kingdom,","English,",,,"£2,000 (estimated)",,Color,,,,,,,
Liverpool vs Manchester City,"Manchester City F.C.,",,,,,"January 14, 2018 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,5.4/10,6,,,
Liverpool vs Bournemouth,"A.F.C. Bournemouth,Mohamed Salah,",,,"Action,",,"April 5, 2017 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Sweetest Truth,,"Evdoxia Kyropoulou,",,,,"March 8, 2017 (Japan)","Greece,Japan,","Japanese,",,,,58min,Color,,,,,1,,
Qué pelo más guay,"Rulo Pardo,Santiago Molero,Juan Fernández,","Borja Echevarría,","Santiago Molero,Rulo Pardo,","Comedy,",,"September 13, 2012 (Spain)","Spain,","Spanish,","Pop Producciones,Producciones Sexpeare,",,,1h 22min,Color,,,4.9/10,31,,,
The Other Tribes,"Stars,Chijindu Kelechi Eke,Benjamin A. Onyango,Clarice Otieno,,","Chijindu Kelechi Eke,","Chijindu Kelechi Eke,","Drama,",,"February 14, 2015 (United States)","United States,","English,","Bigobi,",,,,Color,,,,,,,
The Place Just Right,"Stars,Joe Murphy,Allie Rodgers,Mandy Smith,,","Joe Murphy,",,"Drama,",,"May 8, 2019 (United States)","United States,","English,",,,,1h 26min,Color,,,4.8/10,12,,,
Zip-Code,"Stars,Garry Bedford,Emi-Lu Daley,Chris Frank,,","Russell North,","Chris Frank,Russell North,","Adventure,Comedy,",,2015 (United Kingdom),"United Kingdom,","English,","Shotgun Productions,",,,,Color,,,6.8/10,7,,,
West Bromwich Albion vs Liverpool,,,,"Action,",,"April 16, 2017 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
The Lost Camera,,"Paul Druce,","Paul Druce,","Adventure,Mystery,",,,"Germany,Nepal,","English,","Migrant Film,",,,1h 9min,Color,,,,,,,
Santa Barbara Yacht Club presents the Harbor 20 East West Regatta,,"Don Ramey Logan,",,"Sport,",,"September 2, 2018 (United States)","United States,","English,","MDIFilms Newport Beach,",,,,Color,,,,,,,
Silent Reading,"Stars,Daniel Berlioux,Zuriel De Peslouan,Alexandre Lenis,,","Nicolas Christian,","Nicolas Christian,","Drama,",,"April 27, 2018 (France)","France,","French,","Scintillatio,",,,,Color,,2.35 : 1,,,,,
Scars,"Stars,Clarion Chukwurah,Lilian Esoro,Mike Ezuruonye,,","Frank Rajah Arase,","Patrick Nnamani,","Drama,Romance,",,2015 (Ghana),"Ghana,","English,","Raj & Heroes Films,",,,1h 47min,Color,,,,,,,
