title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Date of Redemption,"Stars,Waise Lee,Weijian Li,Renhua Na,,","David Woo,","David Woo,","Adventure,",,"January 5, 2017 (China)","China,","Mandarin,",,,"$700,000 (estimated)",1h 25min,Color,,,,,,,
Korea 1%,,,,,,"May 2, 2010 (South Korea)",,,,"$1,863,930",,,,,,,,,,
"Indio, La Pelicula",,,,,,"October 11, 2015 (Argentina)",,,,"$222,429",,,,,,,,,,
The Audition,"Stars,Tiffany Allen,Julia Cossman,Leo Grinberg,,","Dick Reichman,Jan Welt,","Dick Reichman,","Drama,",,,"United States,","English,",,,,,Color,,,,,,,
Robot Heart,"Stars,Dakota Baker,Aiden McGuire,Adrian Paris,,","R.E. Paris,","R.E. Paris,","Family,",G,"June 6, 2016 (United States)","United States,","English,","Eye in the Sky Films,",,$100 (estimated),1h 24min,Black and White,"Stereo,",24P,,,1,,
Quarterlifers,"Stars,Adam Fortner,Andrew Roth,Rick Montgomery Jr.,,","Adam Fortner,","Adam Fortner,","Comedy,Drama,",,,"United States,","English,","Blind Bassett Films,",,"$10,000 (estimated)",1h 45min,Color,,,,,1,1,
Fading Away: The Play,"Junghwa Lee,","Christopher H.K. Lee,","Christopher H.K. Lee,","Family,",,,"United States,","Korean,",,,"$200,000 (estimated)",1h 32min,Color,,,,,,,
Oavsett,,,,"Drama,",,2015 (Sweden),"Sweden,","Swedish,",,,"SEK 2,800,000 (estimated)",,Color,,,,,,,
A Scottish Fling,"Stars,Todd Brown,Will Dalton,Philip Foster,,","Kerry Cashion,David Richardson,","Kerry Cashion,David Richardson,","Comedy,",,"September 29, 2015 (United States)","United States,","English,","Bliss Video Productions,",,"$10,000 (estimated)",,Color,,,,,,,
Date Wars: Final War,"Stars,Victoria Akintunde,Madison Kay Cockrell,Destinee Elyse Galindo,,","Michael Paul Reyes,","Michael Paul Reyes,","Comedy,",,"September 28, 2016 (United States)","United States,","English,",,,,,Color,,,,,,,
The Genkiya,"Stars,Eiji Genkiya,Masaki Katô,Arisa Kikuchi,,","Genta Uehara,","Genta Uehara,","Drama,",,"February 9, 2013 (Japan)","Japan,","Japanese,",,,,1h 34min,Color,,,,,,,
Sabr,"Stars,Sogdiana Azimova,Shavkat Komilov,Nargiza Rahimova,,","Lochin Akhunov,","Ibrahim Rasulov,","Drama,",,2013 (Uzbekistan),"Uzbekistan,",,,,,,Color,,,,,,,
Karma,,"Songyan Dong,","Songyan Dong,","Drama,Fantasy,Romance,",,,"China,","Chinese,",,,,1h 26min,Color,,,,,,,
El Soldado Atómico,"Nicolas Block,Fabrizio do Santos,Cael Ruiz,","Rene Ortuno,",,"Comedy,",,"October 15, 2017 (Bolivia)","Bolivia,","Spanish,","Reka 3D,",,"$45,000 (estimated)",1h 15min,,,,,,,,
The Shore,"Andrés Rodríguez,","Andrés Rodríguez,","Andrés Rodríguez,","Crime,Drama,",,,"United States,","Spanish,",,,,1h 10min,Color,,,,,,,
Seligo,"Stars,Allison Albano Knight,Max Steinberg,Ammar Abraham,,","Allison Albano Knight,","Allison Albano Knight,","Fantasy,Horror,",,"June 6, 2017 (Canada)","Canada,",,"Alien Skin Productions,",,,,,,,,,,,
Nekabbarer Mohaproyan,"Stars,Jewel Jahur,Shimla,Affan Ahmed,,","Masud Pathik,","Nirmalendu Goon,Masud Pathik,","Drama,",,"June 20, 2014 (Bangladesh)","Bangladesh,","Bengali,","Bratya Films,",,,,Color,,,7.0/10,22,,,
Strike at Dawn,"Stars,Jimmy Arijs,Sonny Bertels,Kristof Binnemans,,","Tom Van Immerseel,","Tom Van Immerseel,","Action,War,",,"June 5, 2016 (Belgium)","Belgium,","Dutch,French,German,English,","Homework Entertainment,",,"€5,000 (estimated)",1h 5min,,"Stereo,",2.35 : 1(original ratio),7.1/10,15,2,,
Inside Borders,,"Amin Yoma,",,"Drama,",,,,"Spanish,","Yomka Pictures,",,,,Color,,,,,,,
Behind the Mirror: The Secret War of Nica,,,,,,"March 11, 2012 (Spain)",,,,"$1,517",,,,,,,,,,
Mallikarjuna,"Hema Chaudhary,Sada,Seetha,","Murali Mohan,",,"Drama,",,May 2011 (India),"India,","Kannada,",,,,,Color,,,,,,,
MountAlien,"Stars,Hunter Burkhead,Jerry Burkhead,Madam Della,,","Hunter Burkhead,Jerry Burkhead,Madam Della,","Madam Della,","Action,Drama,Horror,Sci-Fi,Thriller,",,"December 26, 2018 (United States)","United States,","English,","Devil Dog Film & Movie Productions,",,,,Color,,,,,,,
Bee's Way,,"Abdellatif Abdelhamid,",,"Drama,",,,"Syria,","Arabic,","Syria Film,",,"$500,000 (estimated)",,Color,,,4.2/10,5,,,
The Sunset Pavilion,"Chase Goll,Carl Schembri,Anouk Schembri,","Carl Schembri,Chase Goll,","Carl Schembri,","Adventure,Drama,Mystery,",,,"United States,India,","English,",,,,56min,Color,,,,,,,
Golden State Warriors vs Houston Rockets,,,,"Reality-TV,",,"November 15, 2018 (United States)","United States,","English,",,,,,Color,,,,,,,
Waras,"Swwapnil Joshi,Sachin Pilgaonkar,","Rakesh Sarang,",,"Drama,",,2018 (India),"India,","Marathi,",,,,,Color,,,,,,,
Kafe Lale: Hubert vs. Kishev,"Stars,Velizar Borev,Stela Boreva,Zlatko Borislavov,,","Velizar Borev,","Writers,Velizar Borev,Stela Boreva,Mimo Garcia,,","Mystery,",,"May 5, 2015 (Bulgaria)","Bulgaria,","Bulgarian,",,,"BGL 8,000 (estimated)",2h,Color,,,,,,,
Comfortless,"Stars,Madison Sturges,Jared Battle,Madeline Smith,,","Ryan Manley,","Ryan Manley,","Thriller,",,"October 6, 2018 (United States)","United States,","English,",,,"$2,000 (estimated)",1h 9min,Color,,,7.6/10,5,1,,
Get Help,"Atlas Adams,James Hartley,","James Hartley,","Atlas Adams,James Hartley,","Comedy,",,,"Australia,","English,","Pyramid Schemes Productions,",,,1h 2min,Black and White,,,,,,,
Baaz,"Anshuman,Jagannath Patra,Sneha,",,,"Drama,",,"April 15, 2011 (India)","India,","Bengali,",,,,,Color,,,,,,,
Yaya`,"Ting-Fong Lin,","Jerguang Lee,Cheng-Nan Lin,","Jerguang Lee,","Drama,Fantasy,Mystery,",,,"Taiwan,","Chinese,",,,,47min,Color,,,,,,,
Making of Legend Remixed,,"Kevin Kerslake,",,"Biography,",,"August 7, 2013 (United States)","United States,","English,",,,,,Color,,,,,,,
The Return of the Wolf,"Stars,Quanto Rimane,Raul Toscani,Jorgelina Suárez,,","Mario Tondato,","Mario Tondato,","Crime,Drama,Thriller,",,,"Argentina,","Spanish,","Patagonia Selfmade Films,",,,1h 49min,Color,"Dolby Digital,",2.35 : 1,,,,,
The Return of Christ Bash Series Volume 14,"Omer Pasha,","Omer Pasha,","Omer Pasha,","Horror,",Not Rated,"June 2, 2016 (United States)","Canada,","English,","Farhat Pasha Productions,",,"CA$100,000 (estimated)",1h 3min,Black and White,,,,,,,
Someone Else in the Evening,"Stars,Laura Benson,Daniel Eugene McCarty,Joe Freeman,,","Edgar Muñiz,","Writers,Laura Benson,Joe Freeman,Edgar Muñiz,,","Comedy,Drama,",Not Rated,,"United States,","English,",,,,1h 7min,Color,,,,,3,,
Fatal Mind,,"Kourosh Parsi,","Kourosh Parsi,","Drama,",,"August 1, 2013 (United States)","United States,","English,","Kp Pictures,",,"$20,000 (estimated)",,Color,,,,,,,
Raven Fork,"Stars,Sarah Bell,Chelsie Christiani,Bryce Evans,,","Thomas Oliver,","Thomas Oliver,","Action,Drama,Sport,",,,"United States,","English,","Filmmakers,",,,1h 48min,Color,,,,,,,
Fatal Invitation,"Stars,Tat-Ming Cheung,Wenting Hao,Hu Ling Meng,,","Sun Xiaoguang,","Li Tian Qi,","Thriller,",,"April 3, 2011 (China)","China,","Chinese,","1T Entertainment,Emperor Film and Entertainment (Beijing),","$1,539,775",,1h 25min,Color,,,6.7/10,11,1,,
Betty,"Stars,Veronia Alcantara,Ingrid Bernhardt,Nick Caven,,","Nahja Noon,","Nahja Noon,","Drama,Romance,Sci-Fi,",,"September 10, 2017 (United States)","United States,","English,",,,"$20,000 (estimated)",,Color,,,,,,,
Bridal Fever,"Nicolette McKeown,Bobby Robertson,Holly Woodhouse,","Hayley Tinline,",,"Horror,",,,"United Kingdom,","English,","Hayley Tinline Productions,",,,,Color,,,,,,,
