title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Eliten,"Stars,Nikolaj Bæk,Ali Sivandi,Thomas Persson,,","Thomas Daneskov,","Emil Nygaard Albertsen,Thomas Daneskov,","Drama,",,"April 10, 2015 (Denmark)","Denmark,","Danish,","Eliten Film,Nordisk Film / SPRING,",,"DKK 1,500,000 (estimated)",1h 20min,Color,,1.85 : 1,5.6/10,132,1,,
Garam,"Stars,Aadi,Rajsekhar Aningi,Brahmanandam,,","Madan,","Srinivas Gavireddy,","Action,Romance,",,"February 12, 2016 (India)","India,","Telugu,","R.K. Duggal Studios,",,"₹120,000,000 (estimated)",2h 27min,Color,,,5.0/10,76,2,,
Eureka Seven Hi-Evolution 2,"Stars,Ami Koshimizu,Kaori Nazuka,Shigenori Yamazaki,,","Tomoki Kyôda,",,"Animation,Action,Sci-Fi,",TV-14,"November 10, 2018 (Japan)","Japan,","Japanese,","Bones,","$331,737",,1h 35min,Color,,,7.7/10,58,,,
The Formula,"Stars,Brandon Baker,Mike Schminke,Sasha Jackson,,","Thomas Beecher,Joe Clarke,","Thomas Beecher,Joe Clarke,","Comedy,Romance,",Not Rated,"April 15, 2014 (United States)","United States,","English,","Backrow Studios,",,,1h 30min,Color,,,2.6/10,730,4,1,
Never Saw It Coming,"Stars,Emily Hampshire,Eric Roberts,Katie Boland,,","Gail Harvey,","Linwood Barclay,","Thriller,",,"June 15, 2018 (United States)","Canada,","English,",,,,1h 23min,Color,,,5.7/10,87,6,2,
Rubberneck,"Stars,Alex Karpovsky,Jaime Ray Newman,Dennis Staroselsky,,","Alex Karpovsky,","Garth Donovan,Alex Karpovsky,","Drama,Thriller,",Not Rated,"April 19, 2012 (United States)","United States,","English,","Blameless Twins,","$2,075",,1h 23min,Color,,,5.4/10,503,7,24,57
Wishing Out Loud,"Stars,Lexi Giovagnoli,Calum Worthy,Diedrich Bader,,","Letia Clouston,","Jessica L. Anderson,Letia Clouston,Kent B. Jameson,","Comedy,Family,Fantasy,",Unrated,"January 15, 2015 (United States)","United States,","English,","G It's Entertainment,",,,1h 30min,Color,,,5.8/10,430,3,,
Looking for Grace,"Stars,Radha Mitchell,Richard Roxburgh,Odessa Young,,","Sue Brooks,","Sue Brooks,","Drama,","Rated PG-13 for thematic elements, some sexuality and brief strong language","January 26, 2016 (Australia)","Australia,","English,","Gecko Films Pty. Ltd.,Unicorn Films,Taylor Media,","$147,164",,1h 40min,Color,,1.85 : 1,5.4/10,356,10,21,
Half Moon,"Stars,Tori Black,Marek Matousek,Torey D. Sutton,,","Jason Toler,","Jason Toler,","Horror,",Unrated,"October 1, 2010 (United States)","United States,","English,","Sunrayz International Films,T-Real Entertainment,",,"$100,000 (estimated)",1h 35min,Color,,,3.1/10,337,4,22,
Golden Winter,"Stars,Andrew Beckham,Shannon Elizabeth,Jason Brooks,,","Tom Seidman,","Tom Seidman,","Comedy,Family,",TV-G,"September 25, 2012 (United States)","United States,","English,","The Asylum,",,,1h 29min,Color,"Dolby Digital,",1.78 : 1,4.2/10,343,6,4,
