title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Oboreru futari: Fuyakeru hodo aishite,"Stars,Hana Kano,Sumire Matsu,Shiori Tsukada,,","Tarô Araki,","Tarô Araki,",,,"June 10, 2016 (Japan)","Japan,","Japanese,","Taro Pro,",,,,Color,,,,,,,
Pleasureland,"Stars,Fabrizio Santino,Danielle Harold,Jack Fairbank,,","Damian Power,","Damian Power,","Drama,Romance,",,,"United Kingdom,","English,",,,,1h 8min,Color,,,,,,,
Qvid Tvm,"Stars,Sandra Bra,Sylvia Bra,Jalil Dabbabi,,","Reinhard Jud,Mara Mattuschka,","Mara Mattuschka,",,,"March 21, 2012 (Austria)","Austria,",,"Minus Film,Nked,",,,1h 25min,Color,,,,,,,
La Pasión de Michelangelo,"Stars,Patricio Contreras,Sebastián Ayala,Roberto Farías,,","Esteban Larraín,","Esteban Larraín,José Román,","Drama,",,"April 18, 2013 (Chile)","Chile,France,Argentina,","Spanish,","Piranha Films,Tchin Tchin Productions,Panache Productions,",,,1h 39min,Color,"Dolby Digital,",,6.5/10,162,2,5,
Infinite.,"Stars,Mike Barkhoff,Ashtun O'Rourke,Jarrod Van Hauen,,","Mike Barkhoff,","Mike Barkhoff,","Crime,Drama,",,"September 9, 2018 (United States)","United States,","English,","Barking Vans,",,$800 (estimated),1h 15min,,,,8.9/10,27,2,,
200 Grams,"Dominic Billings,Robert Breda,","Vincent Moloney,Evan Munro-Smith,","Dominic Billings,","Comedy,",,,"Australia,","Italian,",,,,1h,Color,,,,,,,
Do You Remember?,"Stars,Twyla Doone,Marcus Duffy,Jack Northeast,,","Isaac Madge,","Isaac Madge,","Drama,Romance,Thriller,",,"October 4, 2015 (United Kingdom)","United Kingdom,","English,",,,£600 (estimated),,Color,,,6.1/10,12,,,
Suicide Blonde,"Amiee Conn,Joshua Fredric Smith,","Andrew Mardi,","Andrew Mardi,","Drama,",,"December 31, 2017 (United States)","United States,","English,","NEL Productions,",,"$1,500,000 (estimated)",,Color,,,,,,,
Far Out,"Sage Cattabriga-Alosa,Jeremy Jones,Nick McNutt,","Blake Campbell,Steve Jones,Todd Jones,",,"Sport,",Not Rated,"September 15, 2018 (United States)","United States,","English,","Teton Gravity Research,",,,1h 11min,Color,,,8.4/10,13,,,
And the Dream That Mattered,"Stars,Jongman Kim,Hyejeong Choi,Joohyun Byun,,","Joohyun Byun,Aditya J. Patwardhan,","Jongman Kim,Aditya J. Patwardhan,","Drama,",,"August 15, 2018 (United States)","United States,South Korea,","Korean,",,,,,,,,,,,,
Ibn Hanbal,"Zied Touati,","Abdul Bari abu El-Kheir,","Mohammad el Yassari,","Biography,History,",,"May 28, 2017 (Qatar)","Qatar,","Arabic,",,,,,,,,,,,,
Tajni zivot vila,"Stars,Luca Anic,Silvio Mumelas,Tina Orlandini,,","Igor Jelinovic,","Igor Jelinovic,","Drama,",,"June 16, 2016 (Croatia)","Croatia,","Croatian,","Akademija Dramskih Umjetnosti (ADU),",,,48min,Color,,,8.5/10,29,,,
Ranj,"Stars,Raju Kumar,Siddhant Nag,Madhu Sagar,,","Sunit Sinha,","Sunit Sinha,","Drama,",,"August 14, 2019 (Australia)","India,","Punjabi,Hindi,","Pet Project Films,",,,1h 20min,Color,,,8.0/10,10,,,
Veruli,"Stars,Abhishek,Bhagyaraj,Indhumathy,,","Amudhavanan P.,","Amudhavanan P.,","Action,Thriller,",,"June 16, 2017 (India)","India,","Tamil,","Team A Ventures,",,,,Color,,,4.8/10,5,,,
Empeliculados,"Stars,Alejandro Aguilar,Alejandro Riaño,Kimberly Reyes,,","Diego Fernando Bustamante,","Diego Fernando Bustamante,","Comedy,",,"April 20, 2017 (Colombia)","Colombia,","Spanish,","Del Viento Films,Proyección Films,","$35,709","$300,000 (estimated)",1h 35min,Color,,,5.3/10,33,1,,
Adrushyam Odia Thriller,"Stars,Sudhanshu Narayan Dash,Ankita Mishra,Lipsa Mishra,,","Rajendra Mohanta,",,"Thriller,",,"January 31, 2020 (India)","India,","Oriya,","S3 Movies,",,"₹3,000,000 (estimated)",,Color,,,,,,,
Jalan Pintas,"Stars,Auf Razak,Beto Kusyairy,Sharifah Amani,,","Namron,","Ayam Fared,","Crime,Drama,",,"December 10, 2020 (Malaysia)","Malaysia,","Malay,","Rumah Anak Teater,",,,1h 5min,Color,"Stereo,",,7.3/10,11,5,,
Chasing Sarasota,,"Matt Mastrantuono,",,,Not Rated,January 2011 (United States),"United States,","English,",,,,1h 32min,Color,,,8.3/10,10,,,
The Network,"Stars,Alyssa Soule,Elizabeth Vinci,Shawn Manchester,,","Brian Bouyea,","Brian Bouyea,","Horror,Thriller,",,"October 25, 2011 (United States)","United States,","English,",,,,1h 30min,Color,,,4.6/10,14,,,
El abismo... todavía estamos,"Stars,Juan Palomino,Alejandro Fiore,Agustina Posse,,","Pablo Yotich,","Rodrigo A. Peralta,","Drama,",,"March 24, 2011 (Argentina)","Argentina,","Spanish,","Tupasimi Producciones,","$2,089",,1h 36min,Color,,,5.8/10,11,,,
Jogayya,"Stars,Shankanada Anjanappa,Sumit Kaur Atwal,Pooja Gandhi,,","Prem,",,"Action,",,"August 19, 2011 (India)","India,","Kannada,",,,"₹170,000,000 (estimated)",,Color,,,5.0/10,94,2,,
Heathens,"Stars,Reginald Baril,Alex Loynaz,Vanessa Robinson,,","Mike Harris,","Mike Harris,",,,2020 (United States),,,,,,,,,,,,,,
Les fameux Gars,"Stars,Caty Baccega,Andy Bausch,Marylène Bergmann,,","Adolf El Assal,","Diego Castello,Adolf El Assal,Vincent Habay,","Comedy,Romance,",Not Rated,"December 11, 2013 (France)","Luxembourg,","French,","Wady Films,",,"€570,000 (estimated)",1h 25min,Color,"Dolby Digital,",2.35 : 1,6.5/10,674,8,,
Deneme Cekimi,"Stars,Cem Uslu,Murat Engiz,Ceyda Yucesan,,","Erhan Tuncer,",,"Drama,",,,"Turkey,","Turkish,",,,,,Color,,,6.8/10,5,,,
Dirt,"Stars,Terhila Adiele,Nita Byack-George,Chucks Chyke,,","Wale Adesanya,","Amara Angel Amuzuo,Chioma Nwosu,","Drama,",,"May 2, 2019 (Nigeria)","Nigeria,","English,","Mountain Top Entertainment,Take 7 Media Productions,",,"$40,000 (estimated)",1h 19min,Color,"D-Cinema 48kHz 5.1,",16 : 9,,,,,
Pemburu Hantu: The Movie,"Stars,Poppy Bunga,Farah Hatim,Putri Arifanti,,","Alamsyah,","Ferdinan,","Horror,",,"January 28, 2010 (Indonesia)","Indonesia,","Indonesian,","Cita Barru Production,",,,1h 21min,Color,,,5.1/10,13,,,
Soul Damage,"Stars,Palmer Williams Jr.,Joanne Bell,Lah Lah Devine,,","Maximus Wright,","Maximus Wright,","Drama,",,November 2017 (United States),"United States,","English,",,,"$1,000,000 (estimated)",,Color,,1.85 : 1,,,,,
The the the,"Melissa Davis,Sarah Wooding,","Ryan Beltrán,",,"Adventure,",,"August 6, 2010 (United States)","United States,","English,","OK! Fresh,",,,,Color,,,,,1,,
Dreams Video Parlour,"Mehuli Sarkar,Satrajit Sarkar,","Joy Mukherjee,","Joy Mukherjee,","Drama,Fantasy,",,"April 27, 2017 (India)","India,","Bengali,",,,"₹400,000 (estimated)",1h 14min,Color,,2.35 : 1,,,,,
Top Dog Film Festival,,,,,,"December 3, 2020 (Australia)",,,,"$34,701",,,,,,,,,,
Malak,"Stars,Chaimae Ben Acha,Mohamed Choubi,Saadia Ladib,,","Abdeslam Kelai,",,"Drama,",,"December 3, 2012 (Morocco)","Morocco,","Arabic,","Mouton Rouge,",,"MAD 3,000,000 (estimated)",1h 37min,Color,,,7.6/10,17,1,,
The Right to Bear Arms,"Stars,John Savage,Lionel Flynn,Tara Walker,,","O.W. Tuthill,","O.W. Tuthill,","Drama,",Unrated,,"United States,","English,",,,"$100,000 (estimated)",1h 20min,Color,,1.33 : 1,5.8/10,18,,,
De forgiftede,"Stars,Lars Blach,Simon Dam Christiansen,Daniel Due,,","Daniel Due,",,"Action,Drama,",,"July 20, 2019 (Denmark)","Denmark,","Danish,","Movie Angels Productions,",,,1h 16min,Color,,,,,,,
The Two Worlds of William March,"Stars,Tina Benko,Joe Bevilacqua,Joseph K. Bevilacqua,,","Robert Clem,","Robert Clem,","Biography,",,April 2017 (United States),"United States,","English,",,,,1h 27min,Color,,,,,,,
God Father,"Stars,Siddhanta Mahapatra,Anu Choudhury,Ananya Mishra,,","Ramesh Rout,","Nirmala Nayak,","Action,Crime,",,"January 1, 2017 (India)","India,","Oriya,","Chaturbhuja Films,",,,2h 40min,Color,,,,,,,
Mataash,"Stars,Arjun Asuri,Siddu Yarala Bannikodu,Rajani Bharadwaj,,","Aravinda Sd,",,"Comedy,Drama,",,2018 (India),"India,","Kannada,","Balamani Productions,",,,,Color,,2.35 : 1,,,,,
Oruvar Meethu Iruvar Sainthu,"Bhagyaraj,Swathe,","Balasekaran,",,"Drama,",,"April 26, 2013 (India)","India,","Tamil,","Atria Techfilms,",,,2h 17min,Color,,,,,,,
Hello Love,"Stars,Lei Feng,Guopeng Wan,Swan Wen,,","Changxin Li,","Changxin Li,",,,"May 18, 2019 (China)","China,","Mandarin,",,"$18,466",,1h 30min,Color,,,,,,,
L'eau douce qui coule dans mes veines,"Stars,Jean-Baptiste Barois,Gisèle Boussard,Charlotte de Castille,,","Maxime Kermagoret,","Maxime Kermagoret,","Drama,",,"June 27, 2013 (France)","France,","French,",,,"€1,500 (estimated)",1h 15min,Black and White,"Stereo,",1.85 : 1,7.5/10,9,1,2,
