title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Kakampi,"Stars,Neil Ryan Sese,Gloria Sevilla,Suzette Ranillo,,","Vic Acedillo,","Vic Acedillo,","Action,Drama,",,"July 16, 2016 (Philippines)","Philippines,","Filipino,Visayan,","Universal Harvester,",,,,Color,,,,,,,
Little Death,"Stars,Brittany Drisdelle,Lovell Adams-Gray,Erica Anderson,,","Aris Tyros,","Aris Tyros,","Adventure,Drama,",,"May 1, 2017 (Canada)","Canada,Switzerland,","English,","@ Productions,Amstad Digital,",,"CA$13,000 (estimated)",1h 35min,Color,,,,,,,
Stalker,,"Ryan Austin,","Ryan Austin,Seth Luna M.,","Animation,Horror,",TV-MA,"January 25, 2019 (United States)","United States,","English,","Active Pictures,",,"$12,000 (estimated)",1h 12min,Color,,,,,,,
Dear Love,"Stars,Dimas Aditya,Billy Davidson,Mentari De Marelle,,","Dedy Syah,","Oka Aurora,","Drama,Romance,",,"October 20, 2016 (Indonesia)","Indonesia,","Indonesian,","Himalaya Pictures,",,,1h 45min,Color,,1.33 : 1,6.9/10,17,,,
The 1st Annual Carney Awards,"Stars,Billy Crystal,Michael Ealy,Bruce McGill,,","Clay Jacobsen,","Jim Katz,Eugene Pack,","Family,",,"November 1, 2015 (United States)","United States,","English,","Radcliffe Road Pictures,",,"$150,000 (estimated)",1h 15min,Color,,,,,,,
La versione di Jean,,"Manuela Cencetti,Jean Diaconescu,Stella Iannitto,","Stella Iannitto,",,,2020 (Italy),"Italy,","Italian,","Associazione Culturale 1313,",,,50min,Color,,,,,,,
Wonder Dogs,"Stars,Joachim Cruise,Luka Pilar,Sam Pitt,,","Jason Wright,","BC Fourteen,","Animation,Family,",,"May 21, 2019 (United States)","United States,","English,",,,,1h 11min,Color,,,1.8/10,6,1,,
Run,"Stars,Carly Neel,Jacob Foster,Avery Knudson,,","Kevin Isaacson,","Kevin Isaacson,","Action,",,"January 25, 2019 (United States)","United States,","English,","I Like Ike Films,",,,,Color,,,,,,,
Fireman Sam: Heroic Rescue Adventures,"Stars,Steven Kynman,David Carling,Su Douglas,,",,,,TV-G,August 2012 (United States),"United Kingdom,","English,",,,,56min,Color,,,,,,,
Nang 2,"Stars,Thu Trang,Tran Thanh,Kim Thu,,","Dong Dang Giao,",,"Drama,Family,",,"August 31, 2017 (Vietnam)",,"Vietnamese,",,,,1h 33min,Color,,,7.5/10,22,,,
Pen Fairy Impac Disc Fairy,,,,,,"July 17, 2016 (China)",,,,"$428,688",,,,,,,,,,
Wives on Strike,"Stars,Julius Agwu,Chioma Chukwuka Akpotha,Kehinde Bankole,,","Omoni Oboli,",,"Comedy,",,"April 8, 2016 (Nigeria)","Nigeria,","English,","Dioni Visions,",,,1h 33min,Color,,,,,,,
