title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Bright Light,,"Elvis Katoto,","Jonny Grant,","Musical,",,"December 1, 2013 (United Kingdom)","United Kingdom,","English,","EVS Media,",,"£5,000 (estimated)",46min,,,,,,,,
Love Route,"Stars,Aaron Brown,Darrock Flynn,Jeremy Hammack,,","Curtis Everitt,","Curtis Everitt,","Comedy,Crime,Romance,",,,"United States,","English,",,,,1h 3min,Color,,,,,,,
Hamlet,"Stars,Hannes Meidal,Per Sandberg,Monica Stenbeck,,","Jens Ohlin,","Hannes Meidal,Jens Ohlin,William Shakespeare,","Drama,",,"November 10, 2017 (Sweden)","Sweden,","Swedish,","All We Need Is Live,Teater Galeasen,Dramaten,",,,1h 48min,Color,,1.78 : 1,,,,,
Dead Down Under,"Stars,Amelia Foxton,Charlie Hopkins,Alexia Kelly,,","Jason Carthew,","Jason Carthew,David Leys,Scott Francis Sowter,","Comedy,Horror,",,"November 20, 2016 (United States)","Australia,","English,","Terror Australis Films,",,"A$5,000 (estimated)",,Color,,,5.9/10,17,,,
Anthology of Horror 4,"Stars,Sergey A.,Danil Andreev,Marat Gizatullin,,","Sergey A.,Ivan Lachance,","Sergey A.,Ivan Lachance,","Action,Adventure,Horror,Thriller,",,"February 1, 2017 (Russia)","Russia,","Russian,","Terra Studio,Toxic madness production,",,RUR 780 (estimated),1h 16min,Color,,,7.0/10,44,,,
Bleak,"Stars,Miranda Kasher,Emily Patterson,Sophia Pino,,","Sophia Pino,","Sophia Pino,Paz Tran,","Mystery,Thriller,",,,"United States,","English,",,,,51min,Color,,,,,,,
Addiction: What's Yours?,"Stars,Cory John,Tiffany J. Wider,Tramier Brown,,","Janell Bryant,Dana Bufford,","Writers,Tramier Brown,Corey Nowell-Brown,Siera S. Wider,,","Drama,",,"November 25, 2011 (United States)","United States,","English,","Real Records & Entertainment,",,"$5,000 (estimated)",1h 50min,,"Dolby Digital,",,,,,,
Parallaxe,"Stars,Laura Bergin,Sarah Guerre,Camille Peysselon,,","Alex Vargas,","Alex Vargas,",,,,,,,,,,,,,,,,,
Lek Ladki,"Stars,Suhasini Deshpande,Milind Gunaji,Mohan Joshi,,","Yashwant Bhalkar,",,"Romance,",,"January 1, 2013 (India)","India,","Marathi,","The Indraraj Films,",,,,Color,,,,,,,
Bombat Car,"Stars,Ravishankar Gowda,Sangeetha Gururaj,Doddanna,,","Ram Narayan,",,"Drama,",,"May 7, 2010 (India)","India,","Kannada,",,,,,Color,,,,,,,
Pink Halo-Halo,"Stars,Angeli Bayani,Paolo Constantino,Allen Dizon,,","Joselito Altarejos,","Joselito Altarejos,","Drama,",,"July 11, 2010 (Philippines)","Philippines,","Filipino,Visayan,","Cinemalaya Foundation,Beyond the Box,Voyage Studios,",,,,Color,,,7.8/10,12,3,,
