title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Jericho,"Stars,Mirela Ajdimovski,Tyler Cheman,Brandon Czerwinski,,","Emir Skalonja,","Krystal Shenk,Emir Skalonja,","Action,",,"September 9, 2017 (United States)","United States,","English,","FoxTrot Productions,",,"$1,700 (estimated)",1h 14min,Black and White,,16:9 HD,8.0/10,22,1,2,
My Sunset Girl,"Stars,Jeanne Anderson,Haley Barker,Matthew Binger,,","Alex Greenlee,","Alex Greenlee,","Drama,Family,Romance,",,"June 5, 2016 (United States)","United States,","English,","On Native Ground,",,,1h 20min,Color,"Stereo,",,6.9/10,71,,,
whiteonwhite:algorithmicnoir,"Marina Federenko,Jeff Wood,","Eve Sussman,","Kevin Messman,Eve Sussman,Jeff Wood,","Drama,",,"September 9, 2011 (Canada)","United States,","English,","Rufus Corporation,",,,,Black and White,,,6.1/10,10,,,
Happy Birthday Nona,"Stars,Nicole Blume,Avra Friedman,Herbert Goss,,","April Moreau,","Abra S. Moore,Maggie Slack,","Comedy,",,"April 30, 2019 (United States)","United States,","English,",,,,,Color,,,,,,,
Ohaka ni tomarou!,"Stars,Satoshi Kanada,Jun'ichi Koumoto,Hiroki Kawata,,","Takayuki Ito,","Tsuyoshi Ohba,Taiki Momino,",,,"August 1, 2010 (Japan)","Japan,","Japanese,","TV Tokyo,Yoshimoto Kogyo Company,",,,1h 15min,Color,,,,,,,
Re-action,"Stars,Tania Tripi,Dinos Karydis,Gianna Zianni,,","Artemis Samothrakis,","Alexandros Katsaris,Artemis Samothrakis,","Family,",,,"Greece,","Greek,",,,,1h 25min,Color,,1.85 : 1,7.1/10,19,,,
Ayuda,"Stars,Benedikt Greiner,Joyce Ilg,Michael Pink,,","Sebastian Hilger,","Nadine Gottmann,","Drama,Mystery,Thriller,",,,"Germany,","German,",,,,1h 40min,Color,,,,,,,
Boku no sukina hito,"Stars,Koyuki,Sôsuke Ikematsu,Takuya Ishida,,","Hideyuki Hirayama,","Tomoki Tsujiuchi,Wui-Sin Chong,","Drama,",,"May 15, 2010 (Japan)","Japan,","Japanese,","Fellah Pictures,Gold Rush Pictures,",,,,Color,,,,,1,,
Operacion Leyenda,"Hector Berrellez,","J.C. Uribe,","J.C. Uribe,","Crime,",,"September 10, 2016 (United States)","United States,","English,","Little Studio Films,",,"$600,000 (estimated)",1h 3min,Color,,,,,,,
Red Call,"Stars,Emma Spearing,Christopher Tajah,Jason Plessas,,","Steve Gough,","Steve Gough,","Drama,",,"October 4, 2018 (United Kingdom)","United Kingdom,","English,","Third Reel Film Productions,",,,1h 25min,Color,"Stereo,",16:9 HD,8.4/10,15,7,,
Die Bielefeld Verschwörung,"Stars,Moritz Sundermann,Felix Rinke,Markus Drees,,","Ben Budde,Kerstin Sellerberg,","Ben Budde,Martin Hoyer,Thomas Walden,","Action,Adventure,Comedy,Mystery,Thriller,",,"June 2, 2010 (Germany)","Germany,","German,","University of Bielefeld,",,"€45,000 (estimated)",1h 45min,Color,,,7.0/10,71,1,,
WALLEDwithin,"Scott Hellon,","Scott Hellon,","Scott Hellon,","Mystery,",,"August 8, 2020 (United States)","United States,",,"Point Of View Pictures, Scott Hellon,POV,",,,,,,,,,,,
Bolivian Kiss,"Stars,Paul Alexander,Bertrand Cadart,Derek Erskine,,","Derek Erskine,",,"Drama,",,"November 13, 2012 (Australia)","Australia,","English,","DFUA Productions Australia,Thirsty Films,",,"A$430,000 (estimated)",1h 20min,Color,,,,,,,
Kokô no tôboe,"Stars,Yuzuki Watanabe,Kazuki Kamio,Shôya Hibino,,","Yûki Kobayashi,","Yûki Kobayashi,","Action,",,"September 21, 2015 (Japan)","Japan,","Japanese,",,,,2h,Color,,,4.7/10,15,,,
Sargy Margy,"Ibrahim Ghareib,","Ramy Rizkallah,","Mohamed Fawzy,","Drama,",,"December 18, 2017 (Egypt)","Egypt,","Arabic,","Media Arts for Development,",,"$50,000 (estimated)",55min,,,,,,,,
Solitaire,"Stars,Ryland Bell,Johnny Collinson,Sebastian Haag,,",,,,Not Rated,September 2011 (United States),"United States,",,"Sweetgrass Productions,",,,52min,Color,,,7.8/10,12,,,
The Saklas's Last Words,"Maristela de Souza,Mirella Gomes,Bruna Spinelli,","Isidore Petersen,","Isidore Petersen,","Drama,Sci-Fi,Thriller,",,"February 12, 2014 (Brazil)","Brazil,","English,","Isidore Filmes Produções,",,"$189,000 (estimated)",1h 28min,Color,,,,,,,
Karry on Katta,"Stars,Sanjeev Attri,Sukhbir Singh Batth,Chacha Bishna,,","Ranjeet Bal,","Writers,Gopal Jha,Dheeraj Kumar,Minto,,","Comedy,",,"August 19, 2016 (India)","India,","Punjabi,","Bal Films,Gaffa Movies,",,,2h 23min,Color,,,6.4/10,9,,,
Trót Yêu,"Stars,Vu Duc Hai,Hieu Hien,Cat Phuong,,","Tho Chau,",,"Romance,",,"October 18, 2015 (Vietnam)","Vietnam,","Vietnamese,",,"$100,602",,1h 36min,Color,,,,,,,
Tokyo Deshiberu,"Stars,Natsumi Abe,Yumi Adachi,Mitsuru Matsuoka,,","Jinsei Tsuji,","Jinsei Tsuji,","Drama,",,"May 20, 2017 (Japan)","Japan,","Japanese,","Funny Pandora,Titan,",,,,Color,,,,,,,
Unchaining the Heart,"Stars,Jinze Gao,Gao Ge,Wang Hao,,",,,,,"April 17, 2018 (United States)","South Korea,","None,",,,,,,,,,,,,
Turning Home,"Stars,Darren E. Burrows,Rodney Hoffman,Amin Joseph,,","Catherine Owens,","Michael Melendez,","Drama,Family,Romance,",,,"United States,","English,",,,,1h 52min,Color,,,,,,,
Wanna Hang Out?,"Stars,Efrain Flores,Margarito Flores,Brandy Maya,,","Efrain Flores,","Efrain Flores,","Drama,",,"July 15, 2019 (United Kingdom)","United States,","English,",,,$500 (estimated),1h 14min,Color,,,6.2/10,11,2,,
Fario,"Stars,Gérard Jumel,Shen Masquida,Xavier Mussel,,","Gérard Jumel,","Gérard Jumel,","Adventure,",,2020 (France),"France,","French,",,,"€30,000 (estimated)",,Color,,,,,,,
