title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
All In: The Family,"Stars,Anthony Brown,Jasmine Savage,Lillard Lewis,,",,,"Comedy,Crime,Drama,Mystery,Thriller,",,"April 26, 2020 (United States)","United States,","English,","Approximation Films,Joe Young Studios,LB3 Entertainment,",,,1h 10min,Color,"Stereo,",2.35 : 1,3.7/10,36,,,
Yareach BeBayit 12,"Stars,Gefen Barkai,Gil Cohen,Shani Dubinchik,,","Dorit Hakim,","Dorit Hakim,","Drama,",Not Rated,"September 1, 2016 (Israel)","Israel,","Hebrew,","Movie Plus productions,",,"$2,000,000 (estimated)",1h 50min,Color,,,6.1/10,69,1,,
LasseMajas detektivbyrå - Stella Nostra,"Stars,Amanda Pajus,Lukas Holgersson,Tomas Norström,,","Pontus Klänge,Walter Söderlund,","Malin Nevander,Martin Widmark,","Family,",,"October 16, 2015 (Sweden)","Sweden,Finland,","Swedish,",,"$2,610,090",,1h 11min,Color,,,5.1/10,144,1,,
Zimniy put,"Stars,Aleksandr Alekseevskiy,Mariya Biork,Sergei Dorofeyev,,","Lyubov Lvova,Sergey Taramaev,","Lyubov Lvova,Sergey Taramaev,","Drama,",,"February 20, 2014 (Russia)","Russia,","Russian,","Mika Film,",,,1h 30min,Color,,,6.9/10,303,3,3,
Mi,,"Na Gyi,","Kyi Aye,","Drama,",,April 2019 (Malaysia),"Myanmar,",,,,,1h 56min,Black and White,,,8.4/10,25,,,
Hooker with a Hacksaw,"Stars,Kasper Meltedhair,Jason Crowe,Colleen Herkert,,","Donald Farmer,Caroline Kopko,","Donald Farmer,Kasper Meltedhair,","Horror,",,"August 5, 2017 (United States)","United States,","English,",,,,1h 10min,Color,,1.78 : 1,2.9/10,134,8,7,
Vikadakumaran,"Stars,Vishnu Unnikrishnan,Dharmajan Bolgatty,Manasa Radhakrishnan,,","Boban Samuel,","Y.V. Rajesh,","Comedy,Thriller,",,"March 29, 2018 (India)","India,","Malayalam,","Chand V Creations,","$13,740",,2h 11min,Color,,,6.0/10,296,6,2,
The Suicide Squad: A Typical Tuesday,"Stars,Derrick Andrews,Jude Baremore,Joshua Blackmon,,","Bj Lewis,","Bj Lewis,","Action,Crime,Drama,",,"December 15, 2015 (United States)","United States,","English,",,,"$1,000 (estimated)",45min,Color,,,5.8/10,20,,,
Mica,"Stars,Zakaria Inan,Sabrina Ouazani,Mohammed Azelrab Kaghat,,","Ismaël Ferroukhi,","Fadette Drouard,Ismaël Ferroukhi,","Comedy,Drama,Sport,",,"August 28, 2020 (France)","Morocco,France,","French,","Elzévir Films,La Prod,",,,1h 43min,Color,,,6.3/10,22,1,,
Boyne Falls,"Stars,Axel Harney,Mike Kopera,Juan Monsalvez,,","Steve Kopera,","Steve Kopera,Terri Sarris,Jeffery T. Schultz,","Thriller,",TV-MA,"April 18, 2018 (United States)","United States,","English,","Lakeview Pictures,Chapter 3 Media,AxeFin Productions,",,,1h 24min,Color,,1.78 : 1,5.1/10,1.4K,20,,
