title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
1812. Ulanskaya ballada,"Stars,Gediminas Adomaitis,Anatoliy Belyy,Sergey Bezrukov,,","Oleg Fesenko,","Gleb Shprigov,","Adventure,Drama,History,",,"November 1, 2012 (Russia)","Russia,","Russian,French,","Central Partnership,","$1,206,794","$15,000,000 (estimated)",1h 38min,Color,"Dolby Digital EX,",2.35 : 1,2.4/10,379,3,1,
Kirumi,"Stars,Charlie,David Solomon Raja,Marimuthu,,","Anucharan Murugaiyan,","M. Manikandan,Anucharan Murugaiyan,","Crime,",,"September 24, 2015 (India)","India,","Tamil,","JPR Films,",,"₹50,000,000 (estimated)",1h 44min,Color,,,7.1/10,380,1,3,
Kohinoor,"Stars,Asif Ali,Indrajith Sukumaran,Aju Varghese,,","Vinay Govind,","Ranjeet Kamala Sankar,Salil V.,","Comedy,Thriller,",,"September 24, 2015 (India)","India,","Malayalam,","Adam's World Of Imagination,",,,2h 19min,Color,,,6.4/10,626,4,1,
Waiting in the Wings: The Musical,"Stars,Jeffrey A. Johns,Adam Huss,Rena Strober,,","Jenn Page,","Jeffrey A. Johns,","Comedy,Music,Musical,",Not Rated,"September 16, 2014 (Hong Kong)","United States,","English,","JJ Spotlight Productions,NANDAR Entertainment Group,",,,1h 47min,Color,,,6.0/10,193,7,4,
Three Days in August,"Stars,Edward James Hyland,Meg Foster,Luis Albert Acevedo Jr.,,","Johnathan Brownlee,","Chad Berry,Johnathan Brownlee,David Langlinais,","Drama,",PG-13,"December 2, 2016 (United States)","United States,Canada,","English,","Sionna Productions,Torfoot Films,Ubiquimedia,",,,1h 37min,Color,"D-Cinema 48kHz 5.1,",2.35 : 1,5.0/10,127,4,4,
Paranormal Incident,"Stars,Oliver Rayon,Chelsea Vincent,Brett Edwards,,","Matthew Bolton,","Matthew Bolton,Chris W. Freeman,","Horror,Sci-Fi,",Not Rated,"October 31, 2011 (United States)","United States,","English,","Marquis Productions,Splashdown Productions,",,"$31,000 (estimated)",1h 22min,Color,"Stereo,",16:9 HD,2.9/10,881,13,20,
Adutha Saattai,"Stars,Samuthirakani,Athulya Ravi,Thambi Ramaiah,,","M. Anbazhagan,","M. Anbazhagan,","Drama,",,"November 29, 2019 (India)","India,","Tamil,","Sri Vaari Film,",,,,Color,,,5.8/10,149,4,,
Angels of Darkness,"Stars,Ahmet Mekin,Burak Çelik,Özgür Daniel Foster,,","David Angelus,","David Angelus,","Crime,Drama,",,,"Turkey,","Turkish,",,,,1h 23min,Color,,16:9 HD,,,,,
Loca Por El Trabajo,"Stars,Bárbara de Regil,Adriana Barraza,Marianna Burelli,,","Luis Eduardo Reyes,","Writers,Flavia Atencio,Paulo Cursino,José Luis Gutiérrez Arias,,","Comedy,",TV-MA,"November 16, 2018 (Mexico)","Mexico,","Spanish,","Spectrum Films,","$2,105,743","MX$27,000,000 (estimated)",1h 34min,Color,,,4.3/10,280,1,,
Padauk Musical,"Stars,Sai Sai Kham Leng,May Thizar Oo,Poe Mamhe Thar,,","Mee Pwar,","Nay Naw,","Musical,Romance,",,"March 5, 2020 (Burma)","Burma,","Burmese,","Frenzo Production,",,"MMKÂ 300,000,000 (estimated)",2h 7min,Color,"D-Cinema 48kHz 5.1,",2.35 : 1,7.9/10,60,4,,
Mantra 2,"Stars,Raghu Babu,Tanikella Bharani,Chethan Cheenu,,","S.V. Suresh,",,"Comedy,Crime,Horror,Music,Mystery,Thriller,",,"December 25, 2013 (India)","India,","Telugu,","Teja Films,",,,1h 28min,Color,"Dolby,",1.66 : 1,4.5/10,76,,,
Letnie przesilenie,"Stars,Jonas Nay,Filip Piotrowicz,Gerdy Zint,,","Michal Rogalski,","Michal Rogalski,","Drama,War,",,"October 22, 2015 (Germany)","Poland,Germany,","Polish,German,Russian,","Prasa i Film,Sunday Filmproduktion,Mafilm,",,"PLN 10,000,000 (estimated)",1h 36min,Color,"Dolby Digital,",1.85 : 1,6.2/10,374,6,10,
A Glória e a Graça,"Stars,Carolina Ferraz,Sandra Corveloni,Sofia Marques,,","Flávio Ramos Tambellini,","Lusa Silvestre,Mikael de Albuquerque,","Drama,Family,",,"March 30, 2017 (Brazil)","Brazil,","Portuguese,","Globo Filmes,Tambellini Filmes,",,,1h 34min,Color,,,6.7/10,121,1,2,
Arayesh-e ghaliz,"Stars,Hamed Behdad,Tannaz Tabatabaei,Habib Rezaei,,","Hamid Nematollah,","Hadi Moghadamdoost,Hamid Nematollah,","Drama,",,"September 17, 2014 (Iran)","Iran,","Persian,English,Chinese,",,,,1h 39min,Color,"Dolby Digital,",1.85 : 1,4.8/10,704,12,,
Bob Thunder: Internet Assassin,"Stars,Brock Baker,Evelina Barry,Greg Benson,,","Joe Nation,","Joe Nation,","Action,Comedy,",,"October 27, 2015 (United States)","United States,","English,","Epic Level Entertainment,Film On,Relativity Digital Studios,",,,,Color,,,3.5/10,136,2,,
