title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Dream of Youth,,,,,,"November 18, 2016 (China)",,,,"$2,904",,,,,,,,,,
Don't Walk Away,,,,,,"October 18, 2019 (China)",,,,"$2,217",,,,,,,,,,
Punk Never Ends!,,,,,,"March 21, 2019 (Slovakia)","Slovakia,","English,",,"$7,009",,,Color,,,,,,,
Niewinna,"Stars,Milena Staszuk,Marek Kasprzyk,Bartosz Szpak,,","Piotr Andrejew,","Piotr Andrejew,Martyna Butrym,Mikolaj Suchocki,","Mystery,",,"November 30, 2016 (Poland)","Poland,","Polish,",,,"$50,000 (estimated)",1h 26min,,,,,,,,
Nagavalli,,,,,,2015 (India),"India,","Kannada,",,,,,Color,,,,,,,
"Molière, reviens! Ils sont devenus fous! (Stageplay)","Stars,Hugo Astrion,Sylvie Begon,Samuel Bisch,,","Eliane Luminet,","Alain Lavaire,Eliane Luminet,","Comedy,",,"June 11, 2018 (France)","France,","French,",,,,1h 20min,Color,,,,,,,
Dirt Blood,"Francisco Calderon,Luke Van Os,","Jake Cameron,","Jake Cameron,","Drama,",,2019 (United States),"Australia,","English,",,,"$5,000 (estimated)",,Color,,,,,,,
Amber Dreams,"Stars,Casey O'Keefe,Christopher Pedersen,Kira McCarthy,,","Christopher Pedersen,","Christopher Pedersen,","Comedy,Drama,Romance,",,,"United States,","English,",,,,1h 40min,,,,,,,,
Love Clue,"Kitty Lin,","Abraham Yang,","Sabrina Wang,Abraham Yang,","Comedy,Drama,",,March 2013 (Taiwan),"Taiwan,","Chinese,",,,,2h 19min,Color,,,,,,,
Lalji Qalandarr,"Stars,Himmat Singh Jadeja,Anil Marwari,Ishwar Dutt Mathur,,","Amit Ojha,","Anil Marwari,Amit Ojha,","Drama,Musical,",,"September 26, 2019 (India)","India,","Hindi,","Saransh Broadways,Saransh Broadways,",,,1h 49min,,"D-Cinema 48kHz 5.1,",2.35 : 1,,,,,
Sinister Pride,"Stars,Cindy,Leon Clingman,Barry Friedman,,","Chris David,Barry Friedman,","Chris David,Barry Friedman,Kevin Singh,","Action,",,"October 9, 2010 (South Africa)","South Africa,","English,","Hollyveld Entertainment,Orocci Pictures,",,"ZAR 2,100 (estimated)",1h 27min,Color,,,,,,,
Promdi,"Stars,Kiko Estrada,Shaira Diaz,Chris Leonardo,,","Charlotte Dianco,","Charlotte Dianco,","Drama,",,"February 17, 2019 (Philippines)","Philippines,","Tagalog,Filipino,","Spring Fairy Entertainment,Timeless Entertainment,",,"₱1,000,000 (estimated)",,Color,,,,,,,
Swan Lifts Turtle,"Atsavine Phetsanghane,Phoumsana Sirivongsa,Louknum Thidalat Vongsili,","Phoumsana Sirivongsa,",,"Comedy,",,"December 3, 2017 (Malaysia)","Laos,","Lao,","Kheo Heng Production,",,,1h 45min,Color,,,,,,,
Barcelona vs Inter Milan,,,,,,"October 2, 2019 (Spain)","Spain,",,,,,1h 30min,Color,,,,,,,
Cryptid,"Stars,Jennifer Kazlo,Joshua Harrington,Michael J. Cannon,,","Michael Kazlo,","Michael Kazlo,","Horror,",,"May 17, 2013 (United States)","United States,","English,","Archangel Productions,",,,,Color,,,5.4/10,13,1,,
CD Leganés vs Girona FC,,,,"Action,",,"September 20, 2017 (Spain)","Spain,","Spanish,",,,,,Color,,,,,,,
3 Tasks,,"Brandon English,","Brandon English,","Drama,Fantasy,History,",,November 2016 (China),"China,","English,",,,,1h 20min,Color,,,,,,,
Agathinai,"Mahima,","Maruthu,",,"Family,",,"October 5, 2014 (India)","India,","Tamil,",,,,,Color,,,,,,,
Arsenal vs Newcastle United,"Arsenal F.C.,Newcastle United F.C.,",,,,,"December 16, 2017 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Jothegara,"Prem Kumar,Ramya,Ashish Vidyarthi,","Sigamani,","Sigamani,","Drama,",,"September 10, 2010 (India)","India,","Kannada,","Ashwini Entertainment,",,,2h 11min,Color,,,,,,,
Clasificados,"Stars,Jazmín Abuín,María Ayuso,Gonzalo Barcel,,","Juan Pablo Macellari,","Alberto Ramos Barranco,César De Nicolás,Juan Pablo Macellari,","Comedy,",,"August 7, 2013 (Spain)","Spain,","Spanish,","Channel Communications Group,",,"€1,250,000 (estimated)",,Color,,16:9 HD,6.5/10,7,,,
Jelger de Goochelaar en de Boevenbende,"Stars,Jelger Dees,Sebastiaan van Baar,Claire Segijn,,","Jelger Dees,","Jelger Dees,","Adventure,Comedy,Mystery,",,"March 25, 2014 (Netherlands)","Netherlands,","Dutch,","Dees Films,",,,1h 5min,Color,"Stereo,",16:9 HD,,,,,
Shin Nihon no shuryo,,,,"Action,",,2015 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
All the Little Things,"Aroa Rodríguez,","Gary Kenneally,","Gary Kenneally,","Drama,",,"May 17, 2013 (Ireland)","Ireland,","Irish Gaelic,English,Spanish,","Kenneally Films,",,"€8,000 (estimated)",,Color,,,,,,,
Arrows of Time,"Stars,Colin Baker,John Guilor,Chris Walker-Thomson,,","Duncan Hendy,","Duncan Hendy,","Sci-Fi,",,"August 3, 2017 (United Kingdom)","Czech Republic,","English,","Stranger in the Alps Productions,",,"£10,000 (estimated)",,Color,"D-Cinema 48kHz 5.1,",,,,,,
The Spartan Chronicles,"Stars,Michael Simpson Jr.,Ariel Johns,Matt Conde,,","Michael Simpson Jr.,","Michael Simpson Jr.,","Action,",,"July 27, 2017 (United States)","United States,","English,","Glowstick Bay Studios,",,"$300,000 (estimated)",1h 36min,Color,,1.78 : 1 / (high definition),,,,,
Stage 3,"Lourdes Helena Gallagher,Andressa Pamela,John Vanis II,","Erico Alessandro,","Erico Alessandro,Érico Alessandro de Munhoz,","Action,",,"July 1, 2018 (United States)","United States,Brazil,","English,Portuguese,","BES,Lourdes Helena Gallagher,",,"$200,000 (estimated)",1h 30min,Color,,,,,,,
Walk Together,"Stars,Angel Allen,Marc Allen,Micah Lynn Hanson,,","William Hadden,","Donna Burns,William Hadden,","Romance,",,2016 (United States),"United States,","English,","Oak Tree,",,"$3,500 (estimated)",,Color,,,,,,,
Origins V: Times Arrow,"Stars,Andrew Bacon,Ali Dixon,Tyler Gordanier,,","Kyle Parish,","Kyle Parish,","Action,Drama,Sci-Fi,",,September 2018 (Canada),"Canada,","English,","Parish Productions,",,"CA$5,000 (estimated)",2h 2min,Color,,16:9 HD,,,,,
Gross Century,,"Adam Cuttler,",,"History,",,"September 20, 2018 (United States)","United States,","English,",,,"$1,000 (estimated)",2h 18min,Color,,,,,,,
