title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Texas Cotton,"Stars,George Hardy,Jason Douglas,Tiffany Shepis,,","Tyler Russell,","Writers,Jameel Khaja,Gus Miltenberger,Tyler Russell,,","Crime,Mystery,Western,",PG-13,"October 28, 2018 (United States)","United States,","English,","Tyler Russell Productions,",,,1h 28min,Color,,,5.1/10,248,13,,
National Theatre Live: King Lear,"Stars,Ian McKellen,Sinéad Cusack,Danny Webb,,","Jonathan Munby,Ross MacGibbon,","William Shakespeare,","Drama,History,",,"September 27, 2018 (United Kingdom)","United Kingdom,","English,","National Theatre,","$1,142,561",,3h 47min,Color,"DTS,",1.78 : 1,8.6/10,281,1,2,
CLONED: The Recreator Chronicles,"Stars,Stella Maeve,Alexander Nifong,J. Mallory McCree,,","Gregory Orr,","Gregory Orr,","Sci-Fi,Thriller,",TV-14,"February 18, 2012 (South Korea)","United States,","English,","Recreator Labs,",,,1h 30min,Color,"Dolby Digital,",1.78 : 1,4.4/10,1.6K,28,20,
The Breeding,"Stars,Marcus Bellamy,Patrick Kuzara,Joe MacDougal,,","Daniel Armando,","Dane Harrington Joseph,","Drama,Thriller,",TV-MA,"September 11, 2018 (United States)","United States,","English,","Novo Novus Productions,",,,1h 23min,Color,,,4.0/10,125,3,1,
Teenage Vampire,"Stars,Claire Tablizo,Jaeden Riley Juarez,Gabby Garcia,,","Aaron Lee Lopez,","Aaron Lee Lopez,Paul Matthew Lopez,","Comedy,Drama,Fantasy,Horror,",Not Rated,"October 23, 2020 (United States)","United States,","English,","Mutt Productions,",,,1h 32min,Color,,2.35 : 1,3.0/10,128,15,1,
Fatteshikast,"Stars,Mrunmayee Deshpande,Sameer Dharmadhikari,Mrinal Kulkarni,,","Digpal Lanjekar,","Digpal Lanjekar,","Action,Drama,History,",,"November 15, 2019 (India)","India,","Marathi,","Almonds Creations,",,,2h 33min,Color,,,8.6/10,383,14,,
Thank You,"Stars,Akshay Kumar,Sonam Kapoor,Bobby Deol,,","Anees Bazmee,","Writers,Rajan Agarwal,Ikram Akhtar,Nisar Akhtar,,","Comedy,",Not Rated,"April 8, 2011 (India)","India,","Hindi,Punjabi,","Hari Om Entertainment Company,UTV Motion Pictures,","$5,452,347",,2h 5min,Color,"Dolby Digital,",,4.7/10,5.6K,32,13,
To Protect & Serve,"Stars,Mike Winkler,Martin Houston,Jason Gorze,,","Mike Winkler,","Mike Winkler,","Horror,",,"March 27, 2020 (United States)","United States,","English,","Winkler Pictures,",,"$2,000 (estimated)",,Color,,1.78 : 1,,,,,
Space,"Stars,Len Kabasinski,Lara Jean Sullivan,Michael Klug,,","Monte Light,","Cooper Holmes,Monte Light,","Horror,Sci-Fi,",Not Rated,"March 31, 2020 (United States)","United States,","English,","American Courtyard Productions,Seawolf Cinema,",,"$11,000 (estimated)",1h 33min,Color,"Dolby Digital,",1.85 : 1,1.8/10,339,4,8,
Kaakkaa Muttai,"Stars,Ramesh,J. Vignesh,Aishwarya Rajesh,,","M. Manikandan,","Anand Annamalai,M. Manikandan,","Comedy,Drama,",,"June 5, 2015 (India)","India,","Tamil,","Fox STAR Studios,Grass Root Film Company,Wunderbar Films,","$246,551",,1h 31min,Color,,,8.4/10,6.5K,31,18,
Paintball Massacre,"Stars,Katy Brand,Lee Latchford-Evans,Robert Portal,,","Darren Berry,","Chris Regan,","Comedy,Horror,Thriller,",,"December 15, 2020 (Canada)","United Kingdom,","English,","Paintball Massacre,",,"£100,000 (estimated)",1h 32min,Color,,2.35 : 1,3.2/10,213,22,25,
Eo-lin hyeong-soo 2,"Han Ka Hee,Eun-mi Lee,Lee Eun Mi,","Kim Tae-soo,",,"Drama,Romance,",,"February 8, 2017 (South Korea)","South Korea,","Korean,",,,,1h 35min,Color,,,5.5/10,23,,,
Sisanje,"Stars,Nikola Rakocevic,Viktor Savic,Bojana Novakovic,,","Stevan Filipovic,","Writers,Stevan Filipovic,Stasa Koprivica,Dimitrije Vojnov,,","Action,Crime,Drama,",,"October 6, 2010 (Serbia)","Serbia,","Serbian,","Hypnopolis,","$288,512","€500,000 (estimated)",1h 38min,Color,"DTS,Dolby Digital,",1.85 : 1,6.4/10,4.9K,4,18,
Sammy's avonturen 2,"Stars,Alan Shearman,Thomas Lee,Cinda Adams,,","Vincent Kesteloot,Ben Stassen,Mimi Maynard,","Domonic Paris,","Animation,Adventure,Family,",Not Rated,"August 15, 2012 (Belgium)","Belgium,United States,France,Italy,","English,","nWave Pictures,Illuminata Pictures,Motion Investment Group,","$49,261,830",,1h 32min,Color,"Dolby Digital,",2.39 : 1,5.6/10,2.2K,7,32,
8 Seconds,"Stars,Esra Inal,Ceylin Adiyaman,Gülay Baltaci,,","Ömer Faruk Sorak,Birkan Pusa,","Esra Inal,Nuran Evren Sit,","Biography,Drama,Fantasy,Romance,",,"February 27, 2015 (Turkey)","Turkey,Germany,","Turkish,German,","BKM Film,Barefoot Films,Beng'S Production,","$1,759,935","€5,000,000 (estimated)",2h,Color,,,6.5/10,1.8K,2,7,
