title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
I Spill Your Guts,"Stars,Billy Walsh,Carmine Capobianco,James Balsamo,,","James Balsamo,","James Balsamo,","Horror,Thriller,",Not Rated,"April 1, 2012 (United States)","United States,","English,","Acid Bath Productions,",,"$60,000 (estimated)",1h 30min,Color,,,2.7/10,169,4,5,
Aidiyet,"Eylül Su Sapan,Çaglar Yalçinkaya,","Burak Cevik,","Burak Cevik,","Crime,Drama,Romance,",,"February 9, 2019 (Germany)","Turkey,Canada,France,","Turkish,","Acéphale,Fol Film,Kuyu Film,",,,1h 13min,Color,"Stereo,",,5.8/10,689,1,5,
Kitty Party,"Stars,Kainaat Arora,Nav Bajwa,Ranav Bajwa,,","Nav Bajwa,","Nav Bajwa,Aman Sidhu,","Action,Comedy,",,"December 13, 2019 (India)","India,","Punjabi,","Arri Production House,","$5,218",,2h 14min,Color,,,3.8/10,6,,,
¡Primaria!,"Stars,Francisco Alfonsin,Maica Sánchez Caballero,Eva Rubio,,","Iván Noel,","Francisco Alfonsin,Iván Noel,","Comedy,",,"October 24, 2010 (Japan)","Spain,","Spanish,","FotoFilmVideo,",,"€60,000 (estimated)",1h 47min,Color,"Dolby SR,",1.85 : 1,7.2/10,76,2,1,
We Ourselves,"Stars,Caitríona Ennis,Gavin Drea,Seána Kerslake,,","Paul Mercier,","Paul Mercier,","Drama,",,"October 18, 2018 (Ireland)","Ireland,","English,",,,,1h 36min,Color,,,6.9/10,20,1,,
Thanaha,"Stars,Saranya Anand,Sudheesh Anchery,Punnapra Appachan,,","Prakash Kunjhan Moorayil,","Salvaraj Kulakandathil,","Comedy,Drama,Thriller,",,"November 2, 2018 (India)","India,","Malayalam,","Ivania Productions,",,"₹47,500,000 (estimated)",2h 2min,Color,"D-Cinema 48kHz 5.1,",,6.0/10,50,4,,
Zombie World 2,"Stars,Gilly Conklin,Tracey Coppedge,Edgar Coronel,,","Directors,Fernando González Gómez,Christopher G. Moore,Aaron McCann,,","Eryk Pruitt,Evan Tramel,","Comedy,Horror,",,"October 17, 2018 (United States)","United States,","English,Italian,","WOWNow Entertainment,",,,1h 23min,Color,,,3.0/10,107,5,,
Wanon Koo Fud,"Stars,Zozeen Panyanut Jirarottanakasem,Sumret Muengput,Vithaya Pansringarm,,","Nontakorn Taweesuk,","Nontakorn Taweesuk,","Action,",,"February 25, 2016 (Thailand)","Thailand,","Thai,",,,"THB 30,000,000 (estimated)",,Color,,,6.9/10,30,,,
Super,"Stars,Upendra,Nayanthara,Tulip Joshi,,","Upendra,","Upendra,","Drama,",,"December 3, 2010 (India)","India,","Kannada,","Rockline Productions,",,"₹150,000,000 (estimated)",2h 20min,Color,,2.35 : 1,8.1/10,2.2K,5,,
Bulbule,"Jasmeet Singh Bhatia,Sachin K. Jaryal,","Manpreet Dhami,",,"Thriller,",,"December 20, 2020 (India)","India,","Hindi,",,,"₹10,000,000 (estimated)",1h 35min,,,,9.6/10,60,2,,
