title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Kushuthara: Pattern of Love,"Stars,Karma Chedon,Emrhys Cooper,Bumpa Dorji,,","Karma Deki,","Karma Deki,","Drama,Romance,",,"March 3, 2017 (United States)","Bhutan,","Dzongkha,English,","Dream It Productions,EmCo Entertainment,",,"$1,000,000 (estimated)",1h 32min,Color,,,7.4/10,22,6,,
AWOL,"Stars,Gerald Anderson,Dianne Medina,Bembol Roco,,","Enzo Williams,","Writers,Richard Reynante,Michael Bernaldez,Shugo Praico,,","Action,Thriller,",,"August 16, 2017 (Philippines)","Philippines,","Tagalog,Filipino,","Skylight Films,CineBro,",,,1h 15min,Color,,,5.9/10,49,2,,
Entre Oscuros Sueños,"Stars,Elena Leonar,J.A. Pagán,Sandra Diéguez,,","Chris Jiménez,","Chris Jiménez,","Crime,Fantasy,Mystery,Sci-Fi,Thriller,",,"February 11, 2018 (Spain)","Spain,","Spanish,","Sleuth Entertainment,Le Films,",,€12 (estimated),1h 13min,,,1.33 : 1(original ratio),5.7/10,7,,,
Pulupot,"Stars,Gio Gapas,Justine Ferrer,Justin De Leon,,","Monti Parungao,","Monti Parungao,Lex Bonife,","Drama,",,"May 12, 2010 (Philippines)","Philippines,","Filipino,Tagalog,","Treemount Pictures,",,,1h 20min,Color,,1.78 : 1,5.5/10,32,,,
"Kamen Raidâ Jiô Next Time: Geitsu, majesutî","Stars,So Okuno,Keisuke Watanabe,Rihito Itagaki,,","Satoshi Morota,","Nobuhiro Mouri,","Action,Comedy,Fantasy,Sci-Fi,",,"February 28, 2020 (Japan)","Japan,","Japanese,","Toei Company,",,,1h 4min,Color,,,7.1/10,23,,,
Der Mann der die Welt aß,"Stars,Johannes Suhm,Hannes Hellmann,Maja Schöne,,","Johannes Suhm,Lena Lessing,","Nis Momme Stockmann,","Drama,",,"October 23, 2020 (Germany)","Germany,","German,","Barrierifilm,",,,1h 20min,Color,"Dolby Surround 7.1,",2.35 : 1,,,,,
Vidhu,"Stars,Lanka Bandaranayake,Shamila Nimanthi Frenando,Gamini Hettiarachchi,,","Asoka Handagama,","Asoka Handagama,","Family,",,"December 10, 2010 (Sri Lanka)","Sri Lanka,","Sinhala,English,","Mindfire Productions,Premiere Pictures,Silumina Films,",,,,Color,,,7.0/10,68,2,,
Aadu Magaadra Bujji,"Stars,Sudheer Babu Posani,Asmita Sood,Ajay,,","G.R. Krishna,","G.R. Krishna,Padmasri Nandhyala,Nandhyala Padma,","Action,Comedy,Romance,",,"December 7, 2013 (India)","India,","Telugu,","Colors & Claps Entertainments,",,,2h 21min,Color,,,5.9/10,75,1,,
Bene ma non benissimo,"Stars,Francesca Giordano,Rosario Terranova,Euridice Axen,,","Francesco Mandelli,","Writers,David McWater,Laura Sabatino,Vincenzo Terracciano,,","Comedy,",,"April 4, 2019 (Italy)","Italy,","Italian,","Comune di Torino,Film Investment Piedmont (FIP),Lupin Film,","$106,490",,1h 30min,Color,,2.35 : 1,6.0/10,80,1,,
Riptide,"Stars,Tim Barrow,Josh Brock,Cameron Docker,,","Tim Barrow,","Tim Barrow,","Drama,",,"July 6, 2020 (United Kingdom)","United Kingdom,","English,","Lyre Productions,",,"£12,000 (estimated)",1h 30min,Color,"Dolby Digital,",16:9 HD,,,3,,
Blueprint,"Stars,Daniel de Weldon,Meli Alexander,Santino Jimenez,,","Daniel Roemer,","Daniel Roemer,","Comedy,",,,"United States,",,"Zero Gravity Media,",,,,,,,,,,,
Imperfect Sky,"Stars,Blake Scott Lewis,Sam Lucas Smith,Deon Lucas,,","Graham Streeter,","Graham Streeter,","Drama,Thriller,",,"October 1, 2015 (United States)","United States,","English,","Imperative Pictures,",,,1h 55min,Color,,,8.1/10,46,2,,
Ladoo,"Stars,Vinay Forrt,Shabareesh Varma,Balu Varghese,,","Arungeorge K. David,","Sagar Sathyan,","Comedy,Drama,Musical,Romance,",,"November 16, 2018 (India)","India,","Malayalam,","Mini Studio,",,"₹27,500,000 (estimated)",2h 1min,Color,,2.35 : 1,5.0/10,66,4,7,
Vamps,"Stars,Vanessa Gomez,Courtney Kidd,Marcus Dreeke,,","Marcus Dreeke,","Marcus Dreeke,","Comedy,Horror,Thriller,",,"October 27, 2010 (United States)","United States,","English,","Wicked Wolf Films,Moving Target Entertainment,",,,1h 29min,Color,,,4.3/10,23,,,
