title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Deceived,"Stars,Jason Gorze,Mike Winkler,Rob Arnold,,","Mike Winkler,","Mike Winkler,","Thriller,",R,"July 23, 2011 (United States)","United States,","English,","Winkler Pictures,",,"$1,000 (estimated)",1h 30min,Color,,1.85 : 1,,,,,
Kameleon,,,"Krisztina Goda,","Drama,Romance,",Not Rated,,"Hungary,","English,",,,,1h 49min,Color,,,,,,,
Escape from the Electric Chair,"Ronald Koontz,","Ronald Koontz,","Ronald Koontz,","Crime,",,"October 11, 2011 (United States)","United States,","English,",,,"$1,000 (estimated)",,,,,,,,,
Umma,"Stars,Madhu,Shobha Mohan,Kochu Preman,,","Vijayakrishnan,","Vijayakrishnan,","Drama,",,2011 (India),"India,","Malayalam,","Saranam Pictures,",,,,Color,,,,,,,
Days that Go By,"Stars,Mathieu R. Grenier,Sandra Herzegova,Francis Michaud,,","Hamed Sedaghat,","Hamed Sedaghat,","Drama,",,,"Canada,","French,",,,,1h 14min,Color,,,,,,,
My Hypnotic Beyond,"Tom Brangle,Anna Foss Wilson,","Jammy Yoon,","Jammy Yoon,","Sci-Fi,",,"April 8, 2016 (United States)","United States,","English,",,,,,Color,,,,,,,
Samij luchij denj,,,,,,"December 27, 2015 (Lithuania)",,,,"$103,331",,,,,,6.0/10,7,,,
Or So I've Been Told,"Stars,Shon Berry,Frukwan Bey,Naomi M. Bryant,,","Randell Morgan,","Randell Morgan,","Comedy,Romance,",,"November 1, 2018 (United States)","United States,","English,","PharaohShus FIlms,",,,,Color,,,,,,,
Vavval Pasanga,"Rahul,Utthara Unni,","Suresh,",,"Action,",,"October 26, 2012 (India)","India,","Tamil,","Sree Raji Movies,",,"₹20,000,000 (estimated)",,Color,,,,,,,
Ash,"Stars,Tim Decker,Stephanie Brown,Kevin R. Kelly,,","Thomas Geraty,","Thomas Geraty,","Drama,",,2010 (United States),"United States,","English,","Big Field Productions,",,"$200,000 (estimated)",1h 38min,Color,,,7.9/10,10,,,
Light & Dark,,"Motaz Matar,",,"Drama,",,,,,"Red Sea Institute of Cinematic Arts (RSICA),",,,,,,,,,,,
Purashîbo,,"Ippei Endo,",,,,"November 12, 2016 (Japan)","Japan,","Japanese,",,,,3h 28min,Color,,,,,,,
Paralleli,"Dmitriy Tsyba,","Timofey Kharkevich,","Timofey Kharkevich,","Comedy,Drama,Romance,",,,"Russia,","Russian,",,,,1h 40min,,,,,,,,
