title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
El quinto mandamiento,"Stars,Ilean Almaguer,Angélica Aragón,Tomás Goros,,","Rafa Lara,","Rafa Lara,","Thriller,",,"March 2, 2012 (Mexico)","Mexico,","Spanish,","Cyclus,",,,1h 33min,Color,,,5.3/10,183,1,5,
Eish Hayatak,"Stars,Hamada Barakat,Ahmed El Sherbini,Yasser El Tobgy,,","Tamer Basyuni,","Wisam Hamid,","Adventure,Comedy,Drama,Romance,",,"February 13, 2019 (Egypt)","Egypt,","English,Arabic,",,"$24,540",,1h 50min,Color,,,6.6/10,70,1,,
"Duarte, traición y gloria","Stars,Judith Rodriguez Perez,Josue Guerrero,Miguel Ángel Martínez,,","Leo Silverio,","Agustin Cortes,Leo Silverio,","Drama,History,",,"January 26, 2014 (Dominican Republic)","Dominican Republic,","Spanish,","Kamajanes Nocturnos Films,",,"$1,250,000 (estimated)",,,,,2.1/10,14,,,
American Bully,"Stars,Rome Clanton,Trina King,Jamir Smith,,","Jermaine Quick,","Jermaine Quick,","Drama,",Not Rated,"October 1, 2018 (United States)","United States,","English,","EQ Film Productions,",,"$15,000 (estimated)",1h 30min,Color,,16:9 HD,,,,,
One Stop for Love,"Stars,Shweta Khanduri,Mousam Sharma,Shikha Singh,,","Supriya Khan,Ismail Umarr Khan,","Ismail Umarr Khan,","Comedy,Romance,",,"April 16, 2020 (India)","India,","Hindi,","Ad Men at Work,Ayat Telefilms,Story Telling by Masterrs,",,"₹5,000,000 (estimated)",1h 5min,Color,"D-Cinema 48kHz 5.1,",,,,,,
Das Ende der Geduld,"Stars,Martina Gedeck,Jörg Hartmann,Sascha Alexander Gersak,,","Christian Wagner,","Stefan Dähnert,Kirsten Heisig,","Drama,",,"June 30, 2014 (Germany)","Germany,","German,","Christian Wagner Filmproduktion,Claussen Wöbke Putz Filmproduktion,Claussen Wöbke Putz Filmproduktion,",,"€2,000,000 (estimated)",1h 30min,Color,"Dolby Digital,",1.78 : 1,6.8/10,179,2,2,
Self Portrait,"Stars,Chad Nell,Kasha Fauscett,Ketrick 'Jazz' Copeland,,","Kim Pritekel,","Troy Fauscett,Kim Pritekel,","Crime,Drama,Thriller,",,June 2013 (United States),"United States,","English,","Asp Films,",,"$35,000 (estimated)",1h 14min,Color,,,,,,,
Shooting Stanley Kubrick,"Tom Mayk,","T. Patrick Murray,","T. Patrick Murray,",,,"December 10, 2015 (United States)","United States,","English,","HDTV,",,"$48,000 (estimated)",,Color,,,,,,,
Angry Young Man,"Stars,Muntazir Ahmad,Amit Bhardwaj,Ashit Kumar,,","Ramesh Rout,",,"Action,",,"April 11, 2014 (India)","India,","Hindi,","V.R. Films,V.S.R. Films,",,"₹100,000,000 (estimated)",,Color,,,5.8/10,12,1,,
Lava Kusa: The Warrior Twins,"Stars,Natalie DP,Arun Govil,Robert Lang,,","Dhavala Satyam,","Dhavala Satyam,","Animation,",,2010 (India),"India,","English,Tamil,Hindi,Telugu,Bengali,","Rayudu Vision Media,",,,2h,Color,,,6.9/10,39,,,
Okkadine,"Stars,Nara Rohith,Nithya Menen,Ali,,","Raga Srinivas,","Ramana Chintapally,","Action,Romance,",,"February 14, 2013 (India)","India,","Telugu,","Gulabi Movies,",,,2h 13min,Color,,,5.6/10,77,1,,
Silky Waves of Friend's Sea,"Stars,Alexandra Mogos,Ashkan Sheshbolooki,Mohammad Taravati,,","Amir Hossein Kaveh,","Amir Hossein Kaveh,Vincenzo Lauria,","Drama,",,"March 21, 2019 (Italy)","Italy,","Italian,Persian,","I-Noor Film,",,,1h 16min,Color,"Dolby SR,",2.35 : 1,,,,,
Apa Celop Toqq...,"Stars,Hazama Azmi,Intan Ladyana,Salehuddin Abu Bakar,,","Ajes,Ahmad Idham,","Azwan Annuar,Ahmad Idham,","Action,Comedy,Drama,",,"October 25, 2012 (Malaysia)","Malaysia,","Malay,","Excellent Pictures,",,,1h 30min,Color,,,2.4/10,22,,,
You Have the Right to Remain Violent,"Stars,Mark Munford,Casey Skinner,Devyn Maggio,,","Roberto Monticello,","Doug Klozzner,Ted Campbell,Joel A. Greenberg,","Action,Drama,Thriller,",Not Rated,"May 1, 2010 (United States)","United States,","English,","Jomar Motion Pictures,",,"$500,000 (estimated)",1h 28min,Color,,,7.6/10,37,,,
The Finders,"Stars,Kim Carson,Jacob Corsi,Pat DeFusco,,","Tracy Lucca,Anthony Berenato Jr.,","Joseph McGovern,Tracy Lucca,","Drama,",,October 2016 (United States),"United States,","English,",,,,1h 15min,Color,,,6.4/10,22,5,,
Kingsglaive: Final Fantasy XV - Battle Scene,,"István Zorkóczy,",,"Animation,Action,Fantasy,Sci-Fi,",,"August 17, 2016 (Hungary)","Hungary,","English,","Digic Pictures,",,,,Color,,,6.5/10,49,,,
The Battle for Jericho,"Stars,Genevieve Mooy,Maureen Sherlock,Dale Jackson,,","Rob George,","Rob George,","Sci-Fi,",,"December 6, 2019 (Australia)","Australia,","English,","Prospect Films,Prospect Productions,",,"A$10,000 (estimated)",1h 15min,Color,,16:9 HD,,,,,
Voie rapide,"Stars,Johan Libéreau,Christa Théret,Isabelle Candelier,,","Christophe Sahr,","Olivier Gorce,Elodie Monlibert,Christophe Sahr,","Drama,",,"August 8, 2012 (France)","France,","French,","Sésame Films,La Région Île-de-France,Centre national du cinéma et de l'image animée (CNC),",,,1h 30min,Color,,1.85 : 1,6.0/10,59,1,5,
