title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Last Life,"Michael Phillip Edwards,Tamika Lamison,Kobe Reverditto,","Michael Phillip Edwards,","Michael Phillip Edwards,","Drama,",,"February 11, 2018 (United States)","United States,","English,","MPE Films,",,,1h 22min,Color,"Dolby SR,",,,,,,
Kuyu,"Stars,Murat Ercanli,Mehmet Yasiru,Oguzhan Yücel,,","Serdar Bardakçi,","Mehmet Besir Çengelli,","Horror,",,"March 17, 2017 (Turkey)","Turkey,","Turkish,",,,,1h 30min,Color,,,2.9/10,10,,,
Paranoia Tapes 8: DVD+,,"Directors,Aaron B.,Steven Daemers,Ben Escobar,,","Chad Clinton Freeman,Jack Saint Hunter,","Horror,",,"May 15, 2020 (United States)","United States,","English,","Southern Sykos Productions,",,,1h 28min,Color,,,3.9/10,10,1,,
Play Party: An Education Orgy,"Stars,Amy Arrow,Lish Bliss,Kyle Durack,,","Kyle Durack,",,"Comedy,",,"May 31, 2020 (Canada)","Canada,United States,","English,",,,,1h 15min,Color,,,,,1,,
Blast and Whisper,"Stars,Mehran Haq,Libertad Green,Tiffany Ariany,,","Mark Moran,","Mark Moran,William Mortensen Vaughan,","Adventure,Biography,History,",,,"United States,","English,","Breadwin Productions,",,,1h 20min,Color,,,6.1/10,27,8,1,
Loss of Grace,"Stars,Paul Logan,Jasmine Waltz,Wilma Elles,,","Arun Konda,","Arun Konda,","Thriller,",,"November 26, 2020 (United States)","United States,","English,","Dynamic Features,",,"$100,000 (estimated)",1h 38min,Color,,16:9 HD,7.8/10,10,1,,
Benjamin Troubles,"Stars,Manu Intiraymi,Mishel Prada,Phillip Andre Botello,,","Kai Ephron,","Lee Ross,","Drama,Romance,Thriller,",,"September 19, 2015 (India)","United States,Mexico,","English,",,,,1h 35min,Color,,,7.4/10,93,4,1,
One Angry Man,"Stars,Jackie Mason,Raoul Felder,Mike Gallagher,,","Peter LeDonne,Steven Moskovic,","Mark Dickerman,James Felder,Jackie Mason,","Comedy,Drama,Mystery,",Not Rated,"May 1, 2010 (United States)","United States,","English,","Jyl Mas Productions,",,"$501,000 (estimated)",1h 30min,Color,,,5.6/10,37,3,,
The Wish,"Stars,Anthony Baines,Peter Carreg,Elizabeth Cooper,,","Marcel Mandu,","Marcel Mandu,","Drama,Fantasy,Horror,Sci-Fi,Thriller,",,"November 27, 2016 (United Kingdom)","United Kingdom,","English,",,,,1h 30min,,,,6.5/10,16,,,
Le leggi del desiderio,"Stars,Silvio Muccino,Nicole Grimaudo,Paola Tiziana Cruciani,,","Silvio Muccino,","Silvio Muccino,Carla Vangelista,","Drama,",,"February 26, 2015 (Italy)","Italy,","Italian,","Lotus Production,Medusa Film,Ministero dei Beni e delle Attività Culturali e del Turismo (MiBACT),","$620,658",,1h 45min,Color,"Dolby Digital,DTS,",2.35 : 1,5.2/10,235,2,,
Firefly,"Stars,Michael Chuah,Bernard Hiew,Ching Miau Lim,,","Michael Chuah,Jimmy Choong,","Julya Oui,","Action,Comedy,",,"November 14, 2013 (Malaysia)","Singapore,Malaysia,","Mandarin,","Evo Pictures,",,,1h 35min,Color,,,7.2/10,17,,,
Mieletön elokuu,"Stars,Kati Outinen,Miroslav Etzler,Elena Leeve,,","Taru Mäkelä,","Raija Talvio,","Comedy,Drama,Romance,",,"October 4, 2013 (Finland)","Finland,Norway,Czech Republic,","Finnish,English,Czech,Swedish,Russian,","Fog'n'Desire Films,Kinosto,Pomor Film,","$308,745","€1,800,000 (estimated)",1h 43min,Color,,2.35 : 1,5.8/10,277,1,9,
Born River Bye,"Stars,Dustin Gooch,Ashlee Heath,Olivia Dean,,","Timothy Hall,","Timothy Hall,","Drama,",,"March 31, 2017 (United States)","United States,","English,","Born River Bye,",,,1h 24min,Color,,,8.0/10,11,1,,
Terry's Car Gets Stolen,"Stars,Matthew Winquist,Kyle Englehart,Heather May,,","Daniel Turres,","James Roberts,","Comedy,Drama,",,"October 19, 2021 (Canada)","Canada,","English,","Pageman Production,",,,1h 15min,Color,,,,,,,
Linko,"Stars,Críspulo Cabezas,Manel Barceló,Daniel Carrillo,,","Rafael Calvo,David Valero,Xosé Zapata,","Rafael Calvo,Xosé Zapata,","Adventure,Drama,Sci-Fi,",,"March 27, 2014 (Spain)","Spain,","Spanish,Galician,","Ignacio Benedeti Cinema,Nadir Films,Jaibo Films,",,,1h 10min,Color,,2.35 : 1,5.3/10,20,,,
Siska Deluxe,"Stars,Ziga Födransperg,Marko Miladinovic,David Furlan,,","Jan Cvitkovic,","Jan Cvitkovic,","Comedy,Drama,",,"October 29, 2015 (Slovenia)","Slovenia,Czech Republic,Republic of Macedonia,Italy,","Slovenian,","Perfo Production,Evolution Films,Kino Oko,","$66,709","€1,038,380 (estimated)",1h 48min,Color,"D-Cinema 48kHz 5.1,",1.85 : 1,6.3/10,431,3,,
Turkey Day,"Simon Hill,","Chip Bryant,","BC Fourteen,","Animation,Comedy,",,"November 3, 2020 (United States)","United States,","English,",,,,1h 20min,Color,,,,,,,
The Invader,"Stars,Kevin Daigneault,Chris Banks,Christopher Greiner,,","Tony Ashmore,","Tony Ashmore,","Horror,",,"May 13, 2019 (United States)","United States,","English,","CinemaHarvest,",,"$100,000 (estimated)",,Color,,2.35 : 1,6.4/10,6,,,
Necronos,"Stars,Thomas Sender,Manoush,Timo Fuchs,,","Marc Rohnstock,","Marc Rohnstock,","Horror,",Not Rated,"December 5, 2010 (Germany)","Germany,","German,","Infernal Films,",,,2h 7min,Color,,,3.9/10,228,3,16,
Dave of the Dead,"Stars,Simon Hill,Jonathon Carley,Paul Castro Jr.,,","Chip Bryant,","BC Fourteen,","Animation,",,"October 6, 2020 (United States)","United States,","English,",,,,1h 10min,Color,,,3.8/10,6,,,
F5 Teraphobia,"Stars,Gary Wayne Loper,Sheenan Cole,Giovanni Cohea,,","Kimberly Taylor Fagan,","Kimberly Taylor Fagan,","Horror,",,"January 1, 2018 (United States)","United States,","English,","Astro Clown Productions,Do U Films,Do U Films,",,"$5,000 (estimated)",1h 30min,Color,"Dolby Digital,",,5.0/10,48,4,,
Kono Sekai no Tanoshimikata: Secret Story Film,"Nobunaga Shimazaki,Koki Uchiyama,","Fumie Muroi,","Narita Yoshimi,","Animation,",,"December 25, 2020 (Japan)","Japan,","Japanese,",,,,1h 30min,Color,,,,,,,
Cosmos Within Us,"Stars,Aude-Laurence Clermont Biver,Fanny Blanchard,Tony Clarkin,,","Tupac Martir,","Benjamin Farry,","Drama,",,"August 25, 2019 (Italy)","United Kingdom,","English,","Luxembourg Film Fund,Satore Studio,Satore Tech,",,"£750,000 (estimated)",1h,Color,,,,,,,
Stags,"Stars,Benim Foster,Mark Giordano,Jesse Joyce,,","Jamie Greenberg,","Jamie Greenberg,","Comedy,Romance,",TV-14,"June 3, 2011 (United States)","United States,","English,","Stags Film,",,"$500,000 (estimated)",1h 42min,Color,,1.78 : 1 / (high definition),5.7/10,78,,,
Yi ju ding yi wan ju,"Stars,Hai Mao,Qian Li,Pei Liu,,","Yulin Liu,","Zhenyun Liu,","Drama,",,"November 4, 2016 (China)","China,","Mandarin,","Beijing Tugu Culture Communication,Beijing Wevining Technology,Fun Show Culture Communication,","$3,000,903",,1h 47min,Color,,,6.4/10,150,6,,
Unreported,"Stars,Dylan Mooney,Daphne Duplaix,Joe Torry,,","Jason E. Barnes,","Jason E. Barnes,Brian Fire,","Crime,Drama,Mystery,Thriller,",,2016 (United States),"United States,","English,","Afflatus Productions,Taurean Entertainment,",,"$150,000 (estimated)",1h 30min,Color,,,,,1,,
Ch'oumen tagurae,"Na-Kyung Ha,",,,"Comedy,",,"September 14, 2017 (South Korea)","South Korea,","Korean,",,,,1h 14min,Color,,,,,,,
We Are So Cool,"Stars,Mehran Ghafoorian,Majid Salehi,Niousha Zeighami,,","Bahman Goodarzi,","Writers,Peyman Abbasi,Yazdan Fotouhi,Bahman Goodarzi,,","Comedy,Drama,",,"February 7, 2018 (Iran)","Iran,","Persian,","Baderan Network,",,"IRR 10,000,000,000 (estimated)",1h 34min,Color,"Dolby Digital,",1.85 : 1,3.3/10,77,1,1,
Seru,"Stars,Sharnaaz Ahmad,Kat,Nisha Dir,,","Mohd Pierre Andre,Ming Jin Woo,","Mohd Pierre Andre,Ming Jin Woo,","Horror,",,"April 28, 2011 (Malaysia)","Malaysia,","Malay,","Tayangan Unggul,",,,1h 24min,Color,,,5.9/10,98,2,6,
More Than Chance,"Stars,Kelsey Minick,Julie Bargmann,Katie Bargmann,,","Debra Johanyak,Matt Murphy,","Debra Johanyak,","Drama,",,2010 (United States),"United States,","English,","Mogadore Films,",,"$100,000 (estimated)",1h 30min,Color,,,5.7/10,32,1,,
Romeo,"Adonika,Sairam Shankar,Ravi Teja,","Gopi Ganesh,","Puri Jagannadh,","Drama,",,"October 10, 2014 (India)","India,","Telugu,","Maharshi Cinema,",,,1h 59min,Color,,,5.5/10,39,1,,
A Spell on You,"Stars,Sarah Jayne Butler,Georgia Maguire,Royce Pierreson,,","Justin Hardy,","Jack Fishburn,Justin Hardy,Muireann Price,","Comedy,Romance,",,2015 (United Kingdom),"United Kingdom,","English,","Justin Hardy,",,"£30,000 (estimated)",1h 29min,Color,,,5.5/10,22,3,,
Sin novedad,"Stars,Silvia Espigado,Fernando Guillén Cuervo,Ignacio Jiménez,,","Miguel Berzal de Miguel,","Miguel Berzal de Miguel,","Drama,Family,Mystery,",,"May 31, 2018 (Spain)","Spain,","Spanish,","Miguel Berzal de Miguel,",,,1h 10min,Color,,,7.8/10,14,,,
Langit Cinta,"Stars,Nur Fazura,Keith Foo,Farid Kamil,,","Osman Ali,",,"Drama,",,"January 7, 2016 (Malaysia)","Malaysia,","Malay,","Astro Shaw,Nuansa Sdn.,",,,2h,Color,,,7.3/10,7,,,
"Daisy Derkins, Dogsitter of the Damned","Stars,Susanna D'Arcy,Annamarie Ruggiero,Christine Fisler,,","Mark Mackner,","Mark Mackner,","Comedy,Horror,",,"March 8, 2013 (United States)","United States,","English,","Monstros Madre,",,$500 (estimated),1h 15min,Black and White,,,6.2/10,42,2,3,
Dominium,"Stars,Emanuel Freire,Yomar Davila,Nicole Ramos,,","Ricardo Cayuela,Eladio Feliciano-Matos,",,"Drama,Horror,Mystery,Thriller,",R,"October 21, 2013 (Puerto Rico)","Puerto Rico,","Spanish,","Cine Posible,",,"$30,000 (estimated)",1h 15min,,,1.78 : 1 / (high definition),4.7/10,99,2,1,
Onna ukiyoe-shi,"Stars,Mako Oda,Mari Yamaguchi,Horiken,,","Ken'ichi Fujiwara,","Ken'ichi Fujiwara,",,,"April 27, 2012 (Japan)","Japan,","Japanese,","All In Entertainment,",,,,Color,,,,,,,
Chennai 2 Bangkok,"Stars,Jai Akash,Yogi Babu,Chaams,,","Sathish Santhosh,",,"Drama,",,"December 13, 2019 (India)","India,","Tamil,","Jai Balaji Movie Makers,",,,2h 21min,Color,,,2.9/10,9,,,
3 A.M.,"Stars,Jason Matthew Ethier,A. Galak,Norman Hakim,,","Azlan Shahril,","Azlan Shahril,","Horror,",,"December 6, 2018 (Malaysia)","Malaysia,","Malay,","Bright Sun Media,",,"MYR 360,000 (estimated)",1h 32min,,"D-Cinema 96kHz 5.1,",,3.8/10,11,,,
