title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Allende en su laberinto,"Stars,Daniel Muñoz,Aline Küppenheim,Horacio Videla,,","Miguel Littin,","Miguel Littin,","Action,Biography,Drama,",,"March 26, 2015 (Chile)","Chile,Venezuela,","Spanish,","Fundación Villa del Cine,La Taguara Fílmica,VPC Cinema Video,",,,1h 30min,Color,,,6.1/10,534,21,2,
Um Dia Com Jerusa,"Léa Garcia,Débora Marçal,Antonio Pitanga,","Viviane Ferreira,","Viviane Ferreira,","Drama,",,"January 26, 2020 (Brazil)","Brazil,","Portuguese,","Odun Formação & Produção,",,"R$1,000,000 (estimated)",1h 14min,,,,7.1/10,36,1,,
Hooked,"Stars,Catherine Curtin,Andy Karl,Jon Lovitz,,","Anthony Patellis,","Writers,Rob Alicea,Scarlett A. Camargo,Anthony Patellis,,","Comedy,",Rated R for some language/sexual references.,"March 27, 2019 (United States)","United States,","English,","LDV Media,",,"$100,000 (estimated)",,Color,,1.90 : 1,,,,,
Comment j'ai rencontré mon père,"Stars,François-Xavier Demaison,Isabelle Carré,Albert Delpy,,","Maxime Motte,","Maxime Motte,David Charhon,","Comedy,",,"June 7, 2017 (France)","France,Belgium,","French,","Chapka Films,Vendôme Production,Nexus Factory,","$241,565",,1h 22min,Color,,2.35 : 1,5.2/10,121,1,11,
Ánima,"Stars,Kuno Becker,Javier Díaz Dueñas,David Fridman,,","Kuno Becker,","Kuno Becker,","Thriller,",,"March 23, 2020 (Mexico)","Mexico,","Spanish,","CMedia Films,",,,1h 35min,Color,,,6.4/10,217,5,,
The Mule,"Stars,Sino Harris,Martell Lane,Mic Larry,,","Thomas L. Harris,",,"Comedy,",,"April 11, 2020 (United States)","United States,","English,","Mula Films,",,,1h 24min,Color,,,,,,,
Down the Road Again,"Stars,Doug McGrath,Kathleen Robertson,Anthony Lemke,,","Donald Shebib,","Donald Shebib,","Drama,",,"October 21, 2011 (Canada)","Canada,","English,","Triptych Media,Union Pictures,",,,1h 24min,Color,,,6.8/10,150,7,3,
Begletsy,"Stars,Kirill Anisimov,Elizaveta Boyarskaya,Pyotr Fyodorov,,","Rustam Mosafir,","Rustam Mosafir,Konstantin Sukharkov,","Adventure,Drama,Thriller,",,"September 25, 2014 (Russia)","Russia,Kazakhstan,","Russian,","Kazakhfilm Studios,Real Dakota,",,"$1,500,000 (estimated)",1h 35min,Color,,,6.3/10,69,1,,
Pullikkaran Staraa,"Stars,Mammootty,Deepti Sati,Asha Sharath,,","Syamdhar,","Ratheesh Ravi,","Drama,",,"September 1, 2017 (India)","India,","Malayalam,",,"$71,225",,2h 15min,Color,,,5.4/10,1.2K,4,1,
G.W.B.,"Stars,Rayniel Rufino,Antonio Ortiz,Luis Antonio Ramos,,","Jonathan Ullman,","Jonathan Ullman,","Drama,",Not Rated,2012 (United States),"United States,","English,","Numeric Pictures,GogoPatience C P,",,,1h 30min,Color,,,6.4/10,97,4,,
Krieg,"Stars,Ulrich Matthes,Barbara Auer,Jördis Triebel,,","Rick Ostermann,","Jochen Rausch,Hannah Hollinger,","Drama,Mystery,Thriller,",,"September 8, 2017 (Italy)","Germany,","German,","Schiwago Film,",,,1h 33min,Color,,1.78 : 1,6.0/10,236,1,7,
Doat hon,"Stars,Kieu Chinh,Jayvee Mai The Hiep,Nguyen Hong An,,","Ham Tran,","Ham Tran,","Drama,Horror,Mystery,Thriller,",IIB,"July 18, 2014 (Vietnam)","Vietnam,","Vietnamese,","BHD,Old Photo Films,","$1,991",,1h 39min,Color,"Dolby SR,Stereo,",2.35 : 1,5.6/10,185,2,5,
Corneador,"Stars,Samuel Pacheco,Orlando Delgado,Morayma González,,","Harold Mota,","Harold Mota,","Drama,",,"February 17, 2017 (Venezuela)","Venezuela,","Spanish,","VILMOT Casa Productora,",,,1h 19min,Color,,,,,,,
Lost Everything,"Stars,Henry Dittman,Karin Kelts,Kyle Lupo,,","Kim St. Leon,","Jerry Hamilton Bell,Kim St. Leon,","Drama,",Not Rated,November 2013 (United States),"United States,","English,","Hunu Films,",,,1h 37min,Color,,,4.7/10,129,4,6,
Kid Krrish 2 - Mission Bhutan,,"Indra Narayan Datta,","Anish Patel,Carmen Zainabadi,","Animation,",,2014 (India),"India,","Hindi,","Toonz Media Group,",,,1h 4min,Color,,,7.6/10,17,,,
Alice and the Land That Wonders,"Stars,Maria Vittoria Argenti,Tommaso Arnaldi,Martina Badiluzzi,,","Giulia Grandinetti,","Giulia Grandinetti,","Drama,Fantasy,",,"December 28, 2020 (Italy)","Italy,","Italian,","Nikada Film,",,"€60,000 (estimated)",1h 40min,Color,,1.85 : 1,6.6/10,7,,,
Kadugu,"Stars,Radhika Prasidhha,Rajakumaran,Bharath Srinivasan,,","Vijay Milton,","Vijay Milton,","Drama,",,"March 24, 2017 (India)","India,","Tamil,","Rough Note,",,,1h 55min,Color,,,7.4/10,537,5,8,
What It Was,"Stars,Arlene Chico-Lugo,Dee Herlihy,Melissa Navia,,","Daniel Armando,","Daniel Armando,","Drama,Romance,",Not Rated,"June 25, 2014 (United States)","United States,","English,Spanish,","Novo Novus Productions,",,,1h 25min,Color,"Stereo,",1.85 : 1,4.6/10,54,1,,
Mi chiedo quando ti mancherò,"Stars,Beatrice Grannò,Claudia Marsicano,Dragan Mishevski,,","Francesco Fei,","Chiara Barzini,Francesco Fei,Luca Infascelli,","Drama,",,"July 1, 2021 (Italy)","Italy,Slovenia,","Italian,","22DOGS,Apnea Film,Artetech,","$4,957","€550,000 (estimated)",1h 30min,Color,,16:9 HD,6.6/10,36,1,,
Naneun sseulegida,"Stars,Sang-woo Lee,Beom-Taek Kwon,Yong-Seok Cho,,","Sang-woo Lee,","Sang-woo Lee,","Drama,",,September 2014 (United States),"South Korea,","Korean,","2Mr Films,",,,1h 37min,Color,,1.85 : 1,6.0/10,47,7,,
Teuksuyowon,"Stars,Jisu Choi,Kang-il Kim,Jeong-hwan Kong,,","Jae-Myeong Shin,",,"Action,",,"November 19, 2020 (South Korea)","South Korea,","Korean,",,,,1h 34min,Color,,,,,1,,
L.G.B.T. Love Stories,"Stars,Frederic Farina,Christina Russo,Danny Martinez,,","Directors,Touch Brandon,Shelbe Chang,Danielle Earle,,","Writers,Touch Brandon,Shelbe Chang,Danielle Earle,,","Comedy,Drama,Romance,",,July 2016 (Canada),,"English,Mandarin,Spanish,French,","Transflix Productions,E.B.G. Productions,PL Entertainment,",,"$20,000 (estimated)",1h 34min,Color,,,4.0/10,34,,,
Pratighaat (Assamese Movie),"Stars,Amrita Gogoi,Aimee Baruah,Diganta Hazarika,,","Achinta Shankar,","Rajdweep,","Drama,",,"December 6, 2019 (India)","India,","Assamese,","Eshu Productions,",,,,Color,,,8.0/10,8,1,,
The Evil Rises,"Stars,Bailey La Flam,Michael Glauser,Julian De La Mora,,","Daniel Florenzano,","Daniel Florenzano,","Horror,",,"February 24, 2018 (United States)","United States,","English,",,,,1h 24min,Color,,2.35 : 1,3.4/10,73,1,3,
Tappava talvi,"Stars,Aki Alamikkotervo,Matti Alatalo,Pentti Alatalo,,","Marcus Hägg,","Marcus Hägg,","Drama,Thriller,",,"May 23, 2014 (Finland)","Switzerland,Finland,","Finnish,German,","Bartholomäus Films,Elokuvatuotanto Salt,",,"€100,000 (estimated)",1h 33min,Color,,,5.3/10,19,1,,
Varavva,"Stars,Regina Khakimova,Pavel Kraynov,Zalim Mirzoev,,","Evgeniy Emelin,",,"Biography,Crime,Drama,History,",,"April 25, 2019 (Russia)","Russia,","Russian,",,"$109,275",,1h 57min,Color,,,6.4/10,353,,,
The Cost of Love,"Stars,Christopher Kelham,Valmike Rampersad,Mandeesh Gill,,","Carl Medland,","Carl Medland,","Comedy,Drama,Romance,",Not Rated,2011 (United Kingdom),"United Kingdom,","English,","Discovery Films UK,",,"£235,000 (estimated)",1h 25min,Color,"Stereo,",2.35 : 1,4.3/10,309,8,7,
Kvarteret Skatan reser till Laholm,"Stars,Johan Glans,Vanna Rosenberg,David Batra,,","Mikael Syrén,","Writers,Johan Glans,David Batra,Mikael Syrén,,","Comedy,",,"March 16, 2012 (Sweden)","Sweden,","Swedish,Norwegian,English,","Svensk Filmindustri (SF),","$1,484,924",,1h 24min,Color,,,5.2/10,1.1K,4,,
T'padashtun,"Stars,Adriana Matoshi,Jason de Ridder,Niki Verkaar,,","Edon Rizvanolli,","Edon Rizvanolli,","Drama,Romance,",,"July 1, 2017 (Czech Republic)","Kosovo,Netherlands,","Dutch,Albanian,","1244 Productions,Asfalt Films,De Productie,",,"€300,000 (estimated)",1h 25min,Color,,,6.2/10,189,22,,
Taekwondo Kid,"Stars,Maksim Davis,Paul Gustovich,Philip Davis,,","Vitaliy Versace,","Paul Gustovich,Vitaliy Versace,","Adventure,Drama,Sport,",,"September 28, 2018 (United States)","United States,","English,","VersaceEntertainment,",,,1h 18min,Color,,,5.2/10,18,2,,
Afacerea Est,"Stars,Ion Sapdaru,Constantin Puscasu,Daniel Busuioc,,","Igor Cobileanski,","Igor Cobileanski,","Comedy,Drama,",,"October 28, 2016 (Romania)","Romania,Lithuania,Moldova,","Romanian,English,Russian,Georgian,","Alien Film,Brio Film Studio,Just a moment,","$17,994",,1h 27min,Color,,,7.4/10,756,3,6,
Jacob,"Stars,David Blackwell,Philip Mawdsley,Lex Lamprey,,","Raa Marchant,","Raa Marchant,","Action,Adventure,Comedy,",,"January 29, 2020 (United Kingdom)","United Kingdom,","English,","Antisocial films,",,,,,,,,,,,
Nikocado Avocado & Orlin Home - The Movie,"Orlin Home,Nicholas Perry,","Nicholas Perry,","Orlin Home,Nicholas Perry,","Drama,",,"October 15, 2020 (United States)","United States,","English,",,,"$50,000 (estimated)",,,,,,,,,
Die Friseuse,"Stars,Gabriela Maria Schmeide,Natascha Lawiszus,Ill-Young Kim,,","Doris Dörrie,","Laila Stieler,","Comedy,Drama,",,"February 18, 2010 (Germany)","Germany,","German,","Collina Film,Constantin Film,Deutscher Filmförderfonds (DFFF),","$4,934,394",,1h 46min,Color,"Dolby,",2.35 : 1,6.4/10,971,11,23,
Christmas Ranch,"Stars,Francine Locke,Ken Arnold,Taylor Lyons,,","Douglas B. Maddox,","Michelle Norton,Simon K. Parker,","Drama,Family,",TV-PG,"December 8, 2016 (United States)","United States,","English,","DBM Films,",,,1h 22min,Color,,,4.4/10,232,11,2,
Edward Lee's the Bighead,"Stars,Orson Chaplin,Cheetah Platt,P. David Miller,,","Michael Ling,","Edward Lee,Michael Ling,","Horror,",Unrated,"May 25, 2013 (Poland)","United States,","English,","Large Melon Productions,",,"$45,000 (estimated)",,Color,,2.35 : 1,6.2/10,75,5,2,
Whitefolks,"Stars,Bobby Whorton,Kenneth Gwynn,Cherrie Garden,,","Gideon Sara,","Gideon Sara,","Crime,",,"June 28, 2017 (United States)","United States,","English,","Clairvoyant Pictures & Entertainment,",,,1h 41min,,,,6.9/10,30,1,,
Peaches and Cream,"Stars,Maya Kenig,Gur Bentwich,Alon Aboutboul,,","Gur Bentwich,","Gur Bentwich,","Comedy,Drama,Fantasy,",,"September 19, 2019 (Israel)","Israel,","Hebrew,","GuruMaya Productions,",,,1h 34min,Color,,,7.2/10,127,2,,
Angle mort,"Stars,Karine Vanasse,Sébastien Huberdeau,Peter Miller,,","Dominic James,","Alex Epstein,Martin Girard,","Mystery,Thriller,",R,"February 25, 2011 (Canada)","Canada,","French,Spanish,","Caramel Film,",,"CA$3,700,000 (estimated)",1h 19min,Color,,2.35 : 1,4.9/10,319,1,2,
