title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
"Jekabs, Mimmi un runajosie suni","Stars,Eduards Olekts,Nora Dzuma,Andris Keiss,,","Edmunds Jansons,","Liga Gaisa,Luize Pastore,","Animation,Adventure,Family,",,"October 1, 2019 (Latvia)","Latvia,Poland,","Latvian,","Atom Art,Letko,Polski Instytut Sztuki Filmowej,",,,1h 10min,Color,,,7.1/10,152,5,,
Blood Paradise,"Stars,Andréa Winter,Patrick von Barkenberg,Frankie Batista,,","Patrick von Barkenberg,","Andréa Winter,Patrick von Barkenberg,","Comedy,Horror,Mystery,",,"November 12, 2018 (Spain)","Sweden,United States,","Swedish,English,","Von Barkenberg Productions,",,,1h 24min,Color,,2.35 : 1,3.9/10,199,9,41,
Horror Nights,"Stars,Bilkis Agbelega,Qudus Agbelega,Mark Ashworth,,","Directors,Paul Catalanotto,Ben Escobar,Anthony Harriman,,","Writers,Nicholas Begnaud,Paul Catalanotto,Ben Escobar,,","Horror,",,"March 15, 2020 (United States)","United States,","English,","Jack Hunter Productions,",,"$150,000 (estimated)",1h 29min,Color,,,5.1/10,19,2,,
Reshenie o likvidatsii,"Stars,Igor Petrenko,Ivan Shakhnazarov,Ayub Tsingiev,,","Aleksandr Aravin,","Aleksey Buzin,","Action,",,"June 7, 2018 (Russia)","Russia,","Russian,","Mosfilm,","$88,242",,1h 36min,Color,,,5.5/10,221,2,1,
His Perfect Obsession,"Stars,Arianne Zucker,Ali Skovbye,Brendan Murray,,","Alexandre Carrière,","Alexandre Carrière,","Thriller,",TV-PG,"October 26, 2020 (Australia)","Canada,","English,","NB Thrilling Films 2,",,"$1,500,000 (estimated)",1h 25min,Color,"Stereo,",16:9 HD,5.2/10,225,3,3,
Meda sau Partea nu prea fericita a lucrurilor,"Stars,Serban Pavlu,Adrian Titieni,Florin Zamfirescu,,","Emanuel Parvu,","Emanuel Parvu,","Drama,",,"November 24, 2017 (Romania)","Romania,","Romanian,","DaKINO Production,FamArt Production,",,,1h 22min,Color,"D-Cinema 48kHz 5.1,",2.35 : 1,6.6/10,340,5,,
Luna,"Stars,Laëtitia Clément,Rod Paradot,Lyna Khoudri,,","Elsa Diringer,","Elsa Diringer,Claude Mouriéras,","Comedy,Drama,Romance,",,"April 11, 2018 (France)","France,","French,","Ex Nihilo,Ciné+,Région Occitanie/Pyrénées-Méditerranée,","$110,142",,1h 33min,Color,,1.85 : 1,6.5/10,258,1,4,
Casanova Variations,"Stars,John Malkovich,Veronica Ferres,Florian Boesch,,","Michael Sturminger,","Writers,Michael Sturminger,Markus Schleinzer,Giacomo Casanova,,","Biography,Drama,Fantasy,History,Music,Musical,Romance,",,"November 19, 2014 (France)","France,Austria,Portugal,Germany,","Italian,English,","Alfama Films,Amour Fou Vienna,X-Filme Creative Pool,","$4,691",,1h 58min,Color,,,6.0/10,225,1,16,
Brooklyn Roses,"Stars,Shareen Mitchell,David Kener,Sari Caine,,","Christine Noschese,","Christine Noschese,","Drama,",,"October 20, 2018 (United States)","United States,","English,",,,,1h 15min,Color,,16:9 HD,,,,,
De Expeditie van Familie Vos,"Stars,Levi Otto,Raymonde de Kuyper,Anna Drijver,,","Bob Wilbers,","Job Römer,Nienke Römer,","Adventure,Family,",,"December 16, 2020 (Netherlands)","Netherlands,","Dutch,","Messercola Drama & Soap,","$55,287",,1h 12min,Color,,,6.6/10,61,2,,
Russendisko,"Stars,Matthias Schweighöfer,Friedrich Mücke,Christian Friedel,,","Oliver Ziegenbalg,","Oliver Ziegenbalg,Wladimir Kaminer,","Comedy,",,"March 29, 2012 (Germany)","Germany,","German,Russian,Vietnamese,","Black Forest Films,SevenPictures Film,","$5,952,091","€6,500,000 (estimated)",1h 40min,Color,,1.85 : 1,5.5/10,1.7K,3,18,
Bail Enforcers,"Stars,Trish Stratus,Frank J. Zupancic,Boomer Phillips,,","Patrick McBrearty,","Reese Eveneshen,","Action,","Rated R for language, violence and some sexuality/nudity","January 1, 2012 (India)","Canada,","English,","Black Fawn Films,",,,1h 20min,Color,,1.78 : 1,3.7/10,942,16,27,
Rangaa Patangaa,"Stars,Makarand Anaspure,Nandita Dhuri,Hardeek Joshi,,","Prasad Namjoshi,","Prasad Namjoshi,Chinmay Patankar,","Drama,",,,"India,","Marathi,","Vishwas Media & Entertainment,",,,1h 43min,Color,,,7.4/10,55,1,1,
Po strnisti bos,"Stars,Jan Tríska,Oldrich Kaiser,Tereza Ramba,,","Jan Sverák,","Jan Sverák,Zdenek Sverák,","Comedy,Drama,",,"August 17, 2017 (Czech Republic)","Czech Republic,Slovakia,Denmark,","Czech,","Biograf Jan Sverak,Novinski,Phoenix Film Investments,","$3,253,522",,1h 51min,,,"1:2,39",6.7/10,778,21,,
Ip Man and Four Kings,"Fengye Lin,","Liwei Fu,",,"Action,Drama,",,"October 26, 2019 (China)","China,","Cantonese,",,,,1h 17min,Color,,,4.4/10,124,2,5,
Englishman in L.A: The Movie,"Stars,Charles Irving Beale,Krystal Joy Brown,Emrhys Cooper,,","David Vendette,","Cameron Moir,","Comedy,",,"March 12, 2017 (United States)","United States,","English,","Film Moir,",,"$50,000 (estimated)",45min,Color,,,5.0/10,30,1,,
Corazón de Mezquite,"Stars,Mayrin Buitimea,Ianis Guerrero,Julio Valenzuela,,","Ana Laura Calderón,","Ana Paula Pintado,","Drama,",,"October 18, 2019 (Brazil)","Mexico,","Spanish,","Ki Visual S.A. de C.V.,Terminal Films,",,"$528,546 (estimated)",1h 20min,,"D-Cinema 48kHz 5.1,",,7.8/10,22,,,
Leather,"Stars,Chris Graham,Andrew Glaszek,Jeremy Neal,,","Patrick McGuinn,","Greg Chandler,","Comedy,Drama,Romance,",Unrated,"July 21, 2013 (United States)","United States,","English,","Willing Suspension Films,",,,1h 41min,Color,"Stereo,",1.78 : 1,5.1/10,442,14,9,
Vellimoonga,"Stars,Biju Menon,Nikki Galrani,Aju Varghese,,","Jibu Jacob,","Joji Thomas,","Comedy,Romance,",,"November 6, 2014 (Kuwait)","India,","Malayalam,","Bhavana Films,",,,2h 9min,Color,,,7.5/10,2K,7,1,
National Theatre Live: Antigone,"Stars,Zoë Aldrich,Jamie Ballard,Paul Bentall,,","Polly Findlay,","Sophocles,Don Taylor,","Drama,Horror,War,",,"December 31, 2012 (United Kingdom)","United Kingdom,","English,",,,,1h 32min,Color,,,7.3/10,24,,,
Mouthpiece,"Stars,Amy Nostbakken,Norah Sadava,Maev Beaty,,","Patricia Rozema,","Amy Nostbakken,Patricia Rozema,Norah Sadava,","Drama,",,"April 4, 2019 (Mexico)","Canada,","English,","Crucial Things,,First Generation Films,",,,1h 31min,Color,,2.35 : 1,6.4/10,308,4,21,73
Manisnya Cinta di Cappadocia,"Stars,Nur Fazura,Shaheizy Sam,Lisa Surihani,,","Bernard Chauly,","Rafidah Abdullah,","Comedy,Drama,Romance,",,"December 11, 2014 (Malaysia)","Malaysia,","Malay,Turkish,","Red Films Sdn Bhd,Astro Shaw,Global Station,",,"MYR 2,000,000 (estimated)",1h 50min,Color,"Dolby Digital,",16:9 widescreen,5.8/10,58,8,,
A Bread Factory: Part Two,"Stars,Tyne Daly,Wayne Fugate,Isabela Quines,,","Patrick Wang,","Patrick Wang,","Comedy,Drama,",,"October 26, 2018 (United States)","United States,","English,","In the Family,Vanishing Angle,","$8,663",,2h,Color,,1.66 : 1,6.8/10,247,1,17,91
Tiong Bahru Social Club,"Stars,Thomas Pang,Guat Kian Goh,Jalyn Han,,","Bee Thiam Tan,","Bee Thiam Tan,Antti Toivonen,","Comedy,",,"December 10, 2020 (Singapore)","Singapore,","Cantonese,Tamil,Mandarin,Malay,English,","13 Little Pictures,Bert Pictures,Tiger Tiger Pictures,",,,1h 28min,Color,"Dolby Digital,",1.85 : 1,6.7/10,60,3,11,
Zrodzeni do szabli,"Stars,Pawel Delag,Wiktor Osinski,Bartosz Sieniawski,,","Pawel Delag,","Janusz Sieniawski,","Drama,",,"December 10, 2019 (Poland)","Poland,","Polish,","Stowarzyszenie Polska Sztuka Krzyzowa,Leydo Film,",,"PLN 500,000 (estimated)",1h 5min,Color,"Stereo,",2.67 : 1,7.5/10,113,4,,
