title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Prem weds Priya,"Stars,Sambit Acharya,Superna Singh,Harihara Mahapatra,,","Ramashankar,","Nizam,Ramashankar,","Drama,Musical,Romance,",,"May 6, 2011 (India)","India,","Oriya,","Q & R Films Production,",,,2h 35min,Color,,,,,,,
A Little Long in the Tooth,"Stars,B.,Dusty Bean,Roger Brown,,","Kyle Moody,","Kyle Moody,","Horror,",,2018 (United States),"United States,","English,","Moody Movies,",,,1h 7min,Color,,,6.9/10,13,7,,
Odödliga,,,,,,"August 23, 2015 (Sweden)",,,,"$44,608",,,,,,6.1/10,9,,,
The Nantucket Doctor,,"K. Tyler Johnston,","Lucinda Hotchkiss,K. Tyler Johnston,",,,"October 1, 2018 (United States)","United States,",,"Island Productions,",,,,,,,,,,,
There Will Be Ample Time,"Stars,Jingge Cui,Lifan Dong,Yongbo Jiang,,","Deqiang Liu,",,"Comedy,Drama,",,"December 14, 2018 (China)","China,","Mandarin,",,,,1h 27min,Color,,,,,,,
A quoi rêvent les montagnes?,"Stars,Sanae Chouika,Francine Dubois,Layal El Khoury,,","Gérard Courant,",,"Fantasy,",,"January 8, 2020 (France)","France,","French,","La Fondation Gérard Courant,Les Amis de Cinématon,Les Archives de l'art cinématonique,",,,1h 5min,Color,,,,,,,
The End of the World,"Lily Li,Shiyu Lu,Jianguang Yang,","Ajian,",,"Drama,",,2010 (China),"China,","Chinese,",,,,,Color,,,2.5/10,7,1,,
Contract: Redemption,"Stars,Michael V. Chastain,Dylan McCaughin,AJ Nold,,","Jeremy Andrew Davis,","Jeremy Andrew Davis,","Action,",,"April 28, 2017 (United States)","United States,","English,","Wildfire Media Studios,ARC Film Initiative,",,,54min,Color,,,,,,,
Gol e Naz,"Stars,Sepideh Mansour,Shadi Pashang,Shafagh Rahmani,,","Majed Majed,","Mohsen Asadollahi,","Family,",,"January 8, 2020 (Iran)","Iran,","Persian,","Shabakeh-ye Avval-e Seda Va Sima-ye Iran,",,"IRR 100,000,000 (estimated)",,Color,,,,,,,
Worst Kind of People,"Stars,Doug Chavis,Wade Everett,George Tsakiridis,,","Ezekiel Richter,Jay Warren,","Ezekiel Richter,Jay Warren,","Action,Comedy,Drama,",,September 2013 (United States),"United States,","English,",,,,1h 24min,Color,,,8.1/10,11,,,
Janani,"Kushboo,Vibha Rai,Prakash Raj,","Rajkumar Chandulal,",,"Drama,",,"March 3, 2010 (India)","India,","Kannada,",,,,,Color,,,,,,,
Bhoomiyude Avakashikal,"Stars,Sreenivasan,Kailash,Shankar,,","T.V. Chandran,","T.V. Chandran,","Drama,",,"December 9, 2012 (India)","India,","Malayalam,",,,,1h 54min,Color,,,7.3/10,10,,,
6 elementov vremeni,"Nikita Derney,Andrey Gromov,Alexey Voorhis,","Andrey Gromov,","Andrey Gromov,Alexey Voorhis,","Adventure,Drama,Sci-Fi,",,"June 10, 2016 (Russia)","Russia,","Russian,","Time production films,",,,2h 16min,Color,,,1.0/10,29,,,
The Chronicles of the Order: Bloodline,"Stars,Waylon Bacon,Judy Cerda,Trinh Dang,,","Jeff Lunzaga,",,"Action,Adventure,Fantasy,",,,"United States,","English,","Torrid Productions,",,,54min,Color,,,,,,,
Kadalil Kattumaramaai,"Rithika,",,,"Drama,",,"February 28, 2020 (India)","India,","Tamil,","Shobha Movies,",,,,Color,,,,,,,
Ngao,"Stars,Nantharat Chaowarat,Anna Chuancheun,Sittichai Pabchompoo,,","Teeratorn Chowvanayotin,Ekasit Sompetch,",,"Horror,",,"August 26, 2010 (Thailand)","Thailand,","Thai,",,,,,Color,,,,,,,
Reefer Lake,,"Michael Bilinski,","Michael Bilinski,Todd Jason Cook,","Horror,",,"October 31, 2018 (United States)","United States,","English,","Screamtime Films,",,,,Color,,16:9 HD,,,,,
Venus de Botticelli,"Stars,Oriane Audeoud,Éléonore de Froidrourt,Rafa Desprez,,","Guillaume Moreau,",,"Fantasy,",,"May 15, 2013 (Ireland)","France,","French,","Olympia Films,Pitt Films,",,"€1,200,000 (estimated)",,Color,,,,,,,
Brink,"Stars,Kit Vinsick,Mu-Shaka Benson,Rocco Graziano,,","Shanna Becker,","Shanna Becker,","Drama,",,"January 15, 2015 (United States)","United States,","English,","WorldsApart Films,",,,1h 31min,Color,,,,,,,
Women,"Stars,Katherine Norland,Jennifer van Heeckeren,Theo Crisell,,","Bart Vandever,","Josefine Petersén,Bart Vandever,","Comedy,",,,"United States,","English,",,,,1h 20min,Color,,,,,,,
Ying huo qi bing 2: xiao chong bu hao re,"Stars,Weifeng Deng,Sheng Guo,Nianru Shen,,","Weifeng Deng,","Weifeng Deng,","Animation,",,"August 9, 2019 (China)","China,","Mandarin,","Bei jing qi ka tong hong wen hua chuan bo,","$649,653",,1h 26min,Color,,2.39 : 1,,,,,
Residential,"Stars,Juanita Ingram,Peter Irving,Louis Jay Jordan,,","K.D. Pascall,","K.D. Pascall,Aysha Scott,","Drama,Thriller,",,"September 10, 2016 (United Kingdom)","United Kingdom,","English,",,,"£10,000 (estimated)",,Color,,,,,,,
The Crusader,"Andrea Cahill,Adam Ginsberg,Rich Martinez,","Gabriel Decoute,",,"Fantasy,",,"May 15, 2015 (United States)","United States,","English,",,,,,Color,,,,,,,
