title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Shaffuru,"Stars,Sayaka Fukita,Ennosuke Ichikawa IV,Takahiro Iida,,","Takurô Oikawa,","Takurô Oikawa,","Comedy,",,"October 22, 2011 (Japan)","Japan,","Japanese,","At Movie,Itoh Company,Japan Contents Consulting (JCC),",,,1h 59min,Color,,,,,,,
Jasur,"Stars,Mirolim Qilichev,Jamila Gafurova,Laziz Musaev,,","Nazhmiddin Gulyamov,Bahodir Odilov,","Djakhangir Kasymov,Fakhriddin Nizamov,","Action,Drama,",,2012 (Uzbekistan),"Uzbekistan,","Uzbek,","Uzbekfilm,",,,1h 22min,Color,,,,,,,
Morning Star,,,,,,"December 27, 2015 (United Arab Emirates)",,,,"$16,299",,,,,,,,,,
Ma Kelly Goes to the Games,"Kehinde Fadipe,Pearl Mackie,",,"Jane James,","Comedy,",,2011 (United Kingdom),"United Kingdom,","English,","Attic Theatre Company,",,,,Color,,,,,,,
End of Sanity,"Jake Johnston,Luke McCormack,Dakota Wiltsey,","Jake Johnston,","Jake Johnston,","Sci-Fi,",,"April 1, 2016 (United States)","United States,","English,","CSM Productions,",,"$1,000 (estimated)",45min,Color,,,,,,,
Upakovannye,"Stars,Elena Aroseva,Ivan Kokorin,Kamil Larin,,","Pyotr Gladilin,","Pyotr Gladilin,","Adventure,Comedy,",,"November 14, 2013 (Russia)","Russia,","Russian,",,,,,Color,,,2.3/10,11,,,
"Creuse, le film","Stars,Margot Alexandre,Hugh Brune,Pauline Coffre,,","Magali Chanay,Aurélie Reinhorn,",,,,,,,,,,56min,,,,,,,,
Sausages,"Stars,Ciprian Cosma,Bernard Galane,Adrian Pfeifer,,","Philip Ujlaki,","Philip Ujlaki,",,,"June 12, 2017 (United States)","United States,","English,",,,,,Color,,,,,,,
Gen Zong Kong Ling Xue,"Stars,Wei Fan,Ning Sun,Yili Ma,,","Rao Zhang,",,"Comedy,Mystery,",,"April 30, 2011 (China)","China,","Mandarin,",,,,1h 50min,Color,,,6.5/10,27,,,
FC Barcelona vs RCD Espanyol Barcelona,,,,"Sport,",,"May 8, 2016 (Spain)","Spain,","Spanish,",,,,,Color,,,,,,,
Our Most Beautiful Love Stories (Are the Ones We Scripted),"Stars,Mariel A la Mode,Artie Ahr,Kevin Berntson,,","Guillaume Dabinpons,","Guillaume Dabinpons,","Comedy,Drama,",,,"United States,","English,",,,,1h 15min,Color,,,,,,,
