title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
La sonrisa de Krahe,"Stars,Fernando Anguita,Barahúnda,David Broncano,,","Xavi Fortino,",,"Music,",,"February 22, 2019 (Spain)","Spain,","Spanish,","Estela Films,",,,,Color,,16:9 HD,,,,,
Shilishu shang jie yingtao,"Stars,Yuelin Shi,Li Ning,Ting-ru Miao,,","Li Chen,","Er Li,","Drama,",,"June 20, 2012 (Russia)","China,","Mandarin,",,,,1h 29min,Color,,,,,,,
Bu si zhi shen,"Jackie Chung-yin Lui,Lawrence Ng,Timothy Zao,","Timothy Zao,",,,,"June 28, 2016 (China)","China,","Mandarin,",,,,,Color,,,,,,,
Turtles & Pigeons,"Stars,Ashley Barnhill,Sara Barrow,Denise Bradley,,","Robert Erniso,","April Rene Bingham,Robert Erniso,Chris J. Knight,","Comedy,",,"May 4, 2014 (United States)","United States,","English,",,,,1h,,,,,,,,
Loves Park,,"Carol Rhyu,","Carol Rhyu,","Comedy,Drama,",,,"United States,","English,",,,,1h 41min,Color,,,,,,,
Pesarattu,"Nandu Vijay Krishna,Nikitha Narayan,","Mahesh Kathi,","Aripirala Satyaprasad,","Comedy,Family,",,"February 6, 2015 (India)","India,","Telugu,","Clap Board Studios,",,"₹10,000,000 (estimated)",1h 40min,Color,,,2.9/10,28,1,,
Tottenham Hotspur vs Manchester United,,,,"Sport,",,"December 28, 2014 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Avariyno katzane,"Stars,Todor Tanchev,Stefan Denolyubov,Hristofor Nedkov,,","Kristina Grozeva,Petar Valchanov,","Writers,Vasil Barkov,Kristina Grozeva,Mariya Stankova,,","Drama,",,"February 11, 2011 (Bulgaria)","Bulgaria,","Bulgarian,","BNT,",,,54min,Color,"Mono,",,5.9/10,26,,,
La muerte no duele,,,,,,"May 25, 2017 (Argentina)","Argentina,","English,",,"$1,882",,,Color,,,,,,,
Zona turbulentnosti,"Stars,Anatoliy Belyy,Leonid Bichevin,Sergey Epishev,,","Yevgeniya Tirdatova,","Yevgeniya Tirdatova,","Drama,",,"January 13, 2011 (Russia)","Russia,","Russian,",,"$3,890",,1h 20min,Color,,,6.7/10,29,,,
Società Sportiva Lazio SpA vs Genoa Cricket and Football Club,,,,,,"September 23, 2012 (Italy)","Italy,",,,,,1h 30min,Color,,,,,,,
Survivors: Sophie's story,"Stars,Rosanne Forrest Gover,Chaz Boulden,Kenny Guppy,,","Marky Baker,","Marky Baker,","Drama,Romance,",,"November 20, 2011 (United Kingdom)","United Kingdom,","English,","Cool Planet Films,",,,1h,Color,,,,,,,
Art et décès,"Stars,Nitsa Benchetrit,Maria Guzeeva,Luc Job,,","Stephane Jauny,Luc Job,Christophe Kay Kourdouly,","Stephane Jauny,Luc Job,","Drama,",,"February 15, 2010 (France)","France,United Kingdom,","French,",,,,1h 26min,Color,,,,,,,
Talagham bede be khater-e gorbe-ha,"Stars,Reza Molaee,Maryam Hemmatian,Jalalodin Torabi,,","Mohammad Ali Sajjadi,",,,,,"Iran,","Persian,",,,,,Color,,,,,,,
Ocean on Fire,"Stars,Olga Butko,Dariana Dontsova,Olga Goldis,,","Alex Osmolovsky,","Rachel Rubinfeld,","Drama,",,"September 1, 2020 (Israel)","Israel,Ukraine,","Hebrew,Russian,","LACO Films,",,"$800,000 (estimated)",1h 46min,,,,,,,,
