title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Maula ve,"Raheela Agha,Jehangir Jaani,Babrak Shah,",,,,,2016 (Pakistan),"Pakistan,","Urdu,",,,,,Color,,,,,,,
Tata Bye Bye,"Shishir Bangdel,",,,"Drama,",,,"Nepal,","Nepali,",,,,2h 10min,Black and White,,,,,,,
Ade Prema,"Anuj Ram,Samatha,","S. Veerendra Reddy,","S. Veerendra Reddy,","Romance,",,2018 (India),"India,","Telugu,",,,,,Color,,,,,,,
MisAdventures of J Davis Presents: The Hostile Takeover,"Stars,Jay Davis,Lamont Metcalf,Black Jack Johnson,,","Johnny Coughlin,Jay Davis,","Jay Davis,","Comedy,",,April 2011 (United States),"United States,","English,","Hood Cash Entertainment,J Davis Productions,",,"$100,000 (estimated)",1h 35min,Color,,,,,,,
The Carrier,,,,,Not Rated,2010 (United States),,,,,,1h 29min,,,,,,,,
The Infinite Bridge,,"Peter Cox,","Peter Cox,","Fantasy,",,"May 5, 2015 (United Kingdom)","United Kingdom,","English,","The Infinite Bridge,",,"£80,000 (estimated)",1h,,,,,,,,
Summer of My Discontent,"Stars,Christina Bordeaux,Sean Patrick Dawson,Katie Ward,,","David A Haines,","David A Haines,","Drama,",,"January 26, 2018 (United States)","United States,","English,","Rinky Dink Productions,",,,1h 15min,Color,,,6.4/10,9,,,
Cyan and Blue,"Stars,Kemy Alprin,Elia Esparza,Paul Skye Lehrman,,","Rich McKee,Paul Skye Lehrman,Halyer Velez,","Jodi Beth,Rich McKee,","Drama,Romance,Thriller,",,,"United States,","English,",,,,1h 55min,Color,,,,,,,
Hooked on Platonics,"Nerlyn Jean,Trayvon Williams,Danielle E. Hawkins,",,"David Tinsley,","Drama,",,,"United States,","English,","TinBridge Productions,",,"$10,000 (estimated)",,Color,,,,,,,
Okasantoissho famirikonsato jagaimo-boshi hito ni aitai na,,,,"Family,",,2015 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
The Story of Davood and the Dove,"Stars,Hadiseh Mir Amini,Reza Molaee,Hosein Razi,,","Ida Panahandeh,","Arsalan Amiri,Ida Panahandeh,","Drama,",,2011 (Iran),"Iran,","Persian,","Sima Film,",,,1h 30min,,,,6.8/10,26,,,
Jaihind,"Ramesh Bhat,Pooja Gandhi,Sandesh,","Venugopal,","Srinivas Pujar,","Drama,",,"September 14, 2012 (India)","India,","Kannada,","Om Sai Production,",,,2h 27min,Color,,,,,,,
Sile Fikir,"Stars,Amleset Muchie,Sibuh Paulos,Alemayehu Tadesse,,","Yonas Berhane Mewa,",,"Romance,",,"December 1, 2018 (Ethiopia)","Ethiopia,","Amharic,","Maya Film Production,",,,1h 18min,Color,,,,,,,
The Dionti Family,"Stars,Bia Bedran,Fernando Bohrer,Gero Camilo,,","Alan Minas,","Alan Minas,","Drama,Fantasy,Romance,",,"April 13, 2017 (Brazil)","Brazil,United Kingdom,","Portuguese,","Caraminhola Produções,Quiddity Films,",,€400 (estimated),1h 37min,Color,,,7.3/10,58,1,,
Duplicitous Behavior,"Stars,Yvette Fintland,Sam Rivas,Debby Reiser,,","John Pocino,","Donald Levesque,John Pocino,","Drama,",,"October 20, 2011 (United States)","United States,","English,","Hellbent FX Studios,KQSW Productions,Savir Productions,",,"$12,500 (estimated)",1h 42min,Color,,,7.0/10,9,,,
This Perfect Union,"Yury Tsykun,Lawton Denis,","Jon Russell Cring,","Jon Russell Cring,Tracy Nichole Cring,","Drama,",,November 2018 (United States),"United States,","English,","Media Puppet Studios,",,,,Color,,,,,,,
Uravnenie s neizvestnymi,"Stars,Yuliya Belash,Aleksey Chagai,Danila Chagay,,","Georgiy Saenko,","Georgiy Saenko,Vladimir Zhuravlyov,","Crime,Drama,Thriller,",,"November 17, 2017 (Russia)","Russia,","Russian,Chinese,","Cinema Code,",,"RUR 350,000 (estimated)",1h 24min,Color,,,,,,,
La Forma Del Mundo: the Shape of the World and the Creation,"Stars,Rancho de Ánimas Arbejales,Rubén Darío,Trino Herrera,,","David Delgado San Gines,","David Delgado San Gines,",,,"April 1, 2017 (Spain)","Spain,","Spanish,",,,,1h 44min,,"Stereo,",16:9 HD,,,,,
Mora ljubavi,"Nikola Vasiljevic,","Djordjije Mirovic,","Djordjije Mirovic,","Drama,",,"August 3, 2012 (Montenegro)","Montenegro,","Serbian,",,,,1h 15min,Color,"Dolby Digital,",,,,1,,
