title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Ratu Kala Jengking,"Stars,Nadia Brian,Fizz Fairuz,Eyra Hazali,,","Badaruddin Azmi,","A. Aida,","Horror,",,"February 27, 2020 (Malaysia)","Malaysia,","Malay,","A. Aida Production,",,,2h,Color,,,2.1/10,21,,,
Geudaen naui baempaieo,"Yoon-young Choi,Kim Jong-goo,","Hoi Lee,","Seoyun Kwak,","Family,Fantasy,Musical,",Not Rated,"June 12, 2014 (South Korea)","South Korea,United States,","Karen,",,,,1h 39min,Color,,,5.8/10,43,2,,
The Little Match Makers,"Stars,Hannah Frantz,Jacleen Haber,Julian Ortiz,,","Agustin Castaneda,Mario Ortiz,","Agustin Castaneda,","Comedy,Family,",,"March 13, 2011 (United States)","United States,","English,","D Street Films,",,,1h 46min,Color,,,4.7/10,94,5,1,
Kurukshetra 3D,"Dharshan,","Munirathna,","Bharavi,","History,",,"August 9, 2019 (India)","India,","Tamil,",,,,,Color,,,8.0/10,14,,,
The Fall of 1980,"Stars,Casey Christensen,Jimmy Clabots,Ellen Etten,,","Ryan Lonergan,","Ryan Lonergan,","Drama,",,"November 15, 2013 (United States)","United States,","English,","Newland Entertainment,",,,1h 30min,Color,"Dolby Digital,",1.85 : 1,,,,,
The Call,"Stars,Samuel Ajibola,Segun Arinze,Woli Arole,,","James Abinibi,","James Abinibi,Jide Okeke,","Comedy,",,"January 4, 2019 (Nigeria)","Nigeria,","Yoruba,",,,"NGN 15,000,000 (estimated)",1h 48min,Color,,,,,,,
Die Verlorenen,"Stars,Tomas Spencer,Florian Rummel,Stephanie Krogmann,,","Reynold Reynolds,","Reynold Reynolds,","Drama,History,",,"October 11, 2015 (Netherlands)","Germany,","German,English,",,,,1h 20min,Black and White,,1.78 : 1 / (high definition),,,,,
Balut Country,"Stars,Rocco Nacino,Ronnie Quizon,Vincent Magbanua,,","Paul Sta. Ana,","Rona Lean Sales,Paul Sta. Ana,","Drama,",,"March 18, 2015 (Philippines)","Philippines,","Filipino,Tagalog,","Sinag Maynila,Solar Entertainment,",,,1h 30min,Color,,,,,1,,
The Edison Affair,"Stars,Stewart Morley,Sjaan Bosman,Adam Woodacre,,","Lynnette Morley,","Lynnette Morley,","Drama,",,,"Australia,","English,",,,"A$6,000 (estimated)",1h 10min,Color,,,,,,,
The House on the Wrong Side of the Tracks,"Stars,Amanda Baker,Tom Smith,Alec Drake,,","Arthur Leo Collins,","Arthur Leo Collins,Mike Petrucci,","Horror,",Not Rated,"October 11, 2013 (United States)","United States,","English,","RagNBone Productions,",,,1h 16min,Color,,,4.5/10,23,1,1,
A Shadow in the Dark,"Jeison Hurtado Moreno,Eduardo Villalva,",,,"Drama,",,"November 20, 2020 (United States)","United States,","English,",,,,,Color,,,,,,,
I Love...,"Rene de Wit,",,,,,,"United States,","English,","Six Entertainment Company,",,"$2,000,000 (estimated)",,,,,,,,,
Symbiosis,"Stars,Christine Bell,Charles Bledsoe,Destinee Bradley,,","Beau Kaelin,","Beau Kaelin,","Horror,",,,"United States,","English,","Schadenfreude Studios,",,$800 (estimated),1h 34min,Black and White,"Stereo,",1.78 : 1 / (high definition),6.6/10,15,,,
Under the Mill,"Stars,Jerry Brey,Hunter Burkhead,Jerry Burkhead,,","Jerry Burkhead,Madam Della,Dennis Miller Jr.,","Madam Della,","Action,Adventure,Horror,Thriller,",,"January 20, 2017 (United States)","United States,","English,","Devil Dog Film & Movie Productions,",,,,,,,,,,,
Don't Tell,"Stars,Morgan Alexander,Kimi Armstrong,Jake Ashton,,","Matthew Widdowson,Elizabeth Milne,","Matthew Widdowson,","Drama,",,"November 20, 2020 (United Kingdom)","United Kingdom,","English,","Jacobite Productions,",,£500 (estimated),,Color,,,,,,,
Parakh Natyanchi,"Stars,Milind Gawali,Nisha Parulekar,Siyaa Patil,,","Mukesh Mistry,",,"Thriller,",,"April 20, 2018 (India)","India,","Marathi,",,,,1h 47min,Color,,,,,,,
Tamino à l'Olympia de Paris 2019,"Tamino Amir Moharam Fouad,","Sébastien Lefebvre,",,"Music,",,"January 22, 2020 (Germany)","France,","French,",,,,1h 13min,,,16:9 HD,,,,,
Pesantren Impian,"Stars,Prisia Nasution,Fachry Albar,Dinda Kanyadewi,,","Ifa Isfansyah,","Salim Bachmid,Asma Nadia,Alim Sudio,","Drama,Mystery,Thriller,",,"March 3, 2016 (Indonesia)","Indonesia,","Indonesian,","MD Pictures,",,,,Color,,,5.5/10,17,,,
Katharsis,"Stars,Rudy Ruggiero,Barbara Kaudelka,Erwin Leder,,","Kawo Reland,","Andreas Reisenbauer,Kawo Reland,Richard Mahr,","Mystery,",,"April 15, 2011 (Austria)","Austria,","German,","Reisenbauer Film- und Multimedia Produktion,",,"€800,000 (estimated)",1h 29min,Black and White,,,6.6/10,13,,,
Era giovane e aveva gli occhi chiari,"Stars,Iole Casalini,Orazio Cerino,Federica De Benedittis,,","Giovanni Mazzitelli,","Giovanni Mazzitelli,","Romance,",,"January 27, 2017 (Italy)","Italy,","Italian,","Cinema Fiction,Fourmile,",,,1h 27min,Color,,2.35 : 1,6.6/10,17,,,
Drury Lane,"Stars,Kristen Murphy,Kate Silcox,George Harvey Dabling,,","Lynne Van Dam,","Lynne Van Dam,","Mystery,",,"August 29, 2017 (United States)","United States,","English,","Drury Lane Productions,",,"$400,000 (estimated)",1h 50min,,,,,,,,
Wszystkie kobiety Mateusza,"Stars,Teresa Budzisz-Krzyzanowska,Krzysztof Globisz,Agata Kulesza,,","Artur Wiecek,","Artur Wiecek,Marek Fiedor,Beata Pawlak,","Comedy,Romance,",,"August 30, 2013 (Poland)","Poland,","Polish,","24Media,Beres i Baron Media Production,Fundacja 'Swiat ma Sens',",,,1h 44min,Color,,,4.2/10,49,,,
Wu ji xian,"Stars,Hans Zhang,Shuang Zheng,Xing Yu,,","Huayang Fu,","Writers,Sor-Ming Chiu,Lai-Na Chow,Huayang Fu,,","Action,Comedy,Romance,Sport,",,"August 12, 2011 (China)","China,","Mandarin,","Beijing Antaeus Film Company,",,,,Color,,,7.5/10,20,,,
Ded 005,"Stars,Ivars Auzins,Andris Bulis,Natalya Dvoretskaya,,","Arkadiy Grigoryan,","Mher Mkrtchyan,","Comedy,",,"August 15, 2013 (Russia)","Russia,","Russian,","Cinepro,Paradise Group,SinePro,","$94,783",,1h 30min,Color,,,5.9/10,79,,,
Bi xian jing hun 3,"Stars,Man Fu,Yan Guo,Xi Jia,,","David Kuan,","Xiaoxiao Liang,Bo Zhu,","Horror,",,"April 4, 2014 (China)","China,","Mandarin,","Beijing Zexi Niandai Entertainment,Shenzhen Zexi Niandai Film,","$5,470,000",,1h 33min,Color,,,4.9/10,24,,,
For Such a Time as This: The Story of Esther,"Stars,Gaie Baldwin,Pat Cochran,Larry Davidson,,","James Constantine,","James Constantine,","Drama,",,"March 10, 2010 (United States)","United States,","English,","Quiet Hour Productions,",,"$20,000 (estimated)",2h 10min,Color,,,,,,,
Esperando la carnosa,"Stars,Vic Cicuta,Leandro De la Torre,Ruth Gómez,,",,"Germán Magariños,","Drama,",,"December 25, 2018 (Argentina)","Argentina,","Spanish,","Gorevision Films,",,,45min,Color,,,,,,,
Trouble,"Stars,Catherine Diran,Evelyne Grandjean,Lionel Tua,,","Catherine Diran,","Stéphane Allegret,Catherine Diran,","Biography,",,"March 4, 2020 (France)","France,","French,Spanish,","La Robe Orange,",,"€50,000 (estimated)",1h 20min,Color,,1.85 : 1,,,,,
Infinite Gift,"Emma Faye,Austin R. Grant,Myron Sinju,","Robert Hatch,",,"Drama,",,"March 1, 2016 (United States)","United States,","English,",,,"$250,000 (estimated)",1h 1min,Color,,,,,,,
Crushing Snails,"Stars,Katie Sheridan,Eeva Rautio,Raul Camacho Marquez,,","James Fair,",,"Drama,",,"September 9, 2012 (United Kingdom)","United Kingdom,","English,","Grand Independent,",,"£2,000 (estimated)",,Color,,,8.3/10,15,,,
