title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Frauen,"Stars,Heiner Lauterbach,Blerim Destani,Martin Brambach,,","Nikolai Müllerschön,","Nikolai Müllerschön,","Comedy,",,"May 5, 2016 (Germany)","Germany,","German,","Oberon Film,",,,1h 30min,Color,,2.35 : 1,5.1/10,65,9,,
Love Trainning,"Stars,Shakti Kapoor,Akhilendra Mishra,Usha Nadkarni,,","Hemanth Kumar,Hemanth Kumar,",,"Comedy,",,"November 2, 2018 (India)","India,","Hindi,","Satellite Picture Private,",,"₹20,000,000 (estimated)",2h 9min,Color,,,6.2/10,12,1,,
Transcendence,"Stars,Andrew Roth,Hazel D'Jan,Eric Reeve,,","Nicholas P. Richards,","Nicholas P. Richards,","Drama,",Not Rated,"June 9, 2012 (United States)","United States,","English,","Rule 42 Productions,",,"$525,000 (estimated)",1h 38min,Color,"Stereo,",1.85 : 1,6.1/10,26,,,
A Fight for Survival,"Stars,Nicholas Boise,Theresa Galeani,Keith Collins,,","Nicholas Boise,","Nicholas Boise,","Adventure,Drama,Thriller,",Not Rated,"June 6, 2010 (United States)","United States,","English,","Beach Point Productions,MM Mayhem Films,",,"$350,000 (estimated)",1h 20min,Color,,,7.9/10,20,2,,
The Final Shift,"Stars,John Depew,Vanessa Leigh,Robert Miano,,","John Depew,","John Depew,Caio Camargo,","Sci-Fi,",G,"June 2, 2012 (United States)","United States,","English,","Wild Beagle Productions,",,,1h 30min,Color,,1.78 : 1 / (high definition),5.0/10,31,3,1,
Mind Memory:1.44,"Stars,James Assarasakorn,Hahm Eun-Jung,Seo ji Yeon,,","Sathanapong Limwongthong,",,"Romance,",,"February 23, 2017 (Thailand)","Thailand,","Thai,English,Korean,","FehuInfinity Co.,",,,,Color,,,8.5/10,21,,,
Seiki no dai jikken: Hatsuden shibire koshi,"Stars,Rin Azuma,Runa Nishiuchi,Azusa Sakai,,","Kuninori Yamazaki,","Kuninori Yamazaki,",,,"May 26, 2017 (Japan)","Japan,","Japanese,","Tantan-sha Company,",,,,Color,"Mono,",,,,,,
Nothing from Something,"Stars,Rick Kain,David Cohen,Melissa LaMartina,,","Chris Perillo,","Chris Perillo,","Comedy,",,"May 16, 2019 (United States)","United States,","English,","Cyfuno Ventures,Skyrocket Productions,",,,1h 6min,Color,,,7.8/10,10,,,
Malacreanza,"Shivabel Coeurnoir,Theo TetraGrammaton,","Cosmotropia de Xam,",,"Horror,",,"January 29, 2014 (Italy)","Italy,Germany,","Italian,","Phantasma Disques,",,"€10,000 (estimated)",,Color,,,6.1/10,20,1,,
Valentine Sweety,"Stars,Arak Amornsupasiri,Kohtee Aramboy,Dan Worrawech Danuwong,,","Rergchai Poungpetch,","Rergchai Poungpetch,","Romance,",,"February 9, 2012 (Thailand)","Thailand,","Thai,","M39 Pictures,","$1,991,757",,,Color,,,5.8/10,71,,,
Timeless,"Stars,Gabriel Pardal,Camila Márdila,Pedro Lamin,,","Hilnando Mendes,","Hilnando Mendes,","Drama,",,"September 13, 2018 (Brazil)","Brazil,","Portuguese,",,,,1h,Color,,,4.6/10,25,1,,
Ranathanthra,"Stars,Vijay Raghavendra,Haripriya,Satyajith,,","Aadiram,","Writers,Aadiram,Kaviraj,V. Nagendra Prasad,,","Action,Romance,Thriller,",,"March 18, 2016 (India)","India,","Kannada,","Manoj Kumar Yadav Productions,",,"₹100,000,000 (estimated)",2h 21min,Color,,2.35 : 1,7.0/10,7,,,
Shot on Shitteo,"Stars,Brad Jones,Noah Antwiler,Allison Pregler,,","Brad Jones,","Brad Jones,","Comedy,Horror,",,,"United States,","English,","Stoned Gremlin Productions,",,"$10,000 (estimated)",,Color,,,,,,,
Ztraceni v Mnichove,"Stars,Martin Mysicka,Tomás Bambusek,Vladimír Skultéty,,","Petr Zelenka,","Petr Zelenka,","Comedy,Drama,",,"October 22, 2015 (Czech Republic)","Czech Republic,","Czech,French,","Barrandov Studios,Ceská Televize,Filmové studio Barrandov,","$115,922",,1h 45min,,,,6.9/10,587,2,32,
Cordelias Kinder,"Stars,Elena Meißner,David Adams,Anna Berg,,","Lars Henriks,","Lars Henriks,","Thriller,",,"April 11, 2015 (Germany)","Germany,","German,","Radikal & Arrogant,",,,1h 16min,Color,,,6.1/10,10,1,,
Unforgettable,"Stars,Usha Bachani,Hazel Croney,Pablo Gonzalez,,","Arshad Yusuf Pathan,","Arshad Yusuf Pathan,","Drama,Romance,",,"June 13, 2014 (India)","United Arab Emirates,","Hindi,",,,"AED 10,000,000 (estimated)",2h 10min,Color,,2.35 : 1,5.4/10,60,,,
Toei Presents HKT48 × 48 nin no eigakantoku tachi,,"Directors,Hirokazu Fujisawa,Yûichi Fukuda,Hajime Hashimoto,,",,"Comedy,Drama,Horror,",,2017 (Japan),"Japan,","Japanese,","Toei Company,",,,,Color,,,,,,,
Kuchh Kariye,"Stars,Abhay Bhargava,Suresh Chatwal,Dinesh Hingoo,,","Jagbir Dahiya,","Salim Bijnori,","Adventure,Drama,Music,",,"April 23, 2010 (India)","India,","Hindi,","Surya Productions,",,,,Color,,,4.1/10,22,1,,
Phantasmagoria 2: Labyrinths of blood,"Stars,Rachel Audrey,Mari K.,Shivabel Coeurnoir,,","Cosmotropia de Xam,","Cosmotropia de Xam,","Horror,",,"January 23, 2018 (Germany)","Germany,","English,","Phantasma Disques,",,"€20,000 (estimated)",1h 20min,Color,,1.78 : 1,4.3/10,45,2,,
Laundromat,"Stars,Miriam Pultro,Stefan Alexander,Phil Amico,,","Evan Taff,Sarah Southmayd,","Evan Taff,","Comedy,Drama,Romance,",,,"United States,","English,","Doubleview Media,Eighth Planet Productions,",,,1h 38min,,,,,,,,
