title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Sokagin Çocuklari,"Stars,Ahmet Faik Akinci,Belma Mamati,Metin Keçeci,,","Ahmet Faik Akinci,","Ahmet Faik Akinci,Kasim Uçkan,","Drama,Family,",,"March 15, 2019 (Turkey)","Turkey,","Turkish,","Gizem Ajans,","$2,833",,1h 38min,Color,,,7.6/10,218,,,
Trinity Traveler,"Stars,Maudy Ayunda,Hamish Daud,Rachel Amanda,,","Rizal Mantovani,","Rahabi Mandra,Piu Syarif,Trinity,","Adventure,Drama,Romance,",,"November 28, 2019 (Indonesia)","Indonesia,","Indonesian,","StarVision Plus,Tujuh Bintang Sinema,",,,1h 37min,Color,,,5.9/10,31,2,,
JVG Popiela,"Stars,Nicole Brachy,Danielle Afatnique,Paola Antanavich,,",,,"Music,",,"February 25, 2018 (Latvia)","Latvia,","Latvian,",,,€60 (estimated),,Color,,,,,,,
Tao Không Xa Mày,"Stars,Nguyen Thi Nguyet Anh,Huu Chau,Viet Ha,,","Rony Hoa,Bui Thai Nhien,","Rony Hoa,Bui Thai Nhien,Quoc Cuong Vu,","Romance,",C16,"September 22, 2017 (Vietnam)","Vietnam,","Vietnamese,","Pink Dragon Pictures,",,"$150,000 (estimated)",1h 38min,,,2.35 : 1,8.2/10,5,,,
Non amarmi,"Stars,Mauro Casciari,Federico Fazioli,Ottavia Maceratini,,","Marco Cercaci,","Marco Cercaci,","Drama,Thriller,",,,"Italy,","Italian,","Kenturio,",,,1h 16min,Color,,,3.9/10,7,1,,
Hồn Papa Da Con Gái,"Thai Hoa,Kaity Nguyen,","Ken Ochiai,","Michael Thai,","Comedy,Drama,Fantasy,",C16,"December 28, 2018 (Vietnam)","Vietnam,Japan,","Vietnamese,Japanese,","Chanh Phuong Phim,",,,1h 53min,Color,,,6.5/10,135,,,
Get Out the Way,"Bobby Brown,Justin Etheredge,","Justin Etheredge,","Justin Etheredge,","Comedy,",,2016 (United States),"United States,",,,,,1h 11min,Black and White,,,,,,,
Characters,"Stars,Su-hyeon Kim,Hwan Lee,Anastasia Kim,,","Kwang-Ju Son,","Kwang-Ju Son,","Drama,",,"November 17, 2011 (South Korea)","South Korea,","Korean,","K.Son Image,",,,1h 39min,,"Stereo,",16:9 HD,6.7/10,23,,,
91.1,"Stars,Ali Barkin,Gunes Sayin,Hakan Kurtas,,","Mustafa Haktanir,","Mustafa Haktanir,","Comedy,Drama,",,"April 8, 2016 (Turkey)","Turkey,","Turkish,",,"$2,081",,1h 48min,,,,6.3/10,251,,,
Living with the Dead: A Love Story,"Stars,Robert Clohessy,Chris Riggi,Selenis Leyva,,","Christine Vartoughian,","Christine Vartoughian,","Drama,",,"March 28, 2015 (United States)","United States,","English,","Lion Hearted Films,",,,1h 34min,Color,,1.85 : 1,6.5/10,97,2,,
Kaappari,"Stars,Kari Hietalahti,Aake Kalliala,Jussi Vatanen,,","Aleksi Mäkelä,","Mika Karttunen,Elias Koskimies,Lauri Puintila,","Comedy,Crime,Drama,",,"January 18, 2013 (Finland)","Finland,","Finnish,","Solar Films,","$532,269","€1,600,000 (estimated)",1h 33min,Color,,2.35 : 1,5.5/10,909,1,,
Bai tuan da zhan,"Stars,Guoqiang Tang,Wufu Wang,Zeru Tao,,","Haiqiang Ning,Yuzhong Zhang,","Zhe Dong,Yingxue Liu,","War,",,"August 28, 2015 (China)","China,","Chinese,","August 1st Film Studio,Beijing Asian Union Culture & Media Investment,Beijing Forbidden City Film,","$63,230,000",,1h 51min,Color,,,4.0/10,92,,,
Los ilusos,"Stars,Francesco Carril,Aura Garrido,Pedro Lozano,,","Jonás Trueba,","Jonás Trueba,","Drama,",,"March 27, 2014 (Uruguay)","Spain,","Spanish,",,,,1h 33min,Black and White,,1.78 : 1,6.5/10,308,8,,
La vérité,"Stars,Pierre-Luc Lafontaine,Émile Mailhiot,Geneviève Rioux,,","Marc Bisaillon,","Marc Bisaillon,","Drama,",,"March 18, 2011 (Canada)","Canada,","French,","Films Camera Oscura Inc.,",,,1h 33min,Color,"Dolby SR,",,6.3/10,76,3,,
The Blonde Hair Murders,"Stars,Celine Alva,Steven Aronson,Santos Caraballo,,","Jerome-Anthony Larkin,","Jerome-Anthony Larkin,","Drama,",,"January 20, 2019 (United States)","United States,","English,",,,"$10,000 (estimated)",,Color,,,,,,,
MidRange,"Stars,Jason Fields,Sean Douglas,McKenna Jones,,","Jason Fields,","Jason Fields,","Drama,Sport,","Rated PG-13 for thematic elements, drug content and some language","February 22, 2013 (United States)","United States,","English,","Cinedigm Entertainment Group,Lord of Glory Productions,New Hollywood Entertainment,",,,1h 52min,Color,,1.78 : 1 / (high definition),6.8/10,22,1,1,
Transfinite,"Stars,Shay Angelo Acevedo,Liz Anderson,Ryka Aoki,,","Neelu Bhuman,","Writers,Ryka Aoki,Neelu Bhuman,D'Lo,,","Drama,",,"June 25, 2019 (United States)","United States,","English,Spanish,Swahili,Navajo,","13th Gen,Transgress Studios,",,"$100,000 (estimated)",1h 10min,Color,,,6.5/10,21,1,3,
La lava en los labios,"Stars,Ana Bettschen,María José Gil,Rocío León,,","Jordi Costa,","Writers,Ana Bettschen,Jordi Costa,Maria José Gil,,","Drama,",,"October 26, 2013 (Spain)","Spain,","Spanish,","Acacia Films S. L.,Kinora Films,Mood Studio,",,,1h 13min,Color,,,5.1/10,32,,,
