title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
The Uninvited Guest,"Stars,Patrick Curley,Adam DeCarlo,Anthony Galati,,","Brian Ruppert,","Brian Ruppert,","Comedy,Drama,Sci-Fi,Thriller,",,"October 5, 2015 (United States)","United States,","English,","Beaverbrain Productions,",,"$14,000 (estimated)",1h 13min,Color,,1.78 : 1,4.8/10,27,,,
Da guo chang jiang qu: Towards the river of glorious,"Shanshan Chunyu,Yue Yu,Tong Zhang,","Oxide Chun Pang,","Ningyu Zhao,Shang Zhu,","War,",,"October 16, 2019 (China)","China,","Chinese,","China Film Group Corporation (CFGC),","$2,899,674",,1h 39min,,,,6.2/10,5,1,,
Kamen Raidâ Eguzeido torirojî: Anazâ endingu - Kamen Raidâ Paradokusu with Poppî,"Stars,Hiroki Iijima,Tetsuya Iwanaga,Shouma Kai,,","Nobuhiro Suzumura,","Yuya Takahashi,","Action,Fantasy,Sci-Fi,",,"February 17, 2018 (Japan)","Japan,","Japanese,","Toei Company,",,,53min,Color,,,7.8/10,23,,,
Sutta Kadhai,"Stars,Balaji,Venkatesh Harinathan,Lakshmi Priyaa Chandramouli,,","Subu,",,"Comedy,Crime,",,"October 25, 2013 (India)","India,","Tamil,","Libra Productions,",,,1h 45min,Color,"Auro 11.1,",,5.4/10,69,1,2,
La jefa de Tijuana 2,"Stars,Bernabé Melendrez,Natali Velasco,John Solis,,","Bernabé Melendrez,",,"Action,",TV-14,2013 (Mexico),"Mexico,",,"Silva Producciones,",,,1h 27min,Color,,,,,,,
Pohádkár,"Stars,Jirí Machácek,Eva Herzigova,Anna Geislerová,,","Vladimír Michálek,","Marek Epstein,Bára Nesvadbová,","Crime,Drama,Romance,",,"November 6, 2014 (Czech Republic)","Czech Republic,","Czech,","Marlene Film Production,Marlene Film,Marlene Film,","$1,191,413",,,Color,,,4.5/10,99,14,,
Fuck Me to the Moon,"Stars,Shoko Akiyama,Masataka Ishizaki,Kuniaki Nakamura,,","Quanah Takahata,Hirohito Takino,",,"Comedy,Drama,Romance,",,"April 7, 2013 (Japan)","Japan,","Japanese,",,,,1h 7min,Color,,,4.6/10,7,,,
Buta,"Stars,Rafig Guliyev,Tofig Aliyev,Elnur Karimov,,","Ilgar Najaf,","Ilgar Najaf,","Drama,",,"March 11, 2011 (Azerbaijan)","Azerbaijan,","Azerbaijani,","Azerbaijanfilm,",,,1h 38min,Color,,,6.9/10,95,1,2,
Kutumb,"Stars,Gauri Ingavale,Siddarth Jadhav,Veena Jamkar,,","Sudesh Manjrekar,",,"Drama,",,"August 31, 2012 (India)","India,","Marathi,",,,,2h 15min,Color,,,6.3/10,21,1,,
D for Dopidi,"Stars,Varun Sandesh,Sundeep Kishan,Melanie Chandra,,","Siraj Kalla,","Siraj Kalla,Rajsekhar Pvr,","Comedy,Crime,",,"December 25, 2013 (India)","India,","Telugu,","D2R Films,",,,,Color,,,5.9/10,98,2,4,
Je te survivrai,"Stars,Jonathan Zaccaï,Ben Riga,Laurent Capelluto,,","Sylvestre Sbille,","Jean-Baptiste Louis,Emmanuelle Pirotte,Sylvestre Sbille,","Comedy,",,"May 28, 2014 (Belgium)","Belgium,France,","French,","Panache Productions,Trésor Films,Tchin Tchin Productions,","$5,162","€2,000,000 (estimated)",1h 31min,Color,,2.35 : 1,5.9/10,303,3,3,
My Brother's Keeper,"Stars,Richard Browne,Lisa Cameron,Lindsay Cromar,,","Lee Hutcheon,","Lee Hutcheon,","Drama,Thriller,",,"November 30, 2012 (United States)","United Kingdom,","English,","Clanfilm Productions,",,,1h 40min,Color,,,8.0/10,6,1,,
Eppadi Manasukkul Vandhai,"Stars,Debi Dutta,Irfan,Ravi Kale,,","P.V. Prasad,",,"Drama,Romance,",Not Rated,"August 18, 2012 (Kuwait)","India,","Tamil,",,,,2h 40min,Color,,,4.3/10,17,,,
Algjör Sveppi og dularfulla hótelherbergið,"Stars,Sverrir Þór Sverrisson,Vilhelm Anton Jónsson,Guðjón Davíð Karlsson,,","Bragi Thor Hinriksson,","Vilhelm Anton Jónsson,Sverrir Þór Sverrisson,","Adventure,Family,",,"September 10, 2010 (Iceland)","Iceland,","Icelandic,","Hreyfimyndasmidjan/MPFactory,Sam Film,","$347,060","$250,000 (estimated)",1h 19min,Color,"Dolby Digital,",2.35 : 1,6.9/10,76,,,
Sententia,,"Dmitry Rudakov,",,"Drama,",,"December 17, 2020 (Russia)","Russia,","Russian,",,"$3,188",,1h 40min,Black and White,,,5.9/10,25,3,,
Lost Journey,"Stars,David Akermanis,Mehrdad Alaei,Ali Arya,,","Ant Horasanli,","Ant Horasanli,","Drama,Music,Romance,",,"April 22, 2011 (Canada)","Canada,","English,","N5 Pictures,",,,1h 30min,Color,,16:9 HD,7.8/10,45,3,,
Selfish Dil,"Bijay Mohanty,Shreyan Nayak,","Basanta Sahoo,","Manash Padhiary,","Romance,",,"July 4, 2019 (India)","India,","Oriya,",,,,2h 20min,Color,,,,,,,
Viruddha,"Stars,Mithun Surya,Chandana Lavika,Rakesh Suryavamshie,,","Nikhil Shivaprakash,","Nikhil Shivaprakash,Nikhil Shivaprakash Surya Mithun,","Thriller,",,"July 18, 2020 (India)","India,","Kannada,","Hexagon Frames,",,,1h 3min,,"Stereo,",16:9 HD,8.4/10,80,38,4,
L'instant infini,"Stars,Jennifer Rihouey,Damien Dorsaz,Mathieu Chardet,,","Douglas Beer,","Douglas Beer,","Drama,Thriller,",,"November 6, 2019 (France)","Switzerland,United States,","French,","Rosebud Production,WDG Films,",,"$140,000 (estimated)",1h 30min,Color,"D-Cinema 48kHz 5.1,",,6.5/10,16,,,
Dadadada 17,"Stars,Shingo Akamatsu,Kumiko Azuma,Kirara Inori,,","Hana Matsumoto,","Hana Matsumoto,",,,"September 2, 2017 (Japan)","Japan,","Japanese,","Spotted Productions,",,,1h 48min,Color,,,,,1,,
Hi I'm Tony,"Stars,Asif Ali,Mia George,Lal,,","Jean Paul Lal,","Jean Paul Lal,","Thriller,",,"July 26, 2014 (India)","India,","Malayalam,","SJM Entertainments,",,,,Color,,,5.5/10,316,3,,
Vaga Carne,"Stars,Grace Passô,Zora Santos,Dona Jandira,,","Ricardo Alves Jr.,Grace Passô,","Grace Passô,","Drama,",,"January 18, 2019 (Brazil)","Brazil,","Portuguese,","Entrefilmes,",,,45min,Color,,2.35 : 1,7.7/10,40,1,,
Judi-Judi King Boss,"Stars,Julian Cheah,Gana,Qian Kung,,","Julian Cheah,","Julian Cheah,","Comedy,",,"May 12, 2016 (Malaysia)","Malaysia,","Chinese,","Julian Cheah Pictures,",,,1h 15min,Color,"Stereo,",2.45 : 1,7.2/10,6,3,,
Dance!,,,,"Animation,Music,",TV-G,2018 (United States),,"English,","WOWNow Entertainment,",,,1h 30min,Color,,,,,1,1,
Louder,"Stars,Mahmoud Alhdidi,Majed AlZubaidi,Angelica Bridges,,","Jacques Brown,","Jacques Brown,","Drama,",,"September 25, 2018 (United Arab Emirates)","United Arab Emirates,","English,","Pi Events and Productions,",,"$5,000 (estimated)",1h 55min,Color,,,8.0/10,23,,,
Walking the Dead,"Stars,Angela Ying-Ying Tong,Sam Voutas,Zijun Ma,,","Melanie Ansley,","Dwain Worrell,","Horror,",,2010 (Canada),"Canada,","English,","Viewtop Pictures,",,,1h 25min,Color,,1.78 : 1,4.2/10,154,3,,
Welcome Obama,"Urmilla Kanetkar Kothare,Rachel Wise,","Singeetam Srinivasa Rao,",,"Drama,",,"September 20, 2013 (India)","India,","Telugu,",,,"₹20,000,000 (estimated)",,Color,,,8.3/10,26,,,
Lotte ja kuukivi saladus,"Stars,Evelin Võigemast,Margus Tabor,Mait Malmsten,,","Heiki Ernits,Janno Põldma,","Janno Põldma,Heiki Ernits,Andrus Kivirähk,","Animation,Family,",G,"August 25, 2011 (Estonia)","Estonia,Latvia,","Estonian,","Eesti Joonisfilm,Rija Films,","$533,442",,1h 15min,Color,,,6.8/10,254,1,9,
"Dadgum, Texas","Stars,Michele Martin,Martin Morales,Peggy Stewart,,","Charles Huddleston,","Michele Martin,","Comedy,",,,"United States,","English,","Terran Enterprises,",,,,Color,,,7.1/10,10,,,
Saat Din Mohabbat In,"Stars,Mahira Khan,Sheheryar Munawar,Rimal Ali,,","Farjad Nabi,","Fasih Bari Khan,","Comedy,Fantasy,Romance,",,"June 15, 2018 (Pakistan)","Pakistan,","Urdu,","Dawn Films,IMGC Global Entertainment,","$52,168",,2h 18min,Color,,,4.8/10,704,40,10,
Parabellum,"Eva Bianco,Pablo Seijo,Martín Shanly,","Lukas Valenta Rinner,","Ana Godoy,Esteban Prado,Lukas Valenta Rinner,","Sci-Fi,",,"May 7, 2015 (Argentina)","Argentina,Austria,Uruguay,","Spanish,","Nabis Filmgroup,",,"€400,000 (estimated)",1h 15min,Color,,2.35 : 1,5.3/10,149,15,,
Sirphire,"Stars,Priyanshu Chatterjee,Monica Bedi,Preet Harpal,,","Harjit Singh Ricky,",,"Comedy,",,"August 10, 2012 (India)","India,","Punjabi,","A Cine Vision Films Production,Speed Records,","$24,539",,,Color,,,4.7/10,54,,,
Chez nous c'est trois!,"Stars,Noémie Lvovsky,Marie Kremer,Stéphane De Groodt,,","Claude Duty,","Christian Clères,Claude Duty,","Comedy,",,"July 17, 2013 (France)","France,Belgium,","French,","Local Films,Left Field Ventures,Région Bretagne,",,"€2,000,000 (estimated)",1h 28min,Color,,,5.1/10,69,1,2,
Malice: Origin,"Stars,Brittany Martz,Rebekkah Johnson,Mark Hyde,,","Philip J. Cook,","Philip J. Cook,","Mystery,",,"March 26, 2018 (United States)","United States,","English,","Eagle Films,",,,,Color,,,5.5/10,30,4,,
Sanjeevani,"Manoj Chandra,","Ravi Vide,",,"Drama,",,2018 (India),"India,","Hindi,","Mango Music,",,,,Color,,,3.0/10,26,,,
Jia zai shui cao feng mao di di fang,"Stars,Long Tang,Songtao Guo,Bai Wenxin,,","Ruijun Li,","Ruijun Li,","Drama,",,"September 3, 2015 (China)","China,","Mandarin,Turkish,","Laurel Films,Heaven Pictures (Beijing) The Movies Co.,","$5,295",,1h 43min,Color,,1.85 : 1,6.7/10,97,3,,
College Town Massacre,"Stars,Willie Bennett,Brian Bruner,Courtney Carmody,,","Darwin Henderson Jr.,","Darwin Henderson Jr.,Ty Morris,","Horror,Mystery,Thriller,",,"September 17, 2016 (United States)","United States,","English,","TMDH Productions,",,"$10,000 (estimated)",1h 32min,,,,7.1/10,13,,,
Ljetnikovac,"Stars,Vojin Peric,Marina Redzepovic,Damir Radic,,","Damir Cucic,","Writers,Damir Cucic,Krunoslav Heidler,Vojin Peric,,","Drama,",,"July 11, 2018 (France)","Croatia,","Croatian,","Spiritus Movens,",,,1h 13min,Color,,,6.5/10,37,1,,
The Industry,"Stars,Paul Barlow Jr.,Natalie Bonner,Felicia Brown,,","Kade Merab,Yuade Merab-Moore,","Kade Merab,","Drama,",,"May 31, 2012 (United States)","United States,","English,","ARELI Productions,",,,,Color,,,8.2/10,7,,,
Silent Lake,"Stars,Zara Symes,Brice Sedgwick,Anna Chodzko,,","Mariusz Kuczewski,","Mariusz Kuczewski,","Horror,",,"June 28, 2013 (Poland)","Poland,","English,","Wojciech Stuchlik Film Production,",,,1h 30min,,,16:9 HD,3.6/10,35,1,,
Los Ángeles,"Stars,Mateo Bautista Matías,Marcos Rodríguez Ruíz,Lidia García,,","Damian John Harper,","Damian John Harper,Sarah Bräuer,","Crime,Drama,Thriller,",TV-MA,"January 29, 2015 (Germany)","Germany,","Spanish,Central American Indian languages,","Weydemann Bros.,Cine Plus Filmproduktion,Das Kleine Fernsehspiel (ZDF),",,,1h 37min,Color,,2.39:1,6.6/10,98,22,,
Omme Nishyabda Omme Yudda,"Stars,Edakallugudda Chandrashekhar,Susmita Gowda,Samyuktha Hegde,,","Sreenag,","Sreenag,","Thriller,",,"May 31, 2019 (India)","India,","Kannada,",,,,2h,Color,,2.39 : 1,9.0/10,55,,,
Land Gold Women,"Stars,Haqi Ali,Renu Brindle,Caroline Frewin,,","Avantika Hari,","Avantika Hari,Tejpal Singh Rawat,","Drama,",Unrated,"December 2, 2011 (India)","United Kingdom,","English,","A Richer Lens,Southpaw Entertainment,",,"£1,000,000 (estimated)",1h 42min,Color,"Dolby Digital,",2.35 : 1,6.3/10,161,3,3,
Edison,"Thomas A. Edison,Henry Ford,Michael Murphy,","Michelle Ferrari,",,,TV-PG,January 2015 (United States),,,,,,1h 53min,,,,7.2/10,28,,,
Laurence,"Stars,Javier Perez,Max Rosenak,Connor Moore,,","Stephen Kellam,Richard D. Endacott,","Stephen Kellam,","Crime,Drama,Horror,Mystery,Romance,Thriller,",,"June 29, 2016 (United States)","United States,","English,","Hunt Manor Media,",,,1h 40min,Color,,1.85 : 1,7.6/10,11,,,
