title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Orayiram Kinakkalal,"Stars,Biju Menon,Roshan Mathew,Sharu Varghese,,","Pramod Mohan,","Pramod Mohan,Hrishikesh Mundani,Kiran Verma,","Comedy,Thriller,",,"April 6, 2018 (India)","India,","Malayalam,","Renji Panicker Entertainment,",,,2h 15min,Color,,,5.8/10,199,3,2,
Sasesham,"Stars,Bhavani,Bobby,Dinesh,,","Sri Kishore,","Baalaaji Saanala,Balaji Sanala,","Drama,Mystery,Thriller,",,"May 18, 2012 (India)","India,","Telugu,",,,,2h 4min,Color,,,4.7/10,7,,,
Krishna Rao Supermarket,"Stars,Amar,Anjali Anusha,Sd.M. Basha,,","Sreenath Pulakuram,","Venkata Siva Kumar Kaku,","Thriller,",,"October 18, 2019 (India)","India,","Telugu,","BGR Film &Tv Studios,",,,2h 29min,Color,,,5.8/10,45,7,,
Bandipotu,"Stars,Srinivas Avasarala,Sampoornesh Babu,Tanikella Bharani,,","Mohana Krishna Indraganti,","Mohana Krishna Indraganti,","Comedy,Crime,Drama,",,"February 20, 2015 (India)","India,","Telugu,","EVV CInema,",,,2h 20min,Color,,,6.2/10,93,1,,
The Box,"Stars,Kalila Welch,Isaac Stewart,Briony O'Donoghue,,","Jack O'Donoghue,Isaac Stewart,","Jack O'Donoghue,Isaac Stewart,","Thriller,",,"November 21, 2018 (Australia)","Australia,","English,","Luminosity Entertainment,",,A$600 (estimated),56min,Color,,2.35 : 1,,,,,
Hangover,"Raj,","Vittal Bhatt,",,"Action,",,2018 (India),"India,","Kannada,","Ramanee Reels,",,,,Color,,,7.1/10,457,3,,
Johnny's Gone,"Stars,LaDon Drummond,Natasha Green,Johnny Sinclair,,","Giorgio Serafini,","LaDon Drummond,Giorgio Serafini,","Drama,Thriller,",,"October 22, 2011 (United States)","United States,","English,","Smile Production,West Arts,",,,1h 32min,Color,,2.35 : 1,7.6/10,74,6,,
Christmas Slay,"Stars,Dani Thompson,Laura Ellen Wilson,Frank Jakeman,,","Steve Davis,","Steve Davis,","Horror,",Not Rated,"November 11, 2015 (United States)","United Kingdom,","English,","Invicta Pictures,Kent Independent Film,",,"£20,000 (estimated)",1h 35min,Color,,16:9 HD,2.6/10,188,10,6,
The Mysterious Mr. Wizdom,"Stars,Andre Blaze Rodgers,Joe H. Sutton,Yola'nda Bell,,","Andre Blaze Rodgers,","Writers,Yola'nda Bell,Jennifer Davis,Andre Blaze Rodgers,,","Comedy,",,"October 28, 2020 (United States)","United States,","English,",,,"$5,000 (estimated)",1h 49min,,,,8.1/10,15,1,,
ImaginationLand,"Bobbi Maxwell,William Mcnamara,Kj Schrock,","Evan Tramel,","Lisa Baget,","Animation,",TV-G,2018 (United States),"United States,","English,",,,,1h 10min,Color,,,6.3/10,94,3,1,
3rd Street Blackout,"Stars,Janeane Garofalo,Phyllis Somerville,Sunita Mani,,","Negin Farsad,Jeremy Redleaf,","Negin Farsad,Jeremy Redleaf,","Comedy,Romance,",Unrated,"June 13, 2015 (United States)","United States,","English,","Mina and Rudy,Brackets Creative,Vaguely Qualified Productions,",,,1h 27min,Color,,,5.8/10,68,10,,
Camp Blood Kills,"Stars,Houston Baker,James Carolus,Elizabeth V. Costanzo,,","Mark Polonia,",,"Horror,Thriller,",,"April 13, 2019 (United States)","United States,","English,","Polonia Brothers Entertainment,",,,1h 25min,Color,"Stereo,",16:9 HD,4.2/10,19,2,,
Hikari,"Stars,Arata Iura,Eita Nagayama,Kyoko Hasegawa,,","Tatsushi Ômori,","Shiwon Miura,","Drama,",,"November 25, 2017 (Japan)","Japan,","Japanese,","Harvest Films,",,,2h 17min,Color,,,4.5/10,45,1,4,
Trick,"Stars,Eugenia Kuzmina,Robert Pralgo,Keith Brooks,,","Stan Harrington,","Del Weston,","Crime,",,2021 (United States),"United States,",,"Mad Roman Media,",,,1h 33min,,,,,,,,
Kakekomi onna to kakedashi otoko,"Stars,Yô Ôizumi,Erika Toda,Hikari Mitsushima,,","Masato Harada,","Hisashi Inoue,Masato Harada,","Comedy,Drama,",,"May 16, 2015 (Japan)","Japan,","Japanese,","Shochiku,","$6,528,543",,2h 23min,Color,,2.35 : 1,6.7/10,417,8,,
Ming zhong zhu ding,"Stars,Silvia Bottini,Fan Liao,Yan Su,,","Hao Zhang,","Diane Drake,Shuo Zhao,","Comedy,Romance,",PG-13,"July 24, 2015 (China)","China,","Mandarin,Italian,English,","Huayi Brothers Media,ODU Movies,","$11,009,348",,1h 54min,Color,,,5.2/10,146,4,,
Adventure Kids,"Stars,Suvahhdan Angre,Neel Bakshi,Prachita Gujar,,","Manoj Palrecha,","Janardhan Gaikwad,Manoj Palrecha,","Adventure,",,"October 25, 2019 (India)","India,","Hindi,",,,"$100,000 (estimated)",2h,,,,6.9/10,13,1,,
Tattah,"Stars,Mustafa Abbas,Yasmin Abdulal,Maged Abdulazim,,","Sameh Abdulaziz,","Mohamed Al Nabawy,Sameh Ser El Khetm,","Action,Comedy,Drama,",,"May 5, 2013 (Egypt)","Egypt,","Arabic,","X Rated Studio,","$1,427,136",,1h 55min,Color,,,4.3/10,448,,,
Moving Target,"Stars,Michael Greco,Steven Berkoff,Jake Maskall,,","Mark Tierney,","Jeremy Henman,Laurence Scott,Mark Tierney,","Drama,Thriller,",,2011 (United Kingdom),"United Kingdom,","English,","Black & Blue Films,N1 Film Studios,Naked in London Film,",,"£2,000,000 (estimated)",,Color,,,7.4/10,35,,,
