title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Exit of the Gods: Volume 13 Carnivorous,"Stars,Vador Carrillo,Dylan Ely,Erin Thomas Gavin,,","James Carrillo,Jason Taylorson,","Jason Taylorson,","Musical,",,"April 29, 2020 (United States)","United States,","English,",,,,,Color,,,,,,,
Boys Are Us,"Stars,Steve Devonas,Basil Eidenbenz,Peter Girsberger,,","Peter Luisi,","Peter Luisi,","Drama,Romance,",,,"Switzerland,","Swiss German,",,,,1h 13min,Color,,,6.5/10,61,6,,
Zelda Ocarina of Time,"Joris Augustin,Deivy Fernandes,Elisa Ollier,","Joris Augustin,","Joris Augustin,",,,,,,,,,,,,,,,,,
JED,"Stars,Barden Revelle IV,Rachel Bair,Thomas L. Townsend,,","Lauryn Green,","Lauryn Green,","Horror,Thriller,",,2019 (United States),"United States,","English,",,,,1h 2min,Color,,,4.0/10,9,,,
El Paseo 5,"Stars,John Alex Castillo,José Daniel Cristancho,Catalina Londoño,,","Mario Ribero Ferreira,","Dago García,","Comedy,",TV-PG,"December 27, 2018 (Colombia)","Colombia,","Spanish,",,"$2,369,212",,1h 26min,Color,,,3.3/10,114,5,,
Kuttram Seiyel,"Stars,Bose Venkat,Vijith,Dheena,,","Bharathirajaa,Venkatesh,",,"Action,Crime,",,"March 7, 2019 (Malaysia)","Malaysia,","Tamil,",,,,,Color,,,,,,,
Inside the Stones,"Stars,Edoardo Cesari,Giorgia Contu,Saverio Deodato,,","Alessio Della Valle,","Maria Cristina Di Meo,Ezio Maisto,","Thriller,",,"March 21, 2012 (Italy)","Italy,","Italian,","Martha Production,",,"€25,000 (estimated)",46min,,"Stereo,",,,,,,
Make Love Great Again,"Stars,David Haack,Alina Robert,Jason Canela,,","Aaron Agrasanchez,","Shane Kinsler,Tom Musca,","Romance,",TV-14,"March 12, 2018 (United States)","United States,","English,","AAA Film Productions,",,,1h 37min,,,,6.5/10,34,,,
Cena za stestí,"Stars,Ivana Chýlková,Vanda Hybnerová,Klára Pollertová,,","Olga Dabrowská,","Olga Dabrowská,","Comedy,Drama,",,"January 10, 2019 (Czech Republic)","Czech Republic,","Czech,","DonArt Production,","$205,867",,,Color,,,4.7/10,44,1,7,
Lyssa kakia,"Stars,Zoi Zerva,Vicky Koulianou,Johnny Theodoridis,,","Nikos Zervos,","Zoi Zerva,","Comedy,",,"June 18, 2015 (Greece)","Greece,","Greek,",,,,,Color,,,3.6/10,28,,,
Killing Rob Teare,"Stars,Thomas Reeping,Jesse-Lee Lafferty,Nick LaMantia,,","Mike Reeping,","Jesse-Lee Lafferty,Mike Reeping,Thomas Reeping,","Action,Comedy,Crime,",Not Rated,"February 14, 2015 (United States)","United States,","English,","Squirrels Ink Productions,VersaceEntertainment,",,,1h 10min,Color,,,3.0/10,50,4,,
Le rêve de Mila,"Stars,Claïna Clavaron,Suzanne De Baecque,Simon Delta,,","Valentin Brocard,Julien Gaspar-Oliveri,","Loup Balthazar,","Mystery,Romance,",,"February 7, 2019 (France)","France,","French,","Les Cours Florent,",,,,,,,,,,,
Generation Y,"Stars,Dvin Bahariance,Megan Black,Drew Bradford,,","Frankie Hopkins,","Frankie Hopkins,","Comedy,Drama,",,"April 18, 2016 (United States)","United States,","English,","Side Walk Films,",,"$3,000 (estimated)",1h 30min,Color,,16:9 HD,,,,,
Talking of Michelangelo,"Stars,Victor Banerjee,Abhinandan Dutta,Siddharth Ghosh,,","Modhurima Sinha,",,"Drama,",,"November 17, 2017 (India)","India,","English,",,,,1h 1min,Color,,,,,1,,
Atithi,"Saayoni Ghosh,Subhasish Mukherjee,Rituparna Sengupta,","Sujit Paul,",,"Drama,",,"May 17, 2019 (India)","India,","Bengali,",,,,1h 55min,Color,,,,,,,
O Protagonista,"Stars,Romeu Vala,Sara Matos,Custódia Gallego,,","Sérgio Graciano,Marco Medeiros,","Luís Lobão,","Drama,Fantasy,Romance,",,2020 (Portugal),"Portugal,","Portuguese,","Caos Calmo Filmes,Palco 13,",,"€10,000 (estimated)",,Black and White,,16 : 9,5.5/10,14,,,
Autumn Springs,"Stars,Bill Pozzobon,Hannah Ehman,Ty Horvath Thompson,,","Jessica L. Graham,","Erin Horvath,","Drama,",,March 2017 (Canada),"Canada,","English,","Imaginarium Studio,New Vision Unlimited,",,,,Color,,,,,,,
Young Hole,,,,"Romance,",,"August 13, 2020 (South Korea)","South Korea,","Korean,",,,,1h 10min,Color,,,,,,,
O Amor de Catarina,"Stars,Luiz Barotto,Greice Barros,Luiz Bertazzo,,","Gil Baroni,","Writers,Rodrigo Alonso,Gil Baroni,Priscila Dalcanale,,","Drama,",,"November 17, 2016 (Brazil)","Brazil,","Portuguese,","Beija Flor Filmes,",,,1h 35min,Color,,,2.5/10,59,1,,
Dankyavar Danka,"Stars,Makarand Anaspure,Anvay Bendre,Prakash Dhotre,,","Kanchan Nayak,","Sudhir Nikam,","Comedy,",,"April 5, 2013 (India)","India,","Marathi,","Maha Movies Production,",,,,Color,,2.35 : 1,,,,,
Miewoharu,"Stars,Haruka Kubo,Atsuya Okada,Miki Nitori,,","Akiyo Fujimura,","Akiyo Fujimura,","Comedy,Drama,",,"March 24, 2018 (Japan)","Japan,","Japanese,","Harakiri Films,",,,1h 33min,Color,,,6.4/10,46,2,,
Nắng,"Stars,Hoài Linh,Ninh Duong Lan Ngoc,Thu Trang,,","Dong Dang Giao,",,"Drama,",,"August 31, 2016 (Vietnam)","Vietnam,","Vietnamese,",,,,1h 40min,Color,,,7.2/10,66,,,
Bukan Pocong Biasa,"Stars,Zacky Zimah,Yoga Arizona,Mpok Atiek,,","Nayato Fio Nuala,","T.B. Ule Sulaeman,","Comedy,Horror,",,"November 15, 2011 (Indonesia)","Indonesia,","Indonesian,","BIC Productions,Mitra Pictures,",,,1h 20min,Color,,,5.5/10,36,,,
