title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Thrilling Adventure Hour Live,"Stars,Dave Allen,Scott Aukerman,Paget Brewster,,","Neil Mahoney,Aaron Ginsburg,","Ben Acker,Ben Blacker,","Music,",,March 2015 (United States),,,"Type 55 Films,",,,1h 13min,,,,7.8/10,43,,,
Muse,"Stars,Nicholas Ball,Kitty Lucas,Kev Orkian,,","Richard John Taylor,","Richard John Taylor,","Drama,Horror,Thriller,",,"March 8, 2019 (United Kingdom)","United Kingdom,","English,","Altis International,Hello Princess,",,,1h 20min,Color,,2.35 : 1,4.0/10,148,14,3,
In dream: Madoromu hakui,"Stars,Hibiki Ohtsuki,Miina Kotaki,Shinobu Igarashi,,","Mototsugu Watanabe,","Kôji Yamazaki,",,,"December 13, 2013 (Japan)","Japan,","Japanese,","Nabe Cinema,",,,1h,Color,,,,,,,
The Perfect Picture: Ten Years Later,"Stars,Jackie Appiah,Naa Ashorkor Mensa-Doku,Lydia Forson,,","Shirley Frimpong-Manso,","Shirley Frimpong-Manso,","Comedy,Romance,",,"July 4, 2020 (India)","Ghana,","English,","Sparrow Pictures,",,,2h 30min,Color,"Stereo,",1.78 : 1,6.1/10,45,1,,
Sex & Water,"Edwin Martinez,Josh Paul,Steve O. van Wie,","Alan Smithee,",,"Drama,",Not Rated,"November 20, 2018 (United States)","United States,","English,",,,,1h 3min,Color,,16:9 HD,,,1,,
Sar Basa,"Stars,Alper Rende,Ali Bicim,Kemal Can Parlak,,","Berk Alan,","Hasan Karakus,Atasay Koç,","Comedy,",,"August 23, 2019 (Turkey)","Turkey,","Turkish,","Hüzzam Film,Nays Film,The Moments Entertainment,","$691,996","TRL 1,000,000 (estimated)",,Color,,2.35 : 1,2.9/10,658,2,,
Jesus Cries,"Stars,Sabin Tambrea,Emily Cox,Ulrich Brandhoff,,","Brigitte Maria Mayer,","Andrea Hanna Hünniger,Brigitte Maria Mayer,","Biography,Drama,",,"October 24, 2015 (Colombia)","Germany,","German,","Anatomie Titus Produktion,",,"€25,000 (estimated)",1h 11min,Color,,2.35 : 1,6.7/10,34,3,,
Maradonia and the Shadow Empire,"Stars,Michael Rodriguez,Gloria Tesch,Gustavo Perez,,","Gerry Tesch,","Gerry Tesch,Gloria Tesch,","Fantasy,",,"January 8, 2016 (United States)","United States,","English,","A Liberty Motion Pictures,Amazon River Productions,Liberty Motion Pictures,",,,,Color,,,2.1/10,26,1,,
Am Doar 18 Ani,"Stars,Andrei Barbat,Vlad-Cristian Popov,Madalin Alexandru Negoita,,","Andrei Barbat,","Andrei Barbat,","Adventure,Comedy,",,"September 13, 2014 (Romania)","Romania,","Romanian,","Dacron,",,"€2,000 (estimated)",2h 12min,Color,,,,,,,
Eagoler Chokh,"Stars,Jaya Ahsan,Riya Banik,Anirban Bhattacharya,,","Arindam Sil,","Sirshendu Mukhopadhyay,","Thriller,",,"August 12, 2016 (India)","India,","Bengali,","SVF Entertainment,",,,1h 57min,Color,,2.35 : 1,7.2/10,962,1,,
Shotgun Wedding,"Stars,Mike Damus,Kim Shaw,Joel McKinnon Miller,,","Danny Roew,","Pat Casey,Josh Miller,","Comedy,Horror,Romance,",Unrated,"April 2, 2013 (United States)","United States,","English,","20th Digital Studio,",,,1h 32min,Color,,1.78 : 1,5.1/10,272,6,4,
Lola auf der Erbse,"Stars,Tabea Hanstein,Christiane Paul,Tobias Oertel,,","Thomas Heinemann,","Thomas Heinemann,Annette Mierswa,","Drama,Family,",,"September 4, 2014 (Germany)","Germany,","German,","Aviv Pictures,Superneun Filmproduktion,","$130,843",,1h 30min,Color,,1.85 : 1,5.5/10,79,1,11,
