title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Je la rencontrerai,"Stars,Quentin Santarelli,Charlotte Durand-Raucher,Jean-BenoÎt Diallo,,","Raphaël Kirgo,","Raphaël Kirgo,",,,"June 26, 2019 (France)","France,",,,,,,,,,,,1,,
Olympiakos FC vs Bayern Munich,,,,,,"October 22, 2019 (Greece)","Greece,",,"Union of European Football Associations (UEFA),",,,1h 30min,Color,,,,,,,
Salam Bar Eshgh,"Stars,Majid Alizadeh,Reza Ashtiani,Mohsen Avid,,","Asghar Nayeimi,","Hassan Ansarian,","Crime,Drama,",,"March 17, 2010 (Iran)","Iran,","Persian,",,,"IRR 2,000 (estimated)",1h 27min,Color,,,3.9/10,47,,,
Liverpool vs Red Bull Salzburg,"Stars,Trent Alexander-Arnold,Patson Daka,Adrián San Miguel Del Castillo,,",,,,,"October 2, 2019 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
MicroAgressions,"Solly Duran,Sandy Hernandez,Candy Santana,","Jonathan Lev,","Solly Duran,Sandy Hernandez,Candy Santana,","Comedy,",,"July 15, 2020 (United States)","United States,",,,,"$10,000 (estimated)",,Color,,,,,,,
Dead End,"Stars,Michael Schusser,Johanna Mucha,Richard Scaltro,,","Max Hamersky,","Max Hamersky,","Thriller,",,"May 1, 2015 (Austria)","Austria,","German,","Filmcut Film Produktion,",,,,Black and White,,,,,,,
Sheriff of Contention,"Stars,Angelo Ortega,Miguel Corona,Wendy Wiltsey,,","Thomas W. O'Mary,","Sam Fidler,","Western,",Rated PG-13 for some violent content,"October 8, 2010 (United States)","United States,","English,","High Frontier Venture Group,Rock Wayne Pictures Company,Rock Wayne Organization,",,"$1,500,000 (estimated)",1h 44min,Color,"Stereo,",1.33 : 1,4.2/10,20,4,2,
Cascos indomables,"Stars,Janko Navarro,Harvey Monestel,Gabriel Rojas,,","Neto Villalobos,","Neto Villalobos,","Comedy,Drama,",,"September 8, 2018 (Canada)","Costa Rica,Chile,","Spanish,","Pacífica Grey,Cinestación,Sucia Centroamericana Producciones,",,,1h 24min,Color,,,5.2/10,74,1,,
My Last Friend,"Stars,Abdulatif Abdulhamid,Laura Abou Assaad,Djamel Al Ali,,","Joud Saeed,","Al Faris Al Zhahabi,Joud Saeed,","Drama,",,"December 15, 2012 (Syria)","Syria,","Arabic,","Fardous Drama,",,,1h 59min,Color,"Dolby Digital,",,6.5/10,19,,,
Haiti Cherie: Wind of Hope,"Stars,Marlon Dure,Thevener Thevenin,Garissine Pierre,,","Richard J. Arens,","Richard J. Arens,","Crime,Drama,Mystery,",Not Rated,"July 22, 2010 (United States)","Haiti,","English,","Lakay Independent Pictures,",,,1h 47min,Color,"Stereo,",,,,,,
"Las mil y una noches: Vol.1, El inquieto",,,,,,"June 5, 2016 (Spain)",,,,"$18,053",,,,,,,,,,
Poovalliyum Kunjadum,"Stars,Basil George,Arya Manikandan,Kottayam Nazeer,,","Farookh Ahamadali,","Farookh Ahamadali,","Drama,",,"August 30, 2019 (India)","India,","Malayalam,","Mash FX Visual Media,",,,2h 2min,Color,,,3.6/10,5,,,
"Al Bayra, la vieille jeune fille","Stars,Salah Eddine Ben Moussa,Malika El-Omari,Naima Iliasse,,","Mohamed Abderrahman Tazi,","Bahiya Soussi Abdellah,",,,"February 4, 2013 (Morocco)","Morocco,","Arabic,","ATA Productions,SNRT,",,,1h 27min,Color,,,7.0/10,10,,,
Melinda,"Erin Cathcart,Carryl Lynn,Younger Robbins,","Brian Hernandez,","Brian Hernandez,","Horror,Thriller,",,,"United States,","English,","3N Films,Plant Light Productions,",,,,Color,,,,,,,
Fedora: Opera Film,"Stars,Soprano Michelle Johnson,Tenor Jeremy Brauner,Baritone Marcelo Guzzo,,","Malena Dayen,",,"Music,",Not Rated,"November 8, 2020 (United States)","United States,","Italian,","Teatro Grattacielo,",,$100 (estimated),1h 30min,,,,,,,,
The Judgment,"Stars,Carlo Brady,Rachael Cowan,Connor Doyle,,","Connor Doyle,","Connor Doyle,Franz Kafka,","Drama,Horror,Mystery,",,"April 24, 2016 (United States)","United States,","English,",,,,45min,Black and White,,4:3,,,1,,
